No,Namespace,Variable,St John's Church of England Primary School - 104228,Shenstone Lodge School - 104024,Shenstone Lodge School - 147347,Oakwood School - 104275,The Secret Garden - 148243,Peters Hill Primary School - 103791,Red Hall Primary School - 103784,Rivers Primary Academy - 140196,Bloxwich Academy - 137274,Bilston Church of England Primary School - 130305,The Bromley-Pensnett Primary School - 141979,Stow Heath Primary School - 104323,Tudor Grange Primary Academy Hockley Heath - 138462,Hill Avenue Academy - 143151,Lanesfield Primary School - 104327,St Chad's Catholic Primary School - 140144,Ham Dingle Primary Academy - 143822,Ham Dingle Primary School - 103808,St Michael's Church of England C Primary School - 104227,Sunfield Children's Home Ltd - 117033,Woodlands Academy of Learning - 138343,Queen Victoria Primary School - 103826,St Peter's Church of England Primary Academy - 142982,Green Park School - 104415,Walsall Wood School - 104201,Fibbersley Park Academy - 143417,Elmore Green Primary School - 104153,Stowlawn Primary School - 104317,Hawbush Primary School - 103820,Cotwall End Primary School - 103810,Blackwell First School - 116665,All Saints National Academy - 141410,Springfield House Community Special School - 103623,Busill Jones Primary School - 104146,Busill Jones Primary School - 146785,"St Peter's Catholic Primary School, Bloxwich - 104234",Kingsbury Primary School - 134924,Pedmore CE Primary School - 103848,Clent Parochial Primary School - 116796,The Pedmore High School - 145593,Mary Elliot School - 104272,Black Country Wheels School - 137571,The Dormston School - 103855,Ellowes Hall Sports College - 141570,Hunters Hill College - 103609,Redhill School - 139872,Kingsbury School - A Specialist Science and Mathematics Academy - 145019,Shire Oak Academy - 136620,Pool Hayes Academy - 142594,Wolverhampton Vocational Training Centre - 142123,National state-funded primary,National state-funded secondary and 16 to 18,Description
61,CENSUS_21,PSENELK,6.7%,,1.0%,0%,,12.7%,19.1%,15.6%,17.7%,16.7%,27.3%,20.1%,12.5%,7.6%,13.9%,6.7%,7.3%,,11.7%,0%,11.7%,17.6%,6.5%,3.4%,12.4%,11.3%,14.1%,19.1%,13.2%,10.2%,15.9%,15.0%,0%,,20.7%,6.6%,11.4%,13.1%,24.0%,17.7%,0.8%,76.5%,16.3%,10.8%,0%,15.6%,10.6%,9.2%,8.8%,0%,,,Percentage of eligible pupils with SEN support
62,CENSUS_21,NUMEAL,16,,2,18,,72,13,44,122,128,25,101,2,124,75,8,50,,15,0,6,19,2,46,11,75,20,87,10,8,1,12,0,,0,34,3,3,2,246,48,0,16,46,3,41,4,49,48,0,,,No.  pupils where English not first language
63,CENSUS_21,NUMENGFL,342,,96,84,,820,364,347,1201,297,268,377,222,216,277,201,322,,403,0,457,560,167,99,231,514,293,233,247,404,150,262,85,,276,194,261,216,102,351,75,0,1119,1135,55,1184,720,1451,1013,44,,,No. pupils with English first language
64,CENSUS_21,NUMUNCFL,0,,0,0,,0,0,0,3,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,,0,0,0,2,0,1,0,0,2,0,21,3,0,0,0,0,,,No. pupils where first language is unclassified
65,CENSUS_21,PNUMEAL,4.5%,,2.0%,17.6%,,8.1%,3.4%,11.3%,9.2%,30.1%,8.5%,21.1%,0.9%,36.5%,21.3%,3.8%,13.4%,,3.6%,0%,1.3%,3.3%,1.2%,31.7%,4.5%,12.7%,6.4%,27.2%,3.9%,1.9%,0.7%,4.4%,0%,,0%,14.9%,1.1%,1.4%,1.9%,41.1%,39.0%,0%,1.4%,3.9%,3.8%,3.3%,0.6%,3.3%,4.5%,0%,,,%  pupils where English not first language
66,CENSUS_21,PNUMENGFL,95.5%,,98.0%,82.4%,,91.9%,96.6%,88.7%,90.6%,69.9%,91.5%,78.9%,99.1%,63.5%,78.7%,95.7%,86.6%,,96.4%,0%,98.7%,96.7%,98.8%,68.3%,95.5%,87.0%,93.6%,72.8%,96.1%,97.8%,99.3%,95.6%,97.7%,,100%,85.1%,98.9%,97.7%,98.1%,58.7%,61.0%,0%,98.4%,96.1%,69.6%,96.4%,99.4%,96.7%,95.5%,100%,,,% pupils with English first language
67,CENSUS_21,PNUMUNCFL,0%,,0%,0%,,0%,0%,0%,0.2%,0%,0%,0%,0%,0%,0%,0.5%,0%,,0%,0%,0%,0%,0%,0%,0%,0.3%,0%,0%,0%,0.2%,0%,0%,2.3%,,0%,0%,0%,0.9%,0%,0.2%,0%,0%,0.2%,0%,26.6%,0.2%,0%,0%,0%,0%,,,% pupils where first language is unclassified
68,CENSUS_21,NUMFSM,70,,59,40,,122,106,223,750,200,143,159,15,152,107,37,71,,33,0,121,163,12,72,73,233,110,140,112,38,2,148,45,,140,72,54,12,10,180,60,0,195,199,58,189,107,354,336,22,,,No. pupils eligible for free school meals
69,CENSUS_21,NUMFSMEVER,76,,71,41,,130,118,244,829,213,148,175,17,158,118,41,75,,39,,133,185,16,66,80,246,118,146,114,47,3,162,58,,155,76,65,12,12,207,45,,277,240,66,237,129,412,422,,,,Number of pupils eligible for FSM at any time during the past 6 years
70,CENSUS_21,PNUMFSMEVER,21.2%,,72.4%,40.2%,,14.6%,31.3%,62.4%,62.5%,50.1%,50.5%,36.6%,7.6%,46.5%,33.5%,19.5%,20.2%,,9.3%,,28.7%,32.0%,9.5%,45.5%,33.1%,41.6%,37.7%,45.6%,44.4%,11.4%,2.0%,59.1%,66.7%,,56.2%,33.3%,24.6%,5.4%,11.5%,34.6%,36.6%,,24.4%,20.3%,83.5%,19.3%,17.8%,27.5%,39.8%,,,,Percentage of pupils eligible for FSM at any time during the past 6 years
71,CENSUS_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
72,SWF_19,LA,335,,,,,332,332,335,335,336,332,336,334,336,336,332,,332,335,,335,332,860,,335,335,335,336,332,332,885,335,,335,,335,937,332,885,332,,,332,332,,332,937,335,335,,,,Local Authority Number
73,SWF_19,URN,104228,,,,,103791,103784,140196,137274,130305,141979,104323,138462,143151,104327,140144,,103808,104227,,138343,103826,142982,,104201,143417,104153,104317,103820,103810,116665,141410,,104146,,104234,134924,103848,116796,145593,,,103855,141570,,139872,145019,136620,142594,,,,Unique Reference Number
74,SWF_19,NTEA,23,,,,,43,16,20,73,19,13,21,11,14,21,10,,21,18,,24,27,9,,11,27,14,14,11,21,9,14,,7,,10,15,9,8,36,,,59,66,,74,45,103,71,,"260,096","219,269",Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
75,SWF_19,NTEAAS,14,,,,,28,10,11,17,19,17,30,17,6,16,10,,13,24,,24,27,6,,14,36,27,11,14,18,25,15,,27,,10,10,7,10,9,,,12,12,,15,10,37,32,,"274,954","57,981",Total Number of Teaching Assistants (Headcount)
76,SWF_19,NNONTEA,5,,,,,15,4,6,13,9,5,4,4,2,5,2,,3,4,,9,9,2,,3,6,4,2,3,6,10,5,,2,,3,3,3,2,22,,,30,33,,33,20,26,22,,"91,158","84,503","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
77,SWF_19,NFTETEA,18.8,,,,,38.1,14.9,18.4,70.4,17.3,12.2,20.7,10.1,13.6,18.7,9.2,,18.3,16.1,,21.7,24.7,8.1,,10.5,25.3,12.6,13.5,10.8,18.7,7.9,12.6,,7,,9.6,14.3,7.8,5.9,33.6,,,58.3,65.6,,71.4,42.1,97.8,67.3,,"231,728","203,686",Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
78,SWF_19,NFTETEAAS,9.3,,,,,20.3,6.5,8,14.7,15.3,13.2,17.9,7.7,5.3,11.2,8,,10.4,13.2,,15.8,22.9,4.1,,9.8,26.5,15.6,10.1,10.8,13.6,12.1,11.7,,19.3,,7.5,6,5.3,3.8,6.4,,,9.4,8.7,,12.3,4.9,33.1,27.1,,"178,546","45,918",Total Number of Teaching Assistants (Full-time Equivalent)
79,SWF_19,NFTENONTEA,3.4,,,,,11.4,3.2,4.7,13,6.3,4,3.8,2.7,1.9,2.5,1.1,,3,2.2,,6.1,7.9,2,,2.4,5.6,3.2,2,2.7,5,3.5,5,,1.9,,2,2.4,2.4,1,16.3,,,24.4,28.8,,27.3,16.1,23.9,19.3,,61494.7,"71,228","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
80,SWF_19,RATPUPTEA,18.3,,,,,22.5,22.5,17.6,15.7,24.3,22.9,21.9,21.5,21.9,18.6,22.7,,22.0,23.4,,20.6,25.7,24.2,,22.7,21.7,25.3,20.5,19.8,22.1,19.3,24.9,,45.6,,22.8,19.5,28.5,18.1,16.8,,,19.3,17.1,,17.0,16.6,14.8,15.9,,20.7,16.3,Pupil:Teacher Ratio
81,SWF_19,SALARY,"£40,714",,,,,"£37,174","£40,436","£35,358","£35,022","£38,144","£37,410","£42,041","£39,972","£36,546","£34,195","£39,219",,"£38,444","£38,822",,"£38,353","£38,275","£38,500",,"£39,312","£34,229","£38,139","£38,530","£36,691","£39,867","£37,935","£36,264",,"£37,505",,"£39,185","£38,459","£42,719","£34,721","£38,390",,,"£42,434","£42,201",,"£40,857","£38,316","£38,103","£40,982",,"£38,369","£40,571",Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
82,SWF_21,LA,335,,,335,,332,332,335,335,336,332,336,334,336,336,332,332,,335,,335,332,860,336,335,335,335,336,332,332,885,335,330,,,335,937,332,885,332,335,,332,332,330,332,937,335,335,336,,,Local Authority Number
83,SWF_21,URN,104228,,,104275,,103791,103784,140196,137274,130305,141979,104323,138462,143151,104327,140144,143822,,104227,,138343,103826,142982,104415,104201,143417,104153,104317,103820,103810,116665,141410,103623,,,104234,134924,103848,116796,145593,104272,,103855,141570,103609,139872,145019,136620,142594,142123,,,Unique Reference Number
84,SWF_21,NTEA,22,,,14,,39,16,24,90,23,15,21,11,22,21,7,19,,18,,24,30,9,26,10,25,14,17,11,23,10,17,13,,,10,13,12,11,40,14,,67,71,31,72,46,88,70,4,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
85,SWF_21,NTEAAS,14,,,34,,30,14,6,19,19,17,28,15,7,19,9,20,,26,,20,19,4,68,13,30,23,13,16,19,24,17,0,,,11,11,6,7,10,49,,16,10,4,13,9,30,28,0,,,Total Number of Teaching Assistants (Headcount)
86,SWF_21,NNONTEA,4,,,2,,15,2,7,14,11,4,4,4,2,6,1,2,,4,,10,8,2,8,4,9,4,3,2,6,10,6,27,,,4,3,3,2,14,6,,36,42,7,30,21,23,19,9,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
87,SWF_21,NFTETEA,17.4,,,11.6,,34.0,15.1,22.7,87.0,21.7,13.7,19.9,10.1,20.3,18.7,7.0,16.7,,16.1,,21.2,27.2,7.7,24.2,9.4,22.8,14.0,16.1,10.4,19.9,8.2,15.6,12.4,,,9.8,11.3,10.4,8.0,37.8,13.4,,65.0,69.9,30.6,67.8,42.1,85.0,67.0,3.6,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
88,SWF_21,NFTETEAAS,8.7,,,27.9,,22.2,9.7,4.4,17.5,15.7,13.6,16.1,7.5,6.3,13.0,7.0,10.6,,16.4,,13.3,16.3,3.4,51.3,8.7,22.2,15.9,12.3,10.5,14.9,12.0,13.8,0.0,,,8.3,7.7,5.0,4.5,6.2,41.7,,12.6,7.5,3.6,10.8,6.6,26.6,24.2,0.0,,,Total Number of Teaching Assistants (Full-time Equivalent)
89,SWF_21,NFTENONTEA,3.2,,,1.1,,12.5,2.0,6.0,14.0,7.3,4.0,3.8,2.5,1.9,3.3,1.0,1.7,,2.4,,8.0,7.5,2.0,6.6,3.6,7.2,3.3,2.6,1.7,5.0,3.9,5.7,24.9,,,2.8,2.4,2.4,1.0,10.6,6.0,,26.6,38.5,6.1,25.1,15.7,21.5,16.0,8.2,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
90,SWF_21,RATPUPTEA,19.9,,,8.8,,24.9,24.1,16.7,15.2,19.6,20.4,22.4,21.6,15.8,18,30,22.3,,25,,20.8,20.5,21.9,6,24.8,25.2,22.4,19.1,22.4,20.7,18.5,17.6,7,,,22.2,23.3,21.3,13,15.8,9.2,,17.5,16.9,2.6,18.1,17.2,17.7,15.8,12.2,,,Pupil:Teacher Ratio
91,SWF_21,SALARY,"£44,260",,,"£43,051",,"£40,961","£41,987","£37,329","£39,960","£40,191","£38,775","£40,350","£43,055","£38,891","£34,479","£39,277","£40,295",,"£41,901",,"£41,040","£42,155","£38,101","£41,598","£40,968","£39,119","£40,985","£38,975","£40,815","£42,124","£38,346","£36,903","£47,338",,,"£41,232","£42,834","£42,497","£34,115","£39,309","£45,229",,"£45,033","£42,981","£39,106","£43,747","£41,165","£40,257","£43,457","£41,991",,,Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
92,SWF_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
93,CFR_19,URN,104228,104024,,104275,,103791,103784,,,130305,,104323,,,104327,,,103808,104227,,,103826,,104415,104201,,104153,104317,103820,103810,116665,,103623,104146,,104234,134924,103848,116796,,104272,,103855,,103609,,,,,,,,Unique Reference Number
94,CFR_19,LONDON/NON-LONDON,Non-London,Non-London,,Non-London,,Non-London,Non-London,,,Non-London,,Non-London,,,Non-London,,,Non-London,Non-London,,,Non-London,,Non-London,Non-London,,Non-London,Non-London,Non-London,Non-London,Non-London,,Non-London,Non-London,,Non-London,Non-London,Non-London,Non-London,,Non-London,,Non-London,,Non-London,,,,,,,,London/Non-London
95,CFR_19,MEDIAN,Primary,Special,,Special,,Primary,Primary,,,Primary,,Primary,,,Primary,,,Primary,Primary,,,Primary,,Special,Primary,,Primary,Primary,Primary,Primary,Primary,,Special,Primary,,Primary,Primary,Primary,Primary,,Special,,Secondary with KS4,,Special,,,,,,Primary,Secondary with KS4,Group to compare
96,CFR_19,PUPILS,343 ,78 ,,85 ,,856 ,336 ,,,420 ,,454 ,,,349 ,,,403 ,378 ,,,634 ,,132 ,238 ,,319 ,276 ,214 ,413 ,152 ,,95 ,319 ,,219 ,279 ,222 ,107 ,,110 ,,"1,127 ",,134 ,,,,,,,,Number of pupils (FTE)
97,CFR_19,FSM,15,55,,31,,11,17,,,43,,23,,,24,,,13,7,,,19,,45,22,,24,34,38,7,1,,60,39,,26,11,4,8,,46,,13,,53,,,,,,,,Percentage of pupils eligible for Free School Meals (FSM)
98,CFR_19,FSMBAND,Low,High,,Medium,,Low,Low,,,High,,Medium,,,Medium,,,Low,Low,,,Low,,High,Medium,,Medium,Medium,High,Low,Low,,High,High,,Medium,Low,Low,Low,,High,,Low,,High,,,,,,,,Free school meals eligibility band
99,CFR_19,GRANTFUNDING,"4,697","38,453",,"25,159",,"4,215","4,718",,,"5,232",,"5,662",,,"4,792",,,"4,405","4,199",,,"4,533",,"27,327","5,269",,"5,239","5,281","5,647","4,457","5,677",,"26,117","6,059",,"5,167","4,295","4,300","4,643",,"25,861",,"5,418",,"28,433",,,,,,"4,848","5,724",Grant funding (&pound; per pupil)
100,CFR_19,SELFGENERATEDINCOME,113,994,,22,,113,78,,,137,,436,,,95,,,286,44,,,395,,112,220,,48,105,151,315,901,,"1,007",2,,34,89,153,333,,118,,94,,"1,340",,,,,,188,173,Self generated income (&pound; per pupil)
101,CFR_19,TOTALINCOME,"4,811","39,447",,"25,181",,"4,328","4,795",,,"5,369",,"6,097",,,"4,887",,,"4,691","4,243",,,"4,929",,"27,439","5,489",,"5,287","5,386","5,798","4,772","6,578",,"27,124","6,062",,"5,201","4,384","4,453","4,977",,"25,979",,"5,512",,"29,773",,,,,,"5,081","5,928",Total income (&pound; per pupil)
102,CFR_19,TEACHINGSTAFF,"2,566","14,946",,"9,359",,"2,018","2,340",,,"2,143",,"2,360",,,"2,311",,,"2,122","2,185",,,"1,886",,"8,212","2,259",,"2,120","2,429","2,261","2,216","2,376",,"8,620","1,444",,"2,269","2,237","2,100","2,332",,"8,093",,"3,001",,"11,849",,,,,,"2,284","3,222",Teaching staff (&pound; per pupil)
103,CFR_19,SUPPLYTEACHERS,122,560,,0,,78,235,,,2,,127,,,63,,,238,17,,,318,,981,137,,48,90,108,68,22,,"1,665",716,,269,158,54,87,,952,,85,,667,,,,,,105,109,Supply Staff (&pound; per pupil)
104,CFR_19,EDUCATIONSUPPORTSTAFF,751,"12,151",,"9,080",,578,615,,,"1,068",,"1,734",,,880,,,681,638,,,"1,067",,"9,537","1,026",,"1,199",839,"1,234",991,"1,498",,"10,334","1,662",,730,506,664,773,,"10,691",,420,,"2,506",,,,,,889,594,Education support staff (&pound; per pupil)
105,CFR_19,PREMISES,208,"3,200",,"1,208",,300,322,,,292,,538,,,271,,,313,213,,,253,,"1,532",362,,321,368,404,271,326,,"1,136",311,,357,316,366,297,,"1,278",,489,,"1,313",,,,,,309,356,Premises (incl. Staff costs) (&pound; per pupil)
106,CFR_19,BACKOFFICE,276,"3,801",,"1,871",,432,403,,,376,,511,,,441,,,461,323,,,531,,"1,902",416,,322,666,645,507,570,,"3,517",319,,357,299,454,369,,"1,876",,565,,"6,212",,,,,,413,565,Back office (incl. Staff costs) (&pound; per pupil)
107,CFR_19,CATERING,206,"1,222",,429,,81,223,,,252,,210,,,177,,,169,186,,,237,,268,198,,242,218,241,185,253,,113,235,,146,161,179,160,,444,,126,,502,,,,,,190,51,Catering (incl. Staff costs) (&pound; per pupil)
108,CFR_19,OTHERSTAFF,274,513,,"1,644",,142,155,,,234,,200,,,185,,,72,283,,,168,,"2,123",305,,288,144,267,143,189,,977,309,,300,172,137,182,,"1,547",,59,,"6,819",,,,,,186,104,Other staff costs (&pound; per pupil)
109,CFR_19,ENERGY,48,442,,178,,46,76,,,49,,92,,,44,,,31,56,,,56,,292,55,,78,93,102,52,60,,"1,105",154,,64,73,56,69,,346,,103,,710,,,,,,62,96,Energy (&pound; per pupil)
110,CFR_19,LEARNINGRESOURCES,181,"1,218",,219,,79,111,,,187,,148,,,255,,,232,97,,,140,,259,224,,242,124,130,113,185,,476,253,,241,157,118,319,,503,,175,,588,,,,,,205,220,Learning resources (not ICT equipment) (&pound; per pupil)
111,CFR_19,ICT,12,95,,391,,153,126,,,92,,37,,,40,,,135,72,,,98,,251,45,,70,27,152,122,62,,21,57,,115,23,83,43,,21,,109,,99,,,,,,51,69,ICT learning resources (&pound; per pupil)
112,CFR_19,BOUGHTINPROFESSIONALSERVICES,135,"1,577",,162,,79,54,,,216,,108,,,204,,,85,77,,,20,,411,108,,74,112,160,70,267,,47,339,,93,118,126,138,,159,,101,,98,,,,,,93,67,Bought in professional services - curriculum (&pound; per pupil)
113,CFR_19,OTHER,-141,110,,32,,107,103,,,122,,99,,,101,,,87,-93,,,110,,213,79,,-11,234,163,89,142,,30,57,,-84,109,45,160,,37,,170,,152,,,,,,100,213,Other expenditure (&pound; per pupil)
114,CFR_19,TOTALEXPENDITURE,"4,637","39,836",,"24,573",,"4,093","4,764",,,"5,031",,"6,165",,,"4,973",,,"4,626","4,055",,,"4,884",,"25,980","5,215",,"4,993","5,341","5,867","4,827","5,949",,"28,040","5,857",,"4,854","4,330","4,380","4,928",,"25,948",,"5,403",,"31,515",,,,,,"5,034","5,891",Total expenditure (&pound; per pupil)
115,CFR_19,T1415CAT1,"2,918","28,308",,SUPP,,"2,533","3,008",,,"3,261",,"3,439",,,SUPP,,,"2,697","2,678",,,"2,718",,"19,535",SUPP,,"3,082","3,073",SUPP,"2,820",SUPP,,"16,640","3,987",,SUPP,SUPP,"2,502",SUPP,,"20,876",,"3,677",,"14,615",,,,,,"2,927","3,825",
116,CFR_19,T1415CAT2,22,"1,344",,238,,122,163,,,-13,,248,,,135,,,124,161,,,85,,867,35,,48,146,236,117,26,,"1,810",77,,237,133,161,158,,788,,108,,0,,,,,,133,124,
117,CFR_19,T1415CAT3,286,"3,871",,"1,753",,396,465,,,398,,490,,,246,,,319,286,,,424,,"1,720",460,,311,431,305,319,544,,"4,392",392,,323,159,410,336,,"1,489",,538,,"6,354",,,,,,366,544,
118,CFR_19,T1415CAT4,53,489,,SUPP,,50,83,,,59,,97,,,SUPP,,,54,65,,,65,,292,SUPP,,66,93,132,74,SUPP,,849,70,,68,76,52,SUPP,,461,,124,,748,,,,,,61,99,
119,CFR_19,T1415CAT5,"4,316","45,255",,"27,553",,"4,024","4,792",,,"5,331",,"5,688",,,"4,827",,,"4,171","3,996",,,"4,227",,"27,034","6,211",,"4,883","5,571","5,391","4,322","4,428",,"30,647","5,751",,"4,569","3,683","4,150","4,648",,"26,832",,"5,809",,"30,944",,,,,,"4,645","5,944",
120,CFR_19,T1415SUM,1037,11243,,25562,,923,1073,,,1626,,1414,,,4446,,,977,806,,,935,,4620,5716,,1376,1828,4718,992,3858,,6956,1225,,3941,3315,1025,4154,,3218,,1362,,9227,,,,,,,,
121,CFR_19,T1415CAT1LA,"2,956","16,764",,"20,674",,"2,783","3,049",,,"3,078",,"2,990",,,"2,990",,,"2,783","2,956",,,"3,049",,"18,017","2,956",,"3,054","3,078","3,462","2,783","2,935",,"14,442","3,054",,"2,956","2,697","2,783","2,935",,"20,448",,"3,716",,"14,442",,,,,,,,
122,CFR_19,T1415CAT2LA,133,"1,141",,238,,131,126,,,173,,135,,,135,,,131,133,,,126,,853,133,,194,173,158,131,88,,414,194,,133,126,131,88,,829,,104,,414,,,,,,,,
123,CFR_19,T1415CAT3LA,349,"2,436",,"1,880",,311,313,,,468,,411,,,411,,,311,349,,,313,,"1,811",349,,472,468,337,311,229,,"1,169",472,,349,250,311,229,,"2,702",,404,,"1,169",,,,,,,,
124,CFR_19,T1415CAT4LA,57,482,,334,,61,68,,,68,,64,,,64,,,61,57,,,68,,417,57,,66,68,82,61,52,,178,66,,57,59,61,52,,388,,119,,178,,,,,,,,
125,CFR_19,T1415CAT5LA,"4,517","26,760",,"27,553",,"4,322","4,852",,,"5,370",,"4,899",,,"4,899",,,"4,322","4,517",,,"4,852",,"26,133","4,517",,"5,232","5,370","5,754","4,322","4,456",,"22,905","5,232",,"4,517","4,197","4,322","4,456",,"27,973",,"5,744",,"22,905",,,,,,,,
126,CFR_19,T1516CAT1,"3,095","26,649",,"21,302",,"2,426","2,906",,,"3,151",,"3,517",,,"2,594",,,"2,788","2,841",,,"2,876",,"16,949","3,313",,"3,238","2,998","3,740","2,889","3,082",,"14,807","3,779",,"2,956","2,441","2,770",SUPP,,"20,438",,"3,592",,"14,649",,,,,,"2,976","3,857",
127,CFR_19,T1516CAT2,2,"1,108",,72,,125,154,,,47,,173,,,125,,,141,65,,,157,,"1,577",4,,66,169,103,58,39,,"1,429",106,,215,152,166,102,,591,,99,,0,,,,,,126,122,
128,CFR_19,T1516CAT3,267,"3,857",,"1,595",,411,366,,,373,,443,,,407,,,326,317,,,430,,"2,025",440,,340,537,339,328,449,,"3,926",362,,334,171,412,371,,"1,356",,552,,"6,766",,,,,,377,545,
129,CFR_19,T1516CAT4,57,521,,323,,44,70,,,64,,101,,,41,,,55,67,,,63,,278,97,,75,90,139,74,59,,462,51,,67,57,55,69,,358,,106,,698,,,,,,58,97,
130,CFR_19,T1516CAT5,"4,460","42,285",,"29,527",,"3,821","4,509",,,"5,179",,"5,597",,,"4,635",,,"4,475","4,338",,,"4,654",,"25,146","5,482",,"5,430","5,684","5,690","4,340","4,487",,"27,530","5,645",,"4,798","3,783","4,557","4,632",,"26,448",,"5,501",,"30,758",,,,,,"4,777","6,013",
131,CFR_19,T1516SUM,1039,10150,,6235,,815,1013,,,1544,,1363,,,1468,,,1165,1048,,,1128,,4317,1628,,1711,1890,1369,991,858,,6906,1347,,1226,962,1154,4090,,3705,,1152,,8645,,,,,,,,
132,CFR_19,T1516CAT1LA,"2,961","16,558",,"21,302",,"2,850","3,251",,,"3,161",,"2,888",,,"2,802",,,"2,850","2,961",,,"3,251",,"16,365","2,961",,"3,104","2,888","3,773","2,850","2,989",,"14,439","3,103",,"2,961","2,778","2,850","2,989",,"18,187",,"3,622",,"14,439",,,,,,,,
133,CFR_19,T1516CAT2LA,103,800,,72,,118,154,,,134,,143,,,125,,,118,103,,,154,,"1,176",103,,156,143,83,118,90,,392,154,,103,114,118,90,,729,,99,,392,,,,,,,,
134,CFR_19,T1516CAT3LA,317,"3,324",,"1,595",,356,405,,,431,,420,,,340,,,356,317,,,405,,"1,768",317,,359,420,468,356,380,,"4,004",381,,317,320,356,380,,"1,360",,553,,"4,004",,,,,,,,
135,CFR_19,T1516CAT4LA,63,458,,323,,64,66,,,67,,70,,,57,,,64,63,,,66,,451,63,,60,70,86,64,45,,175,74,,63,56,64,45,,283,,106,,175,,,,,,,,
136,CFR_19,T1516CAT5LA,"4,627","26,904",,"29,527",,"4,501","5,121",,,"5,654",,"5,015",,,"4,404",,,"4,501","4,627",,,"5,121",,"25,451","4,627",,"5,185","5,015","6,234","4,501","4,631",,"22,032","5,562",,"4,627","4,347","4,501","4,631",,"26,656",,"5,627",,"22,032",,,,,,,,
137,CFR_19,T1617CAT1,2919,28183,,20937,,2500,2749,,,3593,,3587,,,2967,,,2472,2689,,,2937,,19202,3055,,3302,2982,3377,3012,3399,,19420,3596,,3115,2500,2860,2942,,20841,,3730,,14984,,,,,,"3,042","3,919",
138,CFR_19,T1617CAT2,24,2086,,52,,92,95,,,78,,146,,,22,,,515,61,,,78,,1724,48,,146,105,128,106,26,,1366,110,,93,211,155,126,,440,,118,,0,,,,,,117,119,
139,CFR_19,T1617CAT3,260,4756,,1912,,422,346,,,417,,434,,,374,,,390,302,,,385,,1686,409,,328,539,307,407,526,,4412,315,,327,208,441,501,,1224,,537,,8217,,,,,,384,545,
140,CFR_19,T1617CAT4,53,464,,279,,38,59,,,57,,70,,,30,,,43,46,,,55,,224,58,,52,72,121,63,52,,772,54,,45,62,55,64,,314,,101,,715,,,,,,55,94,
141,CFR_19,T1617CAT5,4262,46279,,28618,,3801,4064,,,5813,,5819,,,4745,,,4594,3759,,,4345,,28092,4783,,4893,5065,5369,4617,5217,,30910,5444,,4840,3877,4445,4884,,27224,,5783,,32498,,,,,,"4,814","6,017",
142,CFR_19,T1617SUM,1006,10790,,5438,,749,815,,,1668,,1582,,,1352,,,1174,661,,,890,,5256,1213,,1065,1367,1436,1029,1214,,4940,1369,,1260,896,934,1251,,4405,,1297,,8582,,,,,,,,
143,CFR_19,T1617CAT1LA,"2,814","16,757",,"20,936",,"2,914","3,283",,,"3,550",,"2,974",,,"2,700",,,"2,914","2,814",,,"3,283",,"18,825","2,814",,"3,133","2,974","3,593","2,914","3,064",,"15,116","3,149",,"2,814","2,812","2,914","3,064",,"17,111",,"3,731",,"15,116",,,,,,,,
144,CFR_19,T1617CAT2LA,95,774,,52,,98,102,,,142,,95,,,107,,,98,95,,,102,,"1,165",95,,163,95,83,98,81,,644,112,,95,112,98,81,,544,,109,,644,,,,,,,,
145,CFR_19,T1617CAT3LA,4368,46241,,27309,,3816,4007,,,5869,,5088,,,4417,,,4586,3948,,,4485,,27469,4774,,5024,5072,5318,4511,5621,,29609,5642,,4927,4003,4626,4789,,26185,,6002,,31631,,,,,,,,
146,CFR_19,T1617CAT4LA,525,13984,,9662,,658,591,,,988,,1331,,,698,,,579,561,,,1116,,10129,910,,1214,839,1169,679,997,,9611,1547,,760,440,798,676,,10584,,497,,1694,,,,,,,,
147,CFR_19,T1617CAT5LA,53,464,,279,,38,59,,,57,,70,,,30,,,43,46,,,55,,224,58,,52,72,121,63,52,,772,54,,45,62,55,64,,314,,101,,715,,,,,,,,
