No,Namespace,Variable,Old Church Church of England C Primary School - 104224,Alumwell Junior School - 104142,Alumwell Infant School - 104143,Foxyards Primary School - 148182,Foxyards Primary School - 103788,Croft Academy - 138420,Wallbrook Primary Academy - 147721,Wallbrook Primary School - 103783,Reedswood E-ACT Academy - 138452,Priory Primary School - 145305,Jesson's CofE Primary School (VA) - 103845,"St Joseph's Catholic Primary School, Darlaston - 104235",Quarry Bank Primary School - 103830,Woods Bank Academy - 139305,Bentley Heath Church of England Primary School - 140462,North Walsall Primary Academy - 144499,Wilkinson Primary School - 104325,The Wenlock School - 145563,Christ Church CofE Primary School - 103838,Radleys Primary School - 104207,King Charles Primary School - 104175,Leighswood School - 131433,County Bridge Primary School - 104189,George Fentham Endowed School - 104094,"The Jane Lane School,  A College for Cognition & Learning - 104271",Woodside Primary School and Nursery - 143821,St Thomas of Canterbury Catholic Primary School - 104236,Wollescote Primary School - 103800,Wrens Nest Primary School - 103823,Lickey Hills Primary School and Nursery - 116773,St Andrew's CofE First School - 116865,Mount Pleasant Primary School - 103780,The Island Project School - 135453,Edgar Stammers Primary Academy - 139610,Loxdale Primary School - 104315,Rosewood School - 103882,Crown Meadow First School & Nursery - 116646,Alvechurch CofE Middle School - 143507,Knowle Church of England Primary Academy - 139457,St Mary's RC Primary School - 141489,Bentley West Primary School Additionally Resourced for Hearing Impaired - 104174,St James Academy - 144657,Waseley Hills High School - 138664,Grace Academy Darlaston - 135956,Elmwood School - 135461,Priory Park Community School - 148642,Pegasus Academy - 137390,Sutton School - 103877,Bishop Milner Catholic College - 140126,"St Thomas More Catholic School, Willenhall - 104259",National state-funded primary,National state-funded secondary and 16 to 18,Description
780,KS5_STUDEST_19,OTHER_COHORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,1,,11442,Cohort size for other level 3 qualifications cohort
781,KS5_STUDEST_19,OTHER_PROGRESSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,NA,SUPP,,24%,Progressed for other level 3 qualifications cohort
782,KS5_STUDEST_19,OTHER_SCORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,NA,SUPP,,0,Score for other level 3 qualifications cohort
783,KS5_STUDEST_19,OTHER_BAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,NA,SUPP,,NA,Band for other level 3 qualifications cohort
784,KS5_STUDEST_19,DIS_PROGRESSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,63%,,,,,82%,52%,,,Progressed for disadvantaged students
785,KS5_STUDEST_19,DIS_APPREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0%,,,,,SUPP,0%,,,Apprenticeships for disadvantaged students
786,KS5_STUDEST_19,DIS_HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,63%,,,,,SUPP,SUPP,,,HE for disadvantaged students
787,KS5_STUDEST_19,DIS_TOP3RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0%,,,,,0%,SUPP,,,Top third for disadvantaged students
788,KS5_STUDEST_19,DIS_RUSSELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0%,,,,,SUPP,SUPP,,,Russell for disadvantaged students
789,KS5_STUDEST_19,DIS_OXBRIDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,0%,0%,,,Oxbridge for disadvantaged students
790,KS5_STUDEST_19,DIS_HTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0%,,,,,SUPP,SUPP,,,Higher technical for disadvantaged students
791,KS5_STUDEST_21,RECTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,Record type
792,KS5_STUDEST_21,LEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885,335,,,,,332,335,,,Local authority number
793,KS5_STUDEST_21,ESTAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4044,6907,,,,,4800,5401,,,Establishment number
794,KS5_STUDEST_21,URN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138664,135956,,,,,140126,104259,,,Unique Reference Number of establishment
795,KS5_STUDEST_21,SCHNAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waseley Hills High School,Grace Academy Darlaston,,,,,Bishop Milner Catholic College,"St Thomas More Catholic School, Willenhall",,,School/college name
796,KS5_STUDEST_21,NFTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academy - Converter Mainstream,Academy - Sponsor Led Mainstream,,,,,Academy - Converter Mainstream,Voluntary Aided School,,,School type/FE college type
797,KS5_STUDEST_21,FEEDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,Feeder flag
798,KS5_STUDEST_21,ICLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,Closed school/college flag
799,KS5_STUDEST_21,TOT_COHORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,29,,,,,76,135,,,Number of students who reached the end of 16 to 18 study in 2016/17 (All levels of study)  
800,KS5_STUDEST_21,TOT_OVERALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,25,,,,,72,119,,,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
801,KS5_STUDEST_21,TOT_APPREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,5,5,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study)  (number of students) 
802,KS5_STUDEST_21,TOT_EDUCATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,19,,,,,58,94,,,Students staying in education for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
803,KS5_STUDEST_21,TOT_FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,7,4,,,Further education (level 3 and below) (All levels of study)  (number of students) 
804,KS5_STUDEST_21,TOT_HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,19,,,,,51,87,,,Higher education (level 4 and above) (All levels of study)  (number of students) 
805,KS5_STUDEST_21,TOT_OTHER_EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,3,,,Other education destinations (All levels of study)  (number of students) 
806,KS5_STUDEST_21,TOT_EMPLOYMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,,,,9,20,,,Students staying in employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
807,KS5_STUDEST_21,TOT_NOT_SUSTAINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,3,11,,,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
808,KS5_STUDEST_21,TOT_NOT_CAPTURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,1,5,,,Activity not captured in data (All levels of study)  (number of students) 
809,KS5_STUDEST_21,TOT_OVERALLPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88%,86%,,,,,95%,88%,,,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) 
810,KS5_STUDEST_21,TOT_APPRENPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12%,3%,,,,,7%,4%,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study) (percentage) 
811,KS5_STUDEST_21,TOT_EDUCATIONPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44%,66%,,,,,76%,70%,,,Students staying in education for at least two terms after 16 to 18 study (All levels of study) (percentage) 
812,KS5_STUDEST_21,TOT_FEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,9%,3%,,,Further education (level 3 and below) (All levels of study) (percentage) 
813,KS5_STUDEST_21,TOT_HEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44%,66%,,,,,67%,64%,,,Higher education (level 4 and above) (All levels of study) (percentage) 
814,KS5_STUDEST_21,TOT_OTHER_EDUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,0%,2%,,,Other education destinations (All levels of study) (percentage) 
815,KS5_STUDEST_21,TOT_EMPLOYMENTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32%,17%,,,,,12%,15%,,,Students staying in employment for at least two terms after 16 to 18 study (All levels of study) (percentage) 
816,KS5_STUDEST_21,TOT_NOT_SUSTAINEDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3%,10%,,,,,4%,8%,,,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) 
817,KS5_STUDEST_21,TOT_NOT_CAPTUREDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9%,3%,,,,,1%,4%,,,Activity not captured in data (All levels of study) (percentage) 
818,KS5_STUDEST_21,TOT_COHORT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,11,40,,,Number of students who reached the end of 16 to 18 study in 2016/17 (All levels of study)  (disadvantaged)
819,KS5_STUDEST_21,TOT_OVERALL_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,36,,,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
820,KS5_STUDEST_21,TOT_APPREN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,1,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
821,KS5_STUDEST_21,TOT_EDUCATION_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,8,,,,,11,25,,,Students staying in education for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
822,KS5_STUDEST_21,TOT_FE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2,SUPP,,,Further education (level 3 and below) (All levels of study)  (number of students) (disadvantaged)
823,KS5_STUDEST_21,TOT_HE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,8,,,,,9,24,,,Higher education (level 4 and above) (All levels of study)  (number of students) (disadvantaged)
824,KS5_STUDEST_21,TOT_OTHER_EDU_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,SUPP,,,Other education destinations (All levels of study)  (number of students) (disadvantaged)
825,KS5_STUDEST_21,TOT_EMPLOYMENT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,2,,,,,0,10,,,Students staying in employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
826,KS5_STUDEST_21,TOT_NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,0,3,,,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
827,KS5_STUDEST_21,TOT_NOT_CAPTURED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,1,,,Activity not captured in data (All levels of study)  (number of students) (disadvantaged)
828,KS5_STUDEST_21,TOT_OVERALLPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,90%,,,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged)
829,KS5_STUDEST_21,TOT_APPRENPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,3%,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study) (percentage) (disadvantaged)
830,KS5_STUDEST_21,TOT_EDUCATIONPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,53%,,,,,100%,63%,,,Students staying in education for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged)
831,KS5_STUDEST_21,TOT_FEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,18%,SUPP,,,Further education (level 3 and below) (All levels of study) (percentage) (disadvantaged)
832,KS5_STUDEST_21,TOT_HEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,53%,,,,,82%,60%,,,Higher education (level 4 and above) (All levels of study) (percentage) (disadvantaged)
833,KS5_STUDEST_21,TOT_OTHER_EDUPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,0%,SUPP,,,Other education destinations (All levels of study) (percentage) (disadvantaged)
834,KS5_STUDEST_21,TOT_EMPLOYMENTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,13%,,,,,0%,25%,,,Students staying in employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged)
835,KS5_STUDEST_21,TOT_NOT_SUSTAINEDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,0%,8%,,,
836,KS5_STUDEST_21,TOT_NOT_CAPTUREDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,3%,,,Activity not captured in data (All levels of study) (percentage) (disadvantaged)
837,KS5_STUDEST_21,TOT_COHORT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,14,,,,,65,95,,,Number of students who reached the end of 16 to 18 study in 2016/17 (All levels of study)  (not identified as disadvantaged)
838,KS5_STUDEST_21,TOT_OVERALL_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,83,,,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged)
839,KS5_STUDEST_21,TOT_APPREN_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,4,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged)
840,KS5_STUDEST_21,TOT_EDUCATION_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,11,,,,,47,69,,,Students staying in education for at least two terms after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged)
841,KS5_STUDEST_21,TOT_FE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,5,SUPP,,,Further education (level 3 and below) (All levels of study)  (number of students) (not identified as disadvantaged)
842,KS5_STUDEST_21,TOT_HE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,11,,,,,42,63,,,Higher education (level 4 and above) (All levels of study)  (number of students) (not identified as disadvantaged)
843,KS5_STUDEST_21,TOT_OTHER_EDU_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,SUPP,,,Other education destinations (All levels of study)  (number of students) (not identified as disadvantaged)
844,KS5_STUDEST_21,TOT_EMPLOYMENT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,,9,10,,,Students staying in employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged)
845,KS5_STUDEST_21,TOT_NOT_SUSTAINED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,3,8,,,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged)
846,KS5_STUDEST_21,TOT_NOT_CAPTURED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SUPP,,,,,SUPP,4,,,Activity not captured in data (All levels of study)  (number of students) (not identified as disadvantaged)
847,KS5_STUDEST_21,TOT_OVERALLPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,87%,,,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged)
848,KS5_STUDEST_21,TOT_APPRENPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,4%,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged)
849,KS5_STUDEST_21,TOT_EDUCATIONPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45%,79%,,,,,72%,73%,,,Students staying in education for at least two terms after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged)
850,KS5_STUDEST_21,TOT_FEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,8%,SUPP,,,Further education (level 3 and below) (All levels of study) (percentage) (not identified as disadvantaged)
851,KS5_STUDEST_21,TOT_HEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45%,79%,,,,,65%,66%,,,Higher education (level 4 and above) (All levels of study) (percentage) (not identified as disadvantaged)
852,KS5_STUDEST_21,TOT_OTHER_EDUPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,0%,SUPP,,,Other education destinations (All levels of study) (percentage) (not identified as disadvantaged)
853,KS5_STUDEST_21,TOT_EMPLOYMENTPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,21%,,,,,14%,11%,,,Students staying in employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged)
854,KS5_STUDEST_21,TOT_NOT_SUSTAINEDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,5%,8%,,,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged)
855,KS5_STUDEST_21,TOT_NOT_CAPTUREDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,SUPP,,,,,SUPP,4%,,,Activity not captured in data (All levels of study) (percentage) (not identified as disadvantaged)
856,KS5_STUDEST_21,L3_COHORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,27,,,,,76,128,,,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 3)  
857,KS5_STUDEST_21,L3_OVERALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,24,,,,,72,113,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) 
858,KS5_STUDEST_21,L3_APPREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,5,4,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students) 
859,KS5_STUDEST_21,L3_EDUCATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,19,,,,,58,92,,,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students) 
860,KS5_STUDEST_21,L3_FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,7,4,,,Further education (level 3 and below) (Level 3)  (number of students) 
861,KS5_STUDEST_21,L3_HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,19,,,,,51,87,,,Higher education (level 4 and above) (Level 3)  (number of students) 
862,KS5_STUDEST_21,L3_OTHER_EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,1,,,Other education destinations (Level 3)  (number of students) 
863,KS5_STUDEST_21,L3_EMPLOYMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,,,,9,17,,,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students) 
864,KS5_STUDEST_21,L3_NOT_SUSTAINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,3,11,,,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) 
865,KS5_STUDEST_21,L3_NOT_CAPTURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,4,,,Activity not captured in data (Level 3)  (number of students) 
866,KS5_STUDEST_21,L3_OVERALLPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97%,89%,,,,,95%,88%,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) 
867,KS5_STUDEST_21,L3_APPRENPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13%,4%,,,,,7%,3%,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) 
868,KS5_STUDEST_21,L3_EDUCATIONPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48%,70%,,,,,76%,72%,,,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) 
869,KS5_STUDEST_21,L3_FEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,9%,3%,,,Further education (level 3 and below) (Level 3) (percentage) 
870,KS5_STUDEST_21,L3_HEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48%,70%,,,,,67%,68%,,,Higher education (level 4 and above) (Level 3) (percentage) 
871,KS5_STUDEST_21,L3_OTHER_EDUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,0%,1%,,,Other education destinations (Level 3) (percentage) 
872,KS5_STUDEST_21,L3_EMPLOYMENTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35%,15%,,,,,12%,13%,,,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage) 
873,KS5_STUDEST_21,L3_NOT_SUSTAINEDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3%,11%,,,,,4%,9%,,,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) 
874,KS5_STUDEST_21,L3_NOT_CAPTUREDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,1%,3%,,,Activity not captured in data (Level 3) (percentage) 
875,KS5_STUDEST_21,L3_COHORT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SUPP,,,,,11,36,,,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 3)  (disadvantaged)
876,KS5_STUDEST_21,L3_OVERALL_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,33,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
877,KS5_STUDEST_21,L3_APPREN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,SUPP,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
878,KS5_STUDEST_21,L3_EDUCATION_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,11,SUPP,,,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
879,KS5_STUDEST_21,L3_FE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,SUPP,,,,,2,SUPP,,,Further education (level 3 and below) (Level 3)  (number of students) (disadvantaged)
880,KS5_STUDEST_21,L3_HE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,9,SUPP,,,Higher education (level 4 and above) (Level 3)  (number of students) (disadvantaged)
881,KS5_STUDEST_21,L3_OTHER_EDU_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,SUPP,,,,,0,SUPP,,,Other education destinations (Level 3)  (number of students) (disadvantaged)
882,KS5_STUDEST_21,L3_EMPLOYMENT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,0,SUPP,,,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
883,KS5_STUDEST_21,L3_NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,0,SUPP,,,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
884,KS5_STUDEST_21,L3_NOT_CAPTURED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,SUPP,,,,,SUPP,SUPP,,,Activity not captured in data (Level 3)  (number of students) (disadvantaged)
885,KS5_STUDEST_21,L3_OVERALLPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,92%,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
886,KS5_STUDEST_21,L3_APPRENPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,SUPP,SUPP,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) (disadvantaged)
887,KS5_STUDEST_21,L3_EDUCATIONPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,100%,SUPP,,,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
888,KS5_STUDEST_21,L3_FEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,SUPP,,,,,18%,SUPP,,,Further education (level 3 and below) (Level 3) (percentage) (disadvantaged)
