No,Namespace,Variable,"St George's Church of England Academy, Newtown - 139126",Arc Oakbridge School - 145859,St Chad's Catholic Primary School - 103435,St Chad's Catholic Primary School - 148440,King Solomon International Business School - 149155,St Vincent's Catholic Primary School - 103417,St Matthew's CofE Primary School - 103404,St Catherine of Siena Catholic Primary School - 103433,Chilwell Croft Academy - 138395,St Thomas CofE Academy - 142375,King Solomon International Business School - 141943,Nelson Junior and Infant School - 103237,St Anne's Catholic Primary School - 103434,Chandos Primary School - 143908,Harper Bell Seventh-day Adventist School - 136440,Bordesley Village Primary School - 144337,James Brindley School - 139526,Brookfields Primary School - 146437,Brookfields Primary School - 103175,Cromwell Junior and Infant School - 143563,Calthorpe Academy - 141252,Oasis Academy Woodview - 139128,Lozells Junior and Infant School and Nursery - 103227,Mayfield School - 148225,Aston Tower Community Primary School - 142686,Regents Park Community Primary School - 103193,St Joseph's Catholic Primary School - 103436,St Joseph's Catholic Primary School - 148441,Birmingham Ormiston Academy - 136944,Blackwater Academy - 143039,Aston University Engineering Academy - 138222,Central Academy - 138200,South and City College Birmingham - 130461,City United Academy (CUA) - 137819,Heartlands Academy - 135907,Avecinna Academy - 140382,Archway Academy - 135406,Aston Manor Academy - 136882,City Academy - 148187,City Academy Birmingham - 139797,Jewellery Quarter Academy - 141003,Nishkam High School - 138586,Values Academy - 132743,Newbury Independent School - 143174,Ark St Alban's Academy - 135970,Camp Hill Education - 146999,Central Birmingham Education Centre - 144820,Birmingham Metropolitan College - 130466,The National College for Advanced Transport and Infrastructure - 148721,The National College for Advanced Transport and Infrastructure - 144789,National state-funded primary,National state-funded secondary and 16 to 18,Description
66,CENSUS_21,PNUMENGFL,24.7%,0%,30.8%,,,27.5%,22.5%,33.5%,28.6%,54.0%,69.4%,24.1%,58.2%,36.0%,81.0%,39.9%,94.8%,43.0%,,28.4%,48.9%,51.5%,23.8%,,18.2%,15.7%,33.5%,,97.6%,0%,83.4%,,,0%,33.4%,,,21.1%,48.5%,,53.7%,60.8%,0%,0%,22.6%,0%,,,,,,,% pupils with English first language
67,CENSUS_21,PNUMUNCFL,0%,0%,0%,,,0%,3.5%,0%,0.3%,0.4%,2.7%,0%,0.5%,0%,0%,0%,0%,0%,,0%,0%,3.1%,0.9%,,2.8%,0.2%,0%,,0.1%,0%,0%,,,0%,0.1%,,,0.5%,0.4%,,0.7%,2.0%,0%,0%,1.7%,0%,,,,,,,% pupils where first language is unclassified
68,CENSUS_21,NUMFSM,202,0,124,,,127,100,76,237,99,327,204,95,250,78,142,51,150,,139,200,203,208,,194,288,109,,88,0,209,,,0,395,,,431,394,,280,136,0,0,549,0,,,,,,,No. pupils eligible for free school meals
69,CENSUS_21,NUMFSMEVER,213,,138,,,125,117,83,272,98,367,214,113,230,89,159,55,176,,145,177,241,220,,191,292,129,,38,,135,,,,567,,,517,588,,393,165,,,508,,,,,,,,Number of pupils eligible for FSM at any time during the past 6 years
70,CENSUS_21,PNUMFSMEVER,68.3%,,68.7%,,,53.0%,58.5%,35.2%,68.2%,41.7%,59.1%,50.6%,57.7%,50.8%,54.6%,46.0%,47.4%,53.3%,,61.4%,44.6%,67.5%,48.5%,,44.5%,50.3%,65.5%,,3.7%,,18.9%,,,,69.1%,,,52.0%,65.3%,,67.2%,25.0%,,,55.9%,,,,,,,,Percentage of pupils eligible for FSM at any time during the past 6 years
71,CENSUS_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
72,SWF_19,LA,330,,330,,,330,330,330,330,330,330,330,330,330,330,330,,330,,330,,330,330,,330,330,330,,330,,330,330,,,330,,,330,,330,330,330,,,330,,,,,,,,Local Authority Number
73,SWF_19,URN,139126,,103435,,,103417,103404,103433,138395,142375,141943,103237,103434,143908,136440,144337,,146437,,143563,,139128,103227,,142686,103193,103436,,136944,,138222,138200,,,135907,,,136882,,139797,141003,138586,,,135970,,,,,,,,Unique Reference Number
74,SWF_19,NTEA,16,,13,,,17,10,12,15,18,26,26,12,20,11,10,,20,,12,,18,29,,20,38,17,,61,,NA,46,,,57,,,74,,45,40,44,,,61,,,,,,"260,096","219,269",Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
75,SWF_19,NTEAAS,9,,9,,,11,11,10,13,17,14,14,9,20,4,15,,18,,13,,12,21,,19,24,10,,3,,NA,15,,,8,,,13,,2,9,2,,,17,,,,,,"274,954","57,981",Total Number of Teaching Assistants (Headcount)
76,SWF_19,NNONTEA,6,,4,,,3,5,3,6,10,18,7,4,6,3,2,,3,,5,,3,3,,6,7,3,,30,,NA,14,,,17,,,23,,11,11,9,,,14,,,,,,"91,158","84,503","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
77,SWF_19,NFTETEA,15.4,,11.4,,,14.6,10,11,15,16.2,24.6,24.5,11.4,19.4,9.8,10,,19.4,,11.8,,17.1,24.7,,19.8,35.1,14,,57.8,,NA,45.1,,,55,,,71.9,,44.2,39.4,43.5,,,58.6,,,,,,"231,728","203,686",Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
78,SWF_19,NFTETEAAS,7.2,,8.1,,,9.8,9.6,7.2,11.8,16.1,13.3,11.6,7.4,15.1,3.7,13.5,,15.7,,11.5,,11.2,17.4,,15.2,18.1,9,,3,,NA,14.4,,,5.8,,,11.9,,2,8.9,1.4,,,15.2,,,,,,"178,546","45,918",Total Number of Teaching Assistants (Full-time Equivalent)
79,SWF_19,NFTENONTEA,4.2,,3.4,,,3,4.6,2.1,5.8,9.4,10.9,5.2,3.6,5,3,2,,2.6,,4.5,,2.3,2.8,,4.7,5.6,2.2,,29.6,,NA,13.6,,,15.9,,,22.1,,10.6,11,7.4,,,12.7,,,,,,61494.7,"71,228","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
80,SWF_19,RATPUPTEA,19.5,,18.5,,,14.9,21.0,21.0,26.4,14.5,19.2,16.9,18.2,20.5,17.1,41.2,,18.8,,19.7,,22.3,18.5,,21.8,16.5,14.6,,18.1,,NA,11.4,,,15.4,,,13.3,,10.6,13.8,15.2,,,13.4,,,,,,20.7,16.3,Pupil:Teacher Ratio
81,SWF_19,SALARY,"£35,632",,"£40,278",,,"£36,181","£44,038","£42,385","£34,780","£40,744","£38,578","£34,889","£38,914","£37,202","£36,188","£36,525",,"£40,245",,"£38,426",,"£33,700","£38,673",,"£41,453","£38,465","£35,139",,"£38,940",,NA,"£41,473",,,"£40,400",,,"£40,747",,"£38,307","£36,194","£38,024",,,"£39,890",,,,,,"£38,369","£40,571",Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
82,SWF_21,LA,330,,330,,,330,330,330,330,330,330,330,330,330,330,330,330,330,,330,330,330,330,,330,330,330,,330,,330,,,,330,,,330,,,330,330,,,330,,,,,,,,Local Authority Number
83,SWF_21,URN,139126,,103435,,,103417,103404,103433,138395,142375,141943,103237,103434,143908,136440,144337,139526,146437,,143563,141252,139128,103227,,142686,103193,103436,,136944,,138222,,,,135907,,,136882,,,141003,138586,,,135970,,,,,,,,Unique Reference Number
84,SWF_21,NTEA,20,,12,,,14,10,12,21,13,39,24,11,22,12,21,98,16,,11,56,15,25,,21,37,12,,55,,28,,,,60,,,82,,,42,41,,,56,,,,,,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
85,SWF_21,NTEAAS,7,,10,,,11,6,10,23,13,13,14,10,21,6,15,42,12,,11,168,13,17,,11,19,10,,5,,5,,,,7,,,11,,,6,2,,,9,,,,,,,,Total Number of Teaching Assistants (Headcount)
86,SWF_21,NNONTEA,8,,5,,,3,4,3,9,7,20,7,3,6,4,2,43,5,,3,18,3,5,,7,10,3,,21,,22,,,,17,,,30,,,12,12,,,22,,,,,,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
87,SWF_21,NFTETEA,19.7,,10.4,,,12.3,10.0,10.8,21.0,10.7,36.4,23.1,10.3,20.2,10.8,20.6,85.6,15.8,,11.0,55.4,14.1,21.2,,20.2,33.5,11.1,,50.6,,28.0,,,,58.2,,,77.1,,,42.0,39.8,,,53.2,,,,,,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
88,SWF_21,NFTETEAAS,6.2,,8.9,,,8.2,5.6,8.1,16.6,12.0,11.3,11.7,9.5,16.1,5.5,12.6,33.4,10.8,,9.4,148.7,13.0,11.6,,9.4,13.0,9.0,,4.7,,5.0,,,,5.7,,,10.8,,,6.0,2.0,,,6.4,,,,,,,,Total Number of Teaching Assistants (Full-time Equivalent)
89,SWF_21,NFTENONTEA,6.0,,4.5,,,3.0,4.0,2.1,8.7,6.9,18.0,4.4,3.0,5.0,3.8,1.8,36.7,4.6,,2.4,16.8,3.0,4.1,,4.9,7.2,2.2,,20.6,,22.0,,,,16.3,,,28.6,,,12.0,10.2,,,20.4,,,,,,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
90,SWF_21,RATPUPTEA,15.9,,19.3,,,18,20,21.1,19,21.9,17.1,17.8,19,21.3,15.1,16.8,1.4,20.9,,20.4,7.2,25.3,20.7,,21.3,16.1,17.7,,20.2,,25.5,,,,14.1,,,12.9,,,13.9,16.6,,,17.1,,,,,,,,Pupil:Teacher Ratio
91,SWF_21,SALARY,"£39,520",,"£39,931",,,"£42,220","£43,824","£45,104","£34,997","£45,417","£42,011","£37,048","£42,947","£40,123","£39,094","£36,331","£44,804","£41,640",,"£42,015","£45,172","£38,374","£42,066",,"£43,873","£40,790","£41,660",,"£43,484",,"£41,420",,,,"£40,493",,,"£43,718",,,"£38,274","£41,033",,,"£42,937",,,,,,,,Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
92,SWF_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
93,CFR_19,URN,,,103435,,,103417,103404,103433,,,,103237,103434,,136440,,,,,,,,103227,,,103193,103436,,,,,,,,,,,,,,,,,,,,,,,,,,Unique Reference Number
94,CFR_19,LONDON/NON-LONDON,,,Non-London,,,Non-London,Non-London,Non-London,,,,Non-London,Non-London,,Non-London,,,,,,,,Non-London,,,Non-London,Non-London,,,,,,,,,,,,,,,,,,,,,,,,,,London/Non-London
95,CFR_19,MEDIAN,,,Primary,,,Primary,Primary,Primary,,,,Primary,Primary,,Primary,,,,,,,,Primary,,,Primary,Primary,,,,,,,,,,,,,,,,,,,,,,,,Primary,Secondary with KS4,Group to compare
96,CFR_19,PUPILS,,,211 ,,,218 ,210 ,232 ,,,,415 ,208 ,,168 ,,,,,,,,458 ,,,578 ,205 ,,,,,,,,,,,,,,,,,,,,,,,,,,Number of pupils (FTE)
97,CFR_19,FSM,,,40,,,48,42,23,,,,38,33,,29,,,,,,,,31,,,29,43,,,,,,,,,,,,,,,,,,,,,,,,,,Percentage of pupils eligible for Free School Meals (FSM)
98,CFR_19,FSMBAND,,,High,,,High,High,Medium,,,,High,Medium,,Medium,,,,,,,,Medium,,,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,Free school meals eligibility band
99,CFR_19,GRANTFUNDING,,,"6,067",,,"6,519","6,565","5,594",,,,"5,849","6,066",,"6,347",,,,,,,,"5,466",,,"5,729","6,373",,,,,,,,,,,,,,,,,,,,,,,,"4,848","5,724",Grant funding (&pound; per pupil)
100,CFR_19,SELFGENERATEDINCOME,,,263,,,251,"1,502",288,,,,128,281,,665,,,,,,,,117,,,151,211,,,,,,,,,,,,,,,,,,,,,,,,188,173,Self generated income (&pound; per pupil)
101,CFR_19,TOTALINCOME,,,"6,331",,,"6,770","8,067","5,882",,,,"5,976","6,347",,"7,012",,,,,,,,"5,583",,,"5,880","6,585",,,,,,,,,,,,,,,,,,,,,,,,"5,081","5,928",Total income (&pound; per pupil)
102,CFR_19,TEACHINGSTAFF,,,"2,669",,,"2,724","2,843","2,586",,,,"2,419","2,683",,"2,708",,,,,,,,"2,673",,,"2,897","2,937",,,,,,,,,,,,,,,,,,,,,,,,"2,284","3,222",Teaching staff (&pound; per pupil)
103,CFR_19,SUPPLYTEACHERS,,,0,,,357,222,33,,,,311,288,,451,,,,,,,,53,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,105,109,Supply Staff (&pound; per pupil)
104,CFR_19,EDUCATIONSUPPORTSTAFF,,,809,,,"1,085","1,032",943,,,,556,669,,401,,,,,,,,"1,064",,,734,"1,229",,,,,,,,,,,,,,,,,,,,,,,,889,594,Education support staff (&pound; per pupil)
105,CFR_19,PREMISES,,,406,,,376,517,292,,,,350,751,,115,,,,,,,,102,,,257,158,,,,,,,,,,,,,,,,,,,,,,,,309,356,Premises (incl. Staff costs) (&pound; per pupil)
106,CFR_19,BACKOFFICE,,,"1,705",,,"1,034","1,792",597,,,,920,"1,484",,"1,173",,,,,,,,"1,097",,,873,"1,540",,,,,,,,,,,,,,,,,,,,,,,,413,565,Back office (incl. Staff costs) (&pound; per pupil)
107,CFR_19,CATERING,,,93,,,433,409,409,,,,340,474,,386,,,,,,,,291,,,253,458,,,,,,,,,,,,,,,,,,,,,,,,190,51,Catering (incl. Staff costs) (&pound; per pupil)
108,CFR_19,OTHERSTAFF,,,173,,,259,292,192,,,,289,146,,293,,,,,,,,326,,,228,117,,,,,,,,,,,,,,,,,,,,,,,,186,104,Other staff costs (&pound; per pupil)
109,CFR_19,ENERGY,,,42,,,82,90,66,,,,81,96,,114,,,,,,,,133,,,68,145,,,,,,,,,,,,,,,,,,,,,,,,62,96,Energy (&pound; per pupil)
110,CFR_19,LEARNINGRESOURCES,,,159,,,391,196,213,,,,265,366,,525,,,,,,,,124,,,172,122,,,,,,,,,,,,,,,,,,,,,,,,205,220,Learning resources (not ICT equipment) (&pound; per pupil)
111,CFR_19,ICT,,,2,,,33,4,120,,,,10,15,,62,,,,,,,,39,,,19,8,,,,,,,,,,,,,,,,,,,,,,,,51,69,ICT learning resources (&pound; per pupil)
112,CFR_19,BOUGHTINPROFESSIONALSERVICES,,,3,,,38,22,52,,,,3,1,,3,,,,,,,,45,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,93,67,Bought in professional services - curriculum (&pound; per pupil)
113,CFR_19,OTHER,,,47,,,45,73,38,,,,47,47,,58,,,,,,,,164,,,130,36,,,,,,,,,,,,,,,,,,,,,,,,100,213,Other expenditure (&pound; per pupil)
114,CFR_19,TOTALEXPENDITURE,,,"6,108",,,"6,860","7,492","5,543",,,,"5,592","7,020",,"6,288",,,,,,,,"6,112",,,"5,636","6,752",,,,,,,,,,,,,,,,,,,,,,,,"5,034","5,891",Total expenditure (&pound; per pupil)
115,CFR_19,T1415CAT1,,,SUPP,,,"3,855","3,430","3,592",,,,"2,813","2,814",,"2,948",,,,,,,,"3,389",,,"2,328","3,660",,,,,,,,,,,,,,,,,,,,,,,,"2,927","3,825",
116,CFR_19,T1415CAT2,,,33,,,93,274,110,,,,47,545,,930,,,,,,,,127,,,169,23,,,,,,,,,,,,,,,,,,,,,,,,133,124,
117,CFR_19,T1415CAT3,,,998,,,"1,166","1,084",742,,,,"1,392","1,024",,"1,947",,,,,,,,"1,131",,,"1,578","1,277",,,,,,,,,,,,,,,,,,,,,,,,366,544,
118,CFR_19,T1415CAT4,,,39,,,83,212,59,,,,85,68,,79,,,,,,,,0,,,53,80,,,,,,,,,,,,,,,,,,,,,,,,61,99,
119,CFR_19,T1415CAT5,,,"5,750",,,"6,646","7,738","5,692",,,,"5,291","6,156",,"7,457",,,,,,,,"5,563",,,"5,539","6,404",,,,,,,,,,,,,,,,,,,,,,,,"4,645","5,944",
120,CFR_19,T1415SUM,,,4680,,,1449,2738,1189,,,,954,1705,,1553,,,,,,,,916,,,1411,1364,,,,,,,,,,,,,,,,,,,,,,,,,,
121,CFR_19,T1415CAT1LA,,,"3,202",,,"3,202","3,202","3,004",,,,"3,202","3,202",,"3,202",,,,,,,,"3,202",,,"3,004","3,202",,,,,,,,,,,,,,,,,,,,,,,,,,
122,CFR_19,T1415CAT2LA,,,184,,,184,184,194,,,,184,184,,184,,,,,,,,184,,,194,184,,,,,,,,,,,,,,,,,,,,,,,,,,
123,CFR_19,T1415CAT3LA,,,358,,,358,358,323,,,,358,358,,358,,,,,,,,358,,,323,358,,,,,,,,,,,,,,,,,,,,,,,,,,
124,CFR_19,T1415CAT4LA,,,72,,,72,72,58,,,,72,72,,72,,,,,,,,72,,,58,72,,,,,,,,,,,,,,,,,,,,,,,,,,
125,CFR_19,T1415CAT5LA,,,"5,758",,,"5,758","5,758","5,210",,,,"5,758","5,758",,"5,758",,,,,,,,"5,758",,,"5,210","5,758",,,,,,,,,,,,,,,,,,,,,,,,,,
126,CFR_19,T1516CAT1,,,"3,565",,,"3,869","3,654","3,568",,,,"2,803","2,885",,"2,816",,,,,,,,"3,514",,,"2,886","4,037",,,,,,,,,,,,,,,,,,,,,,,,"2,976","3,857",
127,CFR_19,T1516CAT2,,,18,,,81,166,119,,,,38,541,,530,,,,,,,,60,,,106,27,,,,,,,,,,,,,,,,,,,,,,,,126,122,
128,CFR_19,T1516CAT3,,,901,,,"1,252","1,080",774,,,,"1,060","1,281",,"1,369",,,,,,,,787,,,994,"1,282",,,,,,,,,,,,,,,,,,,,,,,,377,545,
129,CFR_19,T1516CAT4,,,35,,,86,189,47,,,,74,95,,92,,,,,,,,123,,,45,73,,,,,,,,,,,,,,,,,,,,,,,,58,97,
130,CFR_19,T1516CAT5,,,"5,657",,,"7,063","7,329","5,756",,,,"5,396","6,158",,"5,629",,,,,,,,"5,823",,,"5,171","6,669",,,,,,,,,,,,,,,,,,,,,,,,"4,777","6,013",
131,CFR_19,T1516SUM,,,1138,,,1775,2240,1248,,,,1421,1356,,822,,,,,,,,1339,,,1140,1250,,,,,,,,,,,,,,,,,,,,,,,,,,
132,CFR_19,T1516CAT1LA,,,"3,120",,,"3,120","3,347","3,120",,,,"3,347","3,347",,"2,902",,,,,,,,"3,120",,,"3,120","3,347",,,,,,,,,,,,,,,,,,,,,,,,,,
133,CFR_19,T1516CAT2LA,,,200,,,200,173,200,,,,173,173,,122,,,,,,,,200,,,200,173,,,,,,,,,,,,,,,,,,,,,,,,,,
134,CFR_19,T1516CAT3LA,,,859,,,859,911,859,,,,911,911,,685,,,,,,,,859,,,859,911,,,,,,,,,,,,,,,,,,,,,,,,,,
135,CFR_19,T1516CAT4LA,,,59,,,59,60,59,,,,60,60,,52,,,,,,,,59,,,59,60,,,,,,,,,,,,,,,,,,,,,,,,,,
136,CFR_19,T1516CAT5LA,,,"5,323",,,"5,323","5,854","5,323",,,,"5,854","5,854",,"4,789",,,,,,,,"5,323",,,"5,323","5,854",,,,,,,,,,,,,,,,,,,,,,,,,,
137,CFR_19,T1617CAT1,,,3535,,,3738,3485,3669,,,,2924,3018,,2363,,,,,,,,3528,,,2854,4221,,,,,,,,,,,,,,,,,,,,,,,,"3,042","3,919",
138,CFR_19,T1617CAT2,,,4,,,30,476,22,,,,31,339,,690,,,,,,,,3,,,52,2,,,,,,,,,,,,,,,,,,,,,,,,117,119,
139,CFR_19,T1617CAT3,,,1059,,,972,1082,661,,,,1426,1113,,831,,,,,,,,555,,,1265,1159,,,,,,,,,,,,,,,,,,,,,,,,384,545,
140,CFR_19,T1617CAT4,,,84,,,45,117,59,,,,87,69,,95,,,,,,,,97,,,49,94,,,,,,,,,,,,,,,,,,,,,,,,55,94,
141,CFR_19,T1617CAT5,,,5987,,,6186,7706,5625,,,,5821,6140,,4889,,,,,,,,5708,,,5269,6697,,,,,,,,,,,,,,,,,,,,,,,,"4,814","6,017",
142,CFR_19,T1617SUM,,,1305,,,1401,2546,1214,,,,1353,1601,,910,,,,,,,,1525,,,1049,1221,,,,,,,,,,,,,,,,,,,,,,,,,,
143,CFR_19,T1617CAT1LA,,,"3,089",,,"3,089","3,406","3,089",,,,"3,406","3,406",,"2,999",,,,,,,,"3,089",,,"3,089","3,406",,,,,,,,,,,,,,,,,,,,,,,,,,
144,CFR_19,T1617CAT2LA,,,203,,,203,201,203,,,,201,201,,133,,,,,,,,203,,,203,201,,,,,,,,,,,,,,,,,,,,,,,,,,
145,CFR_19,T1617CAT3LA,,,6094,,,6506,7746,5599,,,,6399,6674,,5339,,,,,,,,5648,,,5169,6661,,,,,,,,,,,,,,,,,,,,,,,,,,
146,CFR_19,T1617CAT4LA,,,848,,,959,1027,1063,,,,693,633,,351,,,,,,,,842,,,699,1121,,,,,,,,,,,,,,,,,,,,,,,,,,
147,CFR_19,T1617CAT5LA,,,84,,,45,117,59,,,,87,69,,95,,,,,,,,97,,,49,94,,,,,,,,,,,,,,,,,,,,,,,,,,
148,CFR_19,T1718CAT1,,,"3,301 ",,,"3,909 ","3,531 ","3,717 ",,,,"3,138 ","2,916 ",,"2,761 ",,,,,,,,"3,581 ",,,"3,253 ","4,006 ",,,,,,,,,,,,,,,,,,,,,,,,"3,078","3,817",
149,CFR_19,T1718CAT2,,,-   ,,,128 ,266 ,-   ,,,,230 ,467 ,,441 ,,,,,,,,169 ,,,4 ,4 ,,,,,,,,,,,,,,,,,,,,,,,,106,114,
150,CFR_19,T1718CAT3,,,"1,309 ",,,"1,202 ","1,364 ",595 ,,,,842 ,"1,405 ",,"1,073 ",,,,,,,,"1,184 ",,,849 ,"1,362 ",,,,,,,,,,,,,,,,,,,,,,,,392,542,
151,CFR_19,T1718CAT4,,,46 ,,,70 ,152 ,54 ,,,,76 ,67 ,,99 ,,,,,,,,97 ,,,51 ,64 ,,,,,,,,,,,,,,,,,,,,,,,,58,91,
152,CFR_19,T1718CAT5,,,"5,690 ",,,"7,136 ","7,641 ","5,538 ",,,,"5,884 ","6,395 ",,"5,979 ",,,,,,,,"6,161 ",,,"5,131 ","6,526 ",,,,,,,,,,,,,,,,,,,,,,,,"4,893","5,872",
153,CFR_19,T1718SUM,,,1034,,,1827,2328,1172,,,,1598,1540,,1605,,,,,,,,1130,,,974,1090,,,,,,,,,,,,,,,,,,,,,,,,,,
154,CFR_19,T1718CAT1LA,,,"3,340 ",,,"3,468 ","3,340 ","3,340 ",,,,"3,468 ","3,060 ",,"3,340 ",,,,,,,,"3,340 ",,,"3,340 ","3,468 ",,,,,,,,,,,,,,,,,,,,,,,,,,
155,CFR_19,T1718CAT2LA,,,169 ,,,204 ,169 ,169 ,,,,204 ,98 ,,169 ,,,,,,,,169 ,,,169 ,204 ,,,,,,,,,,,,,,,,,,,,,,,,,,
156,CFR_19,T1718CAT3LA,,,909 ,,,"1,162 ",909 ,909 ,,,,"1,162 ",791 ,,909 ,,,,,,,,909 ,,,909 ,"1,162 ",,,,,,,,,,,,,,,,,,,,,,,,,,
157,CFR_19,T1718CAT4LA,,,60 ,,,70 ,60 ,60 ,,,,70 ,55 ,,60 ,,,,,,,,60 ,,,60 ,70 ,,,,,,,,,,,,,,,,,,,,,,,,,,
158,CFR_19,T1718CAT5LA,,,"5,672 ",,,"6,244 ","5,672 ","5,672 ",,,,"6,244 ","5,160 ",,"5,672 ",,,,,,,,"5,672 ",,,"5,672 ","6,244 ",,,,,,,,,,,,,,,,,,,,,,,,,,
159,CFR_19,T1819CAT1,,,"3,478",,,"3,809","3,875","3,529",,,,"2,975","3,352",,"3,109",,,,,,,,"3,737",,,"3,631","4,166",,,,,,,,,,,,,,,,,,,,,,,,,,2018-19 Teaching and Education Support Staff Costs (&pound; per pupil)
160,CFR_19,T1819CAT2,,,0,,,357,222,33,,,,311,288,,451,,,,,,,,53,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,2018-19 Supply Staff Costs (&pound; per pupil)
161,CFR_19,T1819CAT3,,,"1,705",,,"1,034","1,792",597,,,,920,"1,484",,"1,173",,,,,,,,"1,097",,,873,"1,540",,,,,,,,,,,,,,,,,,,,,,,,,,2018-19 Back Office (&pound; per pupil)
162,CFR_19,T1819CAT4,,,42,,,82,90,66,,,,81,96,,114,,,,,,,,133,,,68,145,,,,,,,,,,,,,,,,,,,,,,,,,,2018-19 Energy (&pound; per pupil)
163,CFR_19,T1819CAT5,,,"6,108",,,"6,860","7,492","5,543",,,,"5,592","7,020",,"6,288",,,,,,,,"6,112",,,"5,636","6,752",,,,,,,,,,,,,,,,,,,,,,,,,,2018-19 Total Expenditure (&pound; per pupil)
164,CFR_19,T1819SUM,,,883,,,1578,1513,1318,,,,1305,1800,,1441,,,,,,,,1092,,,1062,901,,,,,,,,,,,,,,,,,,,,,,,,,,
165,CFR_19,T1819CAT1LA,,,"3,582",,,"3,582","3,582","3,291",,,,"3,582","3,291",,"3,291",,,,,,,,"3,291",,,"3,291","3,582",,,,,,,,,,,,,,,,,,,,,,,,,,2018-19 Teaching and Education Support Staff Costs (&pound; per pupil) for LA
166,CFR_19,T1819CAT2LA,,,141,,,141,141,128,,,,141,128,,128,,,,,,,,128,,,128,141,,,,,,,,,,,,,,,,,,,,,,,,,,2018-19 Supply Staff Costs (&pound; per pupil) for LA
167,CFR_19,T1819CAT3LA,,,"1,012",,,"1,012","1,012",875,,,,"1,012",875,,875,,,,,,,,875,,,875,"1,012",,,,,,,,,,,,,,,,,,,,,,,,,,2018-19 Back Office (&pound; per pupil) for LA
168,CFR_19,T1819CAT4LA,,,75,,,75,75,69,,,,75,69,,69,,,,,,,,69,,,69,75,,,,,,,,,,,,,,,,,,,,,,,,,,2018-19 Energy (&pound; per pupil) for LA
169,CFR_19,T1819CAT5LA,,,"6,108",,,"6,108","6,108","5,547",,,,"6,108","5,547",,"5,547",,,,,,,,"5,547",,,"5,547","6,108",,,,,,,,,,,,,,,,,,,,,,,,,,2018-19 Total Expenditure (&pound; per pupil) for LA
170,CFR_19,DCAT1,,,283,,,NA,NA,NA,,,,405,63,,768,,,,,,,,-260,,,NA,413,,,,,,,,,,,,,,,,,,,,,,,,,,Difference between 2018-19 and 2020-21 (&pound; per pupil)
171,CFR_19,DCAT2,,,-118,,,NA,NA,"-4,661",,,,111,7,,89,,,,,,,,-20,,,-97,-142,,,,,,,,,,,,,,,,,,,,,,,,,,Difference between 2018-19 and 2020-21 (&pound; per pupil)
172,CFR_19,DCAT3,,,-66,,,NA,NA,"-14,420",,,,66,53,,55,,,,,,,,23,,,124,111,,,,,,,,,,,,,,,,,,,,,,,,,,Difference between 2018-19 and 2020-21 (&pound; per pupil)
173,CFR_19,DCAT4,,,-15,,,NA,NA,NA,,,,6,25,,-29,,,,,,,,21,,,8,-31,,,,,,,,,,,,,,,,,,,,,,,,,,Difference between 2018-19 and 2020-21 (&pound; per pupil)
174,CFR_19,DCAT5,,,45,,,NA,NA,"-211,308",,,,760,-19,,928,,,,,,,,212,,,287,46,,,,,,,,,,,,,,,,,,,,,,,,,,Difference between 2018-19 and 2020-21 (&pound; per pupil)
175,CFR_19,PGRANTFUNDING,,,96%,,,96%,81%,95%,,,,98%,96%,,91%,,,,,,,,98%,,,97%,97%,,,,,,,,,,,,,,,,,,,,,,,,,,Grant funding (proportion of total income)
176,CFR_19,PSELFGENERATEDINCOME,,,4%,,,4%,19%,5%,,,,2%,4%,,9%,,,,,,,,2%,,,3%,3%,,,,,,,,,,,,,,,,,,,,,,,,,,Self generated income (proportion of total income)
177,CFR_19,PTEACHINGSTAFF,,,44%,,,40%,38%,47%,,,,43%,38%,,43%,,,,,,,,44%,,,51%,44%,,,,,,,,,,,,,,,,,,,,,,,,,,Teaching staff (proportion of total expenditure)
178,CFR_19,PSUPPLYTEACHERS,,,0%,,,5%,3%,1%,,,,5%,5%,,6%,,,,,,,,1%,,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,Supply Staff (proportion of total expenditure)
