No,Namespace,Variable,Mayfield School - 103619,St John's & St Peter's CofE Academy - 138883,St Edmund's Catholic Primary School - 103440,West House School - 103575,Percy Shurmer Academy - 138410,St Francis Catholic Primary School - 103437,Anglesey Primary School - 132074,Adderley Primary School - 103159,Prince Albert Junior and Infant School - 142230,Mansfield Green E-ACT Academy - 138998,The Oratory Roman Catholic Primary School - 103427,Wyndcliffe Primary School - 141319,Christ Church CofE Controlled Primary School and Nursery - 103397,St George's School Edgbaston - 103564,Heath Mount Primary School - 103333,St Clement's Church of England Academy - 138432,The Lambs Christian School - 134091,St George's Church of England Primary School - 139267,The Wisdom Academy - 135882,St Patrick's Catholic Primary School - 103439,Manor Park Primary Academy - 141977,St Saviour's C of E Primary School - 103406,Al-Hijrah School - 133306,Iqra Girls High School - 145186,Ladypool Primary School - 103265,Heathfield Primary School - 142231,Hallfield School - 103568,Barford Primary School - 103162,Priory School - 103566,Holte School - 103509,Hazrat Khadijatul Kubra Girls School - 136123,Birmingham Independent College - 143418,Heritage Academy - 147038,King Edward VI Aston School - 137043,Mander Portman Woodward Independent College - 103587,Orion School - 147234,Future First Independent School - 135422,Green Heath School - 135688,R.Y.A.N Education Academy - 139706,Hopwood Hall School - 146780,Holy Trinity Catholic School - 103538,Holy Trinity Catholic School - 144719,Bordesley Green Girls' School & Sixth Form - 103493,Birchfield Independent Girls' School - 103591,Al Huda Girls' School - 103595,Small Heath Leadership Academy - 144464,Redstone Academy for Girls - 148157,Redstone  Academy for Boys - 137560,BOA Stage and Screen Production Academy - 148635,Joseph Chamberlain Sixth Form College - 130468,National state-funded primary,National state-funded secondary and 16 to 18,Description
65,CENSUS_21,PNUMEAL,72.3%,61.7%,48.1%,0%,73.3%,49.3%,81.4%,75.9%,67.7%,79.9%,56.8%,95.5%,46.4%,0%,81.0%,67.4%,0%,48.3%,0%,50.8%,77.5%,92.7%,,0%,83.6%,80.5%,0%,39.0%,0%,86.0%,0%,0%,0%,22.7%,0%,0%,0%,0%,0%,0%,,63.6%,91.0%,0%,0%,74.0%,,0%,,,,,%  pupils where English not first language
66,CENSUS_21,PNUMENGFL,27.1%,38.3%,51.5%,0%,26.7%,37.9%,16.3%,24.1%,32.3%,20.1%,43.2%,4.5%,53.1%,0%,19.0%,32.6%,0%,51.7%,0%,49.2%,22.5%,7.3%,,0%,16.4%,19.5%,0%,53.0%,0%,13.9%,0%,0%,0%,77.1%,0%,0%,0%,0%,0%,0%,,34.7%,9.0%,0%,0%,26.0%,,0%,,,,,% pupils with English first language
67,CENSUS_21,PNUMUNCFL,0.7%,0%,0.5%,0%,0%,12.8%,2.3%,0%,0%,0%,0%,0%,0.4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,0%,0%,0%,8.1%,0%,0.1%,0%,0%,0%,0.2%,0%,0%,0%,0%,0%,0%,,1.7%,0%,0%,0%,0%,,0%,,,,,% pupils where first language is unclassified
68,CENSUS_21,NUMFSM,180,139,127,0,213,230,263,236,229,207,100,299,95,0,162,129,0,112,0,80,171,163,,0,144,165,0,139,0,543,0,0,0,184,0,0,0,0,0,0,,297,343,0,0,383,,0,,,,,No. pupils eligible for free school meals
69,CENSUS_21,NUMFSMEVER,155,144,147,,213,257,293,269,223,229,103,305,96,,203,127,,128,,86,174,175,,,162,164,,156,,713,,,,193,,,,,,,,376,322,,,538,,,,,,,Number of pupils eligible for FSM at any time during the past 6 years
70,CENSUS_21,PNUMFSMEVER,51.2%,71.6%,71.4%,,47.0%,63.3%,39.5%,52.6%,31.8%,53.5%,45.4%,49.1%,42.9%,,57.5%,57.5%,,60.7%,,48.6%,47.2%,42.8%,,,45.8%,34.7%,,37.1%,,58.2%,,,,19.6%,,,,,,,,57.5%,31.8%,,,46.5%,,,,,,,Percentage of pupils eligible for FSM at any time during the past 6 years
71,CENSUS_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
72,SWF_21,LA,330,330,330,,330,330,330,330,330,330,330,330,330,,330,330,,330,,330,330,330,,,330,330,,330,,330,,,,330,,,,,,,,330,330,,,330,,,,,,,Local Authority Number
73,SWF_21,URN,103619,138883,103440,,138410,103437,132074,103159,142230,138998,103427,141319,103397,,103333,138432,,139267,,103439,141977,103406,,,103265,142231,,103162,,103509,,,,137043,,,,,,,,144719,103493,,,144464,,,,,,,Unique Reference Number
74,SWF_21,NTEA,36,8,13,,19,22,39,30,24,19,11,27,18,,17,11,,13,,12,16,20,,,23,20,,21,,98,,,,63,,,,,,,,51,82,,,61,,,,,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
75,SWF_21,NTEAAS,94,12,10,,17,19,32,13,38,18,7,29,6,,15,10,,17,,8,18,20,,,7,22,,14,,22,,,,8,,,,,,,,10,16,,,9,,,,,,,Total Number of Teaching Assistants (Headcount)
76,SWF_21,NNONTEA,23,5,5,,5,6,7,8,4,5,4,10,4,,5,5,,2,,4,7,7,,,3,3,,3,,31,,,,24,,,,,,,,24,33,,,26,,,,,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
77,SWF_21,NFTETEA,34.2,8.0,11.7,,18.1,20.4,36.7,30.0,21.8,18.0,10.0,26.0,11.6,,16.4,10.2,,12.6,,9.9,16.0,18.3,,,22.2,19.2,,20.0,,93.7,,,,56.2,,,,,,,,46.3,70.2,,,60.1,,,,,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
78,SWF_21,NFTETEAAS,78.2,10.8,8.3,,14.1,16.1,23.9,10.7,28.8,15.1,5.7,22.6,5.3,,12.7,9.4,,10.6,,6.9,15.9,16.2,,,5.8,17.8,,11.5,,16.1,,,,5.1,,,,,,,,7.3,12.4,,,7.8,,,,,,,Total Number of Teaching Assistants (Full-time Equivalent)
79,SWF_21,NFTENONTEA,21.3,4.3,3.7,,4.4,5.1,6.4,7.1,3.9,4.8,3.1,8.5,3.8,,3.8,3.6,,1.5,,3.4,5.8,6.3,,,3.0,2.4,,2.6,,30.7,,,,18.0,,,,,,,,22.3,27.8,,,24.4,,,,,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
80,SWF_21,RATPUPTEA,8.9,25.1,17,,24.2,19.9,18.4,17,30.6,22.8,21.6,23.3,18.4,,21.5,20.7,,16.7,,17.9,22.5,22.3,,,15.5,23.7,,20.1,,13.1,,,,17.6,,,,,,,,14.1,14.4,,,19.2,,,,,,,Pupil:Teacher Ratio
81,SWF_21,SALARY,"£41,400","£38,467","£42,615",,"£38,625","£41,212","£43,221","£36,932","£38,628","£36,419","£41,224","£39,307","£40,591",,"£40,893","£38,637",,"£38,132",,"£43,252","£36,861","£41,278",,,"£38,529","£40,718",,"£41,405",,"£41,094",,,,"£40,266",,,,,,,,"£43,762","£42,338",,,"£40,183",,,,,,,Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
82,SWF_19,LA,,330,330,,330,330,330,330,330,330,330,330,330,,330,330,,330,,330,330,330,330,,330,330,,330,,330,,,,330,,,,,,,330,,330,,,330,,,,,,,Local Authority Number
83,SWF_19,URN,,138883,103440,,138410,103437,132074,103159,142230,138998,103427,141319,103397,,103333,138432,,139267,,103439,141977,103406,133306,,103265,142231,,103162,,103509,,,,137043,,,,,,,103538,,103493,,,144464,,,,,,,Unique Reference Number
84,SWF_19,NTEA,,7,16,,23,24,44,36,25,21,13,31,15,,19,14,,17,,12,17,22,44,,24,16,,23,,89,,,,59,,,,,,,48,,85,,,56,,,,,"260,096","219,269",Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
85,SWF_19,NTEAAS,,7,10,,20,20,36,20,24,21,5,28,5,,14,7,,13,,9,18,22,22,,14,12,,22,,19,,,,14,,,,,,,11,,20,,,11,,,,,"274,954","57,981",Total Number of Teaching Assistants (Headcount)
86,SWF_19,NNONTEA,,4,5,,7,7,15,8,20,10,2,10,4,,4,4,,3,,5,9,7,11,,5,2,,3,,26,,,,21,,,,,,,24,,32,,,23,,,,,"91,158","84,503","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
87,SWF_19,NFTETEA,,6,14.3,,22.1,22.1,39.9,35.4,22.7,20.4,12,30.3,11.6,,18.2,14,,14.4,,9.5,17,20.4,41.1,,22.4,16,,20.9,,84.1,,,,53.5,,,,,,,43.4,,69.9,,,55.8,,,,,"231,728","203,686",Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
88,SWF_19,NFTETEAAS,,5.9,8.3,,16.9,17.2,27.7,17.7,20.7,16.8,4.1,22.2,4.5,,11.7,7,,8.2,,7.5,16,18.5,19.8,,12,10.4,,18.8,,14.7,,,,7.4,,,,,,,8.1,,14.9,,,9.5,,,,,"178,546","45,918",Total Number of Teaching Assistants (Full-time Equivalent)
89,SWF_19,NFTENONTEA,,3.7,3.4,,6.4,5.7,13.2,7.6,16.6,9.2,2,8.7,3.8,,3.4,3.3,,2.6,,3.6,7.8,6.3,10.2,,5,2,,2.6,,25.5,,,,17.8,,,,,,,23.1,,26.9,,,21.1,,,,,61494.7,"71,228","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
90,SWF_19,RATPUPTEA,,32.0,15.9,,19.3,18.5,18.9,16.0,30.8,21.1,18.5,21.1,19.0,,20.4,15.3,,14.4,,21.4,24.4,20.3,17.7,,17.5,29.1,,20.2,,13.5,,,,17.1,,,,,,,14.2,,14.2,,,19.1,,,,,20.7,16.3,Pupil:Teacher Ratio
91,SWF_19,SALARY,,"£34,564","£38,055",,"£33,696","£39,159","£41,472","£33,810","£38,438","£33,785","£37,999","£37,384","£38,948",,"£35,958","£35,227",,"£40,157",,"£39,531","£36,483","£38,794","£40,033",,"£36,516","£32,332",,"£40,086",,"£40,485",,,,"£34,664",,,,,,,"£41,061",,"£41,354",,,"£39,194",,,,,"£38,369","£40,571",Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
92,SWF_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
93,CFR_19,URN,103619,,103440,,,103437,132074,103159,,,103427,,103397,,103333,,,,,103439,,103406,133306,,103265,,,103162,,103509,,,,,,,,,,,103538,,103493,,,,,,,,,,Unique Reference Number
94,CFR_19,LONDON/NON-LONDON,Non-London,,Non-London,,,Non-London,Non-London,Non-London,,,Non-London,,Non-London,,Non-London,,,,,Non-London,,Non-London,Non-London,,Non-London,,,Non-London,,Non-London,,,,,,,,,,,Non-London,,Non-London,,,,,,,,,,London/Non-London
95,CFR_19,MEDIAN,Special,,Primary,,,Primary,Primary,Primary,,,Primary,,Primary,,Primary,,,,,Primary,,Primary,Secondary with KS4,,Primary,,,Primary,,Secondary with KS4,,,,,,,,,,,Secondary with KS4,,Secondary with KS4,,,,,,,,Primary,Secondary with KS4,Group to compare
96,CFR_19,PUPILS,282 ,,228 ,,,408 ,753 ,566 ,,,222 ,,220 ,,371 ,,,,,203 ,,413 ,727 ,,391 ,,,422 ,,"1,138 ",,,,,,,,,,,617 ,,993 ,,,,,,,,,,Number of pupils (FTE)
97,CFR_19,FSM,54,,50,,,36,25,33,,,21,,28,,35,,,,,34,,32,22,,37,,,30,,48,,,,,,,,,,,44,,27,,,,,,,,,,Percentage of pupils eligible for Free School Meals (FSM)
98,CFR_19,FSMBAND,High,,High,,,High,Medium,Medium,,,Medium,,Medium,,Medium,,,,,Medium,,Medium,Medium,,High,,,Medium,,High,,,,,,,,,,,High,,Medium,,,,,,,,,,Free school meals eligibility band
99,CFR_19,GRANTFUNDING,"18,915",,"6,248",,,"5,791","5,502","5,737",,,"5,370",,"6,078",,"6,076",,,,,"5,864",,"5,272","5,780",,"5,878",,,"5,604",,"6,829",,,,,,,,,,,"6,796",,"6,640",,,,,,,,"4,848","5,724",Grant funding (&pound; per pupil)
100,CFR_19,SELFGENERATEDINCOME,"1,914",,245,,,259,308,153,,,300,,257,,104,,,,,377,,94,167,,93,,,201,,72,,,,,,,,,,,27,,186,,,,,,,,188,173,Self generated income (&pound; per pupil)
101,CFR_19,TOTALINCOME,"20,829",,"6,494",,,"6,050","5,810","5,890",,,"5,670",,"6,335",,"6,180",,,,,"6,241",,"5,366","5,947",,"5,971",,,"5,805",,"6,901",,,,,,,,,,,"6,823",,"6,826",,,,,,,,"5,081","5,928",Total income (&pound; per pupil)
102,CFR_19,TEACHINGSTAFF,"5,566",,"2,503",,,"2,559","2,659","2,085",,,"2,338",,"2,631",,"2,120",,,,,"2,424",,"2,249","2,596",,"2,564",,,"2,322",,"3,589",,,,,,,,,,,"3,376",,"3,411",,,,,,,,"2,284","3,222",Teaching staff (&pound; per pupil)
103,CFR_19,SUPPLYTEACHERS,"2,378",,113,,,183,107,398,,,300,,196,,347,,,,,199,,127,479,,192,,,111,,65,,,,,,,,,,,116,,147,,,,,,,,105,109,Supply Staff (&pound; per pupil)
104,CFR_19,EDUCATIONSUPPORTSTAFF,"8,247",,"1,159",,,"1,058","1,144",539,,,578,,715,,"1,021",,,,,"1,075",,959,474,,873,,,"1,109",,392,,,,,,,,,,,180,,674,,,,,,,,889,594,Education support staff (&pound; per pupil)
105,CFR_19,PREMISES,346,,325,,,332,301,176,,,361,,378,,295,,,,,312,,282,186,,431,,,281,,63,,,,,,,,,,,264,,477,,,,,,,,309,356,Premises (incl. Staff costs) (&pound; per pupil)
106,CFR_19,BACKOFFICE,"4,508",,"1,020",,,930,815,"1,261",,,927,,"1,066",,971,,,,,"1,322",,"1,271",987,,568,,,893,,"1,687",,,,,,,,,,,"2,378",,935,,,,,,,,413,565,Back office (incl. Staff costs) (&pound; per pupil)
107,CFR_19,CATERING,296,,423,,,425,178,21,,,413,,374,,499,,,,,500,,-3,246,,371,,,334,,221,,,,,,,,,,,21,,120,,,,,,,,190,51,Catering (incl. Staff costs) (&pound; per pupil)
108,CFR_19,OTHERSTAFF,894,,268,,,150,174,221,,,265,,159,,316,,,,,317,,270,467,,339,,,291,,185,,,,,,,,,,,39,,134,,,,,,,,186,104,Other staff costs (&pound; per pupil)
109,CFR_19,ENERGY,124,,60,,,61,69,67,,,63,,69,,64,,,,,70,,50,122,,91,,,86,,115,,,,,,,,,,,131,,110,,,,,,,,62,96,Energy (&pound; per pupil)
110,CFR_19,LEARNINGRESOURCES,587,,288,,,163,120,259,,,330,,116,,171,,,,,241,,186,144,,247,,,188,,136,,,,,,,,,,,115,,310,,,,,,,,205,220,Learning resources (not ICT equipment) (&pound; per pupil)
111,CFR_19,ICT,4,,11,,,38,29,17,,,0,,16,,56,,,,,7,,19,17,,8,,,16,,7,,,,,,,,,,,78,,45,,,,,,,,51,69,ICT learning resources (&pound; per pupil)
112,CFR_19,BOUGHTINPROFESSIONALSERVICES,103,,1,,,22,3,24,,,1,,1,,15,,,,,4,,2,0,,3,,,2,,0,,,,,,,,,,,62,,0,,,,,,,,93,67,Bought in professional services - curriculum (&pound; per pupil)
113,CFR_19,OTHER,16,,37,,,41,77,107,,,47,,73,,94,,,,,42,,51,74,,95,,,104,,262,,,,,,,,,,,148,,315,,,,,,,,100,213,Other expenditure (&pound; per pupil)
114,CFR_19,TOTALEXPENDITURE,"23,070",,"6,211",,,"5,961","5,675","5,175",,,"5,624",,"5,794",,"5,969",,,,,"6,513",,"5,462","5,793",,"5,782",,,"5,737",,"6,721",,,,,,,,,,,"6,910",,"6,678",,,,,,,,"5,034","5,891",Total expenditure (&pound; per pupil)
115,CFR_19,T1415CAT1,"14,180",,"3,176",,,"3,179","3,860","2,706",,,"2,752",,"3,285",,"3,211",,,,,SUPP,,"2,799","2,631",,"3,339",,,"2,842",,"4,561",,,,,,,,,,,"4,248",,"4,047",,,,,,,,"2,927","3,825",
116,CFR_19,T1415CAT2,159,,328,,,203,107,257,,,323,,137,,139,,,,,325,,165,384,,164,,,155,,12,,,,,,,,,,,108,,93,,,,,,,,133,124,
117,CFR_19,T1415CAT3,"4,768",,603,,,884,978,"1,616",,,815,,"1,164",,"1,371",,,,,789,,986,"1,648",,698,,,"1,074",,"1,204",,,,,,,,,,,"1,966",,914,,,,,,,,366,544,
118,CFR_19,T1415CAT4,115,,65,,,10,49,50,,,76,,47,,64,,,,,54,,50,85,,98,,,0,,45,,,,,,,,,,,104,,117,,,,,,,,61,99,
119,CFR_19,T1415CAT5,"21,382",,"5,438",,,"5,794","5,780","6,248",,,"5,652",,"6,905",,"5,808",,,,,"5,625",,"5,072","6,472",,"5,779",,,"5,607",,"7,181",,,,,,,,,,,"7,449",,"7,397",,,,,,,,"4,645","5,944",
120,CFR_19,T1415SUM,2160,,1266,,,1518,786,1619,,,1686,,2272,,1023,,,,,4457,,1072,1724,,1480,,,1536,,1359,,,,,,,,,,,1023,,2226,,,,,,,,,,
121,CFR_19,T1415CAT1LA,"14,442",,"3,202",,,"3,202","3,004","3,202",,,"3,004",,"3,202",,"3,202",,,,,"3,004",,"3,004","3,874",,"3,202",,,"3,004",,"3,919",,,,,,,,,,,"3,919",,"3,874",,,,,,,,,,
122,CFR_19,T1415CAT2LA,414,,184,,,184,194,184,,,194,,184,,184,,,,,194,,194,106,,184,,,194,,126,,,,,,,,,,,126,,106,,,,,,,,,,
123,CFR_19,T1415CAT3LA,"1,169",,358,,,358,323,358,,,323,,358,,358,,,,,323,,323,461,,358,,,323,,387,,,,,,,,,,,387,,461,,,,,,,,,,
124,CFR_19,T1415CAT4LA,178,,72,,,72,58,72,,,58,,72,,72,,,,,58,,58,89,,72,,,58,,110,,,,,,,,,,,110,,89,,,,,,,,,,
125,CFR_19,T1415CAT5LA,"22,905",,"5,758",,,"5,758","5,210","5,758",,,"5,210",,"5,758",,"5,758",,,,,"5,210",,"5,210","6,538",,"5,758",,,"5,210",,"7,456",,,,,,,,,,,"7,456",,"6,538",,,,,,,,,,
126,CFR_19,T1516CAT1,"14,228",,"3,272",,,"3,329","4,077","2,806",,,"2,974",,"3,419",,"3,303",,,,,SUPP,,"2,645","3,361",,"3,192",,,"3,147",,"4,698",,,,,,,,,,,"4,156",,"3,909",,,,,,,,"2,976","3,857",
127,CFR_19,T1516CAT2,409,,173,,,214,67,178,,,260,,373,,173,,,,,99,,294,430,,171,,,173,,21,,,,,,,,,,,237,,115,,,,,,,,126,122,
128,CFR_19,T1516CAT3,"5,657",,865,,,"1,040",906,"1,029",,,"1,023",,"1,039",,639,,,,,879,,947,"1,405",,818,,,882,,952,,,,,,,,,,,"2,101",,911,,,,,,,,377,545,
129,CFR_19,T1516CAT4,46,,50,,,29,38,38,,,91,,48,,45,,,,,99,,52,120,,81,,,118,,99,,,,,,,,,,,98,,110,,,,,,,,58,97,
130,CFR_19,T1516CAT5,"22,095",,"5,807",,,"5,886","6,168","5,094",,,"5,465",,"6,464",,"5,520",,,,,"5,743",,"5,198","6,910",,"5,553",,,"5,817",,"7,105",,,,,,,,,,,"7,534",,"6,162",,,,,,,,"4,777","6,013",
131,CFR_19,T1516SUM,1755,,1447,,,1274,1080,1043,,,1117,,1585,,1360,,,,,4666,,1260,1594,,1291,,,1497,,1335,,,,,,,,,,,942,,1117,,,,,,,,,,
132,CFR_19,T1516CAT1LA,"14,439",,"3,347",,,"3,347","3,120","3,347",,,"3,120",,"3,347",,"3,347",,,,,"3,120",,"3,120","3,502",,"3,347",,,"3,120",,"3,792",,,,,,,,,,,"3,792",,"3,909",,,,,,,,,,
133,CFR_19,T1516CAT2LA,392,,173,,,173,200,173,,,200,,173,,173,,,,,200,,200,166,,173,,,200,,154,,,,,,,,,,,154,,115,,,,,,,,,,
134,CFR_19,T1516CAT3LA,"4,004",,911,,,911,859,911,,,859,,911,,911,,,,,859,,859,"1,248",,911,,,859,,"1,825",,,,,,,,,,,"1,825",,"1,181",,,,,,,,,,
135,CFR_19,T1516CAT4LA,175,,60,,,60,59,60,,,59,,60,,60,,,,,59,,59,106,,60,,,59,,96,,,,,,,,,,,96,,94,,,,,,,,,,
136,CFR_19,T1516CAT5LA,"22,032",,"5,854",,,"5,854","5,323","5,854",,,"5,323",,"5,854",,"5,854",,,,,"5,323",,"5,323","6,212",,"5,854",,,"5,323",,"7,198",,,,,,,,,,,"7,198",,"6,391",,,,,,,,,,
137,CFR_19,T1617CAT1,15168,,3417,,,3345,3949,2826,,,3029,,3461,,3304,,,,,3310,,2621,3461,,3160,,,2895,,4491,,,,,,,,,,,3605,,4066,,,,,,,,"3,042","3,919",
138,CFR_19,T1617CAT2,604,,109,,,226,45,393,,,163,,28,,117,,,,,275,,378,388,,233,,,73,,27,,,,,,,,,,,272,,166,,,,,,,,117,119,
139,CFR_19,T1617CAT3,6180,,868,,,948,680,1044,,,899,,537,,935,,,,,958,,925,963,,1043,,,1151,,785,,,,,,,,,,,2202,,846,,,,,,,,384,545,
140,CFR_19,T1617CAT4,81,,62,,,53,70,61,,,84,,36,,48,,,,,91,,59,84,,68,,,53,,72,,,,,,,,,,,113,,102,,,,,,,,55,94,
141,CFR_19,T1617CAT5,24441,,5997,,,6102,5737,5592,,,5611,,5385,,5722,,,,,6153,,5215,6218,,6070,,,5188,,7057,,,,,,,,,,,7109,,6435,,,,,,,,"4,814","6,017",
142,CFR_19,T1617SUM,2408,,1541,,,1530,993,1268,,,1436,,1323,,1318,,,,,1519,,1232,1322,,1566,,,1016,,1682,,,,,,,,,,,917,,1255,,,,,,,,,,
143,CFR_19,T1617CAT1LA,"15,116",,"3,406",,,"3,406","3,089","3,406",,,"3,089",,"3,406",,"3,406",,,,,"3,089",,"3,089","3,509",,"3,406",,,"3,089",,"3,965",,,,,,,,,,,"3,965",,"3,825",,,,,,,,,,
144,CFR_19,T1617CAT2LA,644,,201,,,201,203,201,,,203,,201,,201,,,,,203,,203,174,,201,,,203,,246,,,,,,,,,,,246,,102,,,,,,,,,,
145,CFR_19,T1617CAT3LA,22598,,6406,,,5884,5663,5710,,,5497,,6197,,5494,,,,,6219,,5342,5386,,5521,,,5387,,7089,,,,,,,,,,,7062,,6831,,,,,,,,,,
146,CFR_19,T1617CAT4LA,8724,,1122,,,1009,1098,761,,,916,,896,,1069,,,,,996,,789,524,,796,,,941,,467,,,,,,,,,,,220,,685,,,,,,,,,,
147,CFR_19,T1617CAT5LA,81,,62,,,53,70,61,,,84,,36,,48,,,,,91,,59,84,,68,,,53,,72,,,,,,,,,,,113,,102,,,,,,,,,,
148,CFR_19,T1718CAT1,"13,910 ",,"3,487 ",,,"3,438 ","3,863 ","2,492 ",,,"3,023 ",,"3,834 ",,"3,219 ",,,,,"3,509 ",,"2,989 ","3,072 ",,"3,389 ",,,"3,337 ",,"4,209 ",,,,,,,,,,,"3,418 ",,"4,029 ",,,,,,,,"3,078","3,817",
149,CFR_19,T1718CAT2,527 ,,170 ,,,171 ,27 ,522 ,,,269 ,,20 ,,389 ,,,,,71 ,,238 ,206 ,,295 ,,,168 ,,5 ,,,,,,,,,,,76 ,,188 ,,,,,,,,106,114,
150,CFR_19,T1718CAT3,"4,347 ",,"1,120 ",,,936 ,752 ,"1,130 ",,,969 ,,"1,149 ",,"1,260 ",,,,,"1,264 ",,"1,195 ","1,042 ",,625 ,,,"1,102 ",,"1,359 ",,,,,,,,,,,"2,329 ",,864 ,,,,,,,,392,542,
151,CFR_19,T1718CAT4,114 ,,64 ,,,85 ,38 ,54 ,,,84 ,,47 ,,88 ,,,,,95 ,,47 ,56 ,,85 ,,,-   ,,66 ,,,,,,,,,,,100 ,,102 ,,,,,,,,58,91,
152,CFR_19,T1718CAT5,"21,560 ",,"6,329 ",,,"5,829 ","5,499 ","5,754 ",,,"5,677 ",,"6,261 ",,"6,019 ",,,,,"6,360 ",,"5,567 ","5,631 ",,"6,165 ",,,"5,872 ",,"6,785 ",,,,,,,,,,,"6,724 ",,"6,394 ",,,,,,,,"4,893","5,872",
153,CFR_19,T1718SUM,2662,,1488,,,1199,819,1556,,,1332,,1211,,1063,,,,,1421,,1098,1255,,1771,,,1265,,1146,,,,,,,,,,,801,,1211,,,,,,,,,,
154,CFR_19,T1718CAT1LA,"15,144 ",,"3,468 ",,,"3,340 ","3,340 ","3,340 ",,,"3,340 ",,"3,340 ",,"3,468 ",,,,,"3,340 ",,"3,340 ","3,842 ",,"3,340 ",,,"3,340 ",,"4,216 ",,,,,,,,,,,"4,216 ",,"3,607 ",,,,,,,,,,
155,CFR_19,T1718CAT2LA,439 ,,204 ,,,169 ,169 ,169 ,,,169 ,,169 ,,204 ,,,,,169 ,,169 ,173 ,,169 ,,,169 ,,122 ,,,,,,,,,,,122 ,,104 ,,,,,,,,,,
156,CFR_19,T1718CAT3LA,"3,928 ",,"1,162 ",,,909 ,909 ,909 ,,,909 ,,909 ,,"1,162 ",,,,,909 ,,909 ,"1,021 ",,909 ,,,909 ,,"1,644 ",,,,,,,,,,,"1,644 ",,"1,308 ",,,,,,,,,,
157,CFR_19,T1718CAT4LA,210 ,,70 ,,,60 ,60 ,60 ,,,60 ,,60 ,,70 ,,,,,60 ,,60 ,90 ,,60 ,,,60 ,,117 ,,,,,,,,,,,117 ,,83 ,,,,,,,,,,
158,CFR_19,T1718CAT5LA,"22,226 ",,"6,244 ",,,"5,672 ","5,672 ","5,672 ",,,"5,672 ",,"5,672 ",,"6,244 ",,,,,"5,672 ",,"5,672 ","6,380 ",,"5,672 ",,,"5,672 ",,"7,053 ",,,,,,,,,,,"7,053 ",,"6,372 ",,,,,,,,,,
159,CFR_19,T1819CAT1,"13,813",,"3,662",,,"3,617","3,803","2,624",,,"2,916",,"3,346",,"3,141",,,,,"3,499",,"3,208","3,070",,"3,437",,,"3,431",,"3,981",,,,,,,,,,,"3,556",,"4,085",,,,,,,,,,2018-19 Teaching and Education Support Staff Costs (&pound; per pupil)
160,CFR_19,T1819CAT2,"2,378",,113,,,183,107,398,,,300,,196,,347,,,,,199,,127,479,,192,,,111,,65,,,,,,,,,,,116,,147,,,,,,,,,,2018-19 Supply Staff Costs (&pound; per pupil)
161,CFR_19,T1819CAT3,"4,508",,"1,020",,,930,815,"1,261",,,927,,"1,066",,971,,,,,"1,322",,"1,271",987,,568,,,893,,"1,687",,,,,,,,,,,"2,378",,935,,,,,,,,,,2018-19 Back Office (&pound; per pupil)
162,CFR_19,T1819CAT4,124,,60,,,61,69,67,,,63,,69,,64,,,,,70,,50,122,,91,,,86,,115,,,,,,,,,,,131,,110,,,,,,,,,,2018-19 Energy (&pound; per pupil)
163,CFR_19,T1819CAT5,"23,070",,"6,211",,,"5,961","5,675","5,175",,,"5,624",,"5,794",,"5,969",,,,,"6,513",,"5,462","5,793",,"5,782",,,"5,737",,"6,721",,,,,,,,,,,"6,910",,"6,678",,,,,,,,,,2018-19 Total Expenditure (&pound; per pupil)
164,CFR_19,T1819SUM,2247,,1356,,,1170,881,825,,,1418,,1117,,1446,,,,,1423,,806,1135,,1494,,,1216,,873,,,,,,,,,,,729,,1401,,,,,,,,,,
165,CFR_19,T1819CAT1LA,"14,219",,"3,582",,,"3,582","3,291","3,291",,,"3,291",,"3,291",,"3,291",,,,,"3,291",,"3,291","3,525",,"3,582",,,"3,291",,"3,956",,,,,,,,,,,"3,956",,"3,525",,,,,,,,,,2018-19 Teaching and Education Support Staff Costs (&pound; per pupil) for LA
166,CFR_19,T1819CAT2LA,607,,141,,,141,128,128,,,128,,128,,128,,,,,128,,128,79,,141,,,128,,110,,,,,,,,,,,110,,79,,,,,,,,,,2018-19 Supply Staff Costs (&pound; per pupil) for LA
