No,Namespace,Variable,Forestdale Primary School - 133759,Bishop Wilson Church of England Primary School - 104105,Whitehall Junior Community School - 104162,Albert Bradbeer Primary Academy - 140889,Solihull School - 104124,Whitehouse Common Primary School - 132007,St John's Church of England Primary Academy - 140856,Great Bridge Primary School - 103915,Newfield Park Primary School - 103815,Temple Meadow Primary School - 103957,St Alphege Church of England Infant and Nursery School - 104090,Halesowen CofE Primary School - 103847,Windy Arbor Primary School - 104071,Whitehall Nursery and Infant School - 104163,Tividale Hall Primary School - 103960,Burnt Tree Primary School - 103914,Cofton Primary School - 103315,Palfrey Girls School - 104267,St Mary's The Mount Catholic Primary School - 104232,St Alphege Church of England Junior School - 104092,Tidbury Green School - 104065,St Martin's CofE Primary School - 103987,Our Lady and St Kenelm RC School - 103850,Old Hill Primary School - 103952,Coppice Primary School - 103390,St Columba's Catholic Primary School - 141669,Mayfield Preparatory School - 104265,Langley School - 103630,Saint Martin's School - 104123,Palfrey Junior School - 104160,St Mary's Catholic Primary School - 103993,St Mary's Catholic Primary School - 147795,Wood Green Junior School - 103913,Palfrey Infant School - 104161,New Hall Primary School - 103395,Caldmore Primary Academy - 143904,Reddal Hill Primary School - 103954,The Earls High School - 137812,Dudley Port School - 147736,Ormiston Forge Academy - 137673,Abu Bakr Boys School - 135483,Queen Mary's Grammar School - 136773,Wood Green Academy - 136616,Windsor High School and Sixth Form - 136618,Stuart Bathurst Catholic High School - 147881,Impact Independent School - 141560,Stuart Bathurst Catholic High School - 104020,The ACE Academy - 139328,Q3 Academy Tipton - 146383,Solihull Sixth Form College - 144887,National state-funded primary,National state-funded secondary and 16 to 18,Description
63,CENSUS_21,NUMENGFL,191,438,90,375,0,398,132,280,450,295,225,146,423,107,391,251,345,,167,232,359,160,173,182,398,173,0,84,,12,,180,280,24,256,68,315,1133,0,1411,0,683,1058,1482,687,0,,,928,0,,,No. pupils with English first language
64,CENSUS_21,NUMUNCFL,0,0,2,3,0,1,0,0,0,17,0,0,0,1,0,0,0,,0,0,2,0,0,0,1,1,0,0,,0,,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,,,0,0,,,No. pupils where first language is unclassified
65,CENSUS_21,PNUMEAL,12.4%,4.8%,73.4%,13.9%,0%,10.3%,37.4%,43.5%,3.4%,19.0%,19.1%,31.1%,6.2%,65.4%,12.9%,42.8%,5.7%,,29.2%,15.6%,6.5%,33.3%,13.1%,16.1%,5.2%,13.0%,0%,21.5%,,96.6%,,22.4%,15.2%,93.0%,19.7%,84.4%,26.2%,6.6%,0%,13.6%,0%,43.7%,29.7%,14.3%,22.3%,0%,,,34.8%,0%,,,%  pupils where English not first language
66,CENSUS_21,PNUMENGFL,87.6%,95.2%,26.0%,85.4%,0%,89.4%,62.6%,56.5%,96.6%,76.6%,80.9%,68.9%,93.8%,34.3%,87.1%,57.2%,94.3%,,70.8%,84.4%,93.0%,66.7%,86.9%,83.9%,94.5%,86.5%,0%,78.5%,,3.4%,,77.6%,84.8%,7.0%,80.3%,15.6%,73.8%,93.4%,0%,86.3%,0%,56.3%,70.2%,85.7%,77.7%,0%,,,65.2%,0%,,,% pupils with English first language
67,CENSUS_21,PNUMUNCFL,0%,0%,0.6%,0.7%,0%,0.2%,0%,0%,0%,4.4%,0%,0%,0%,0.3%,0%,0%,0%,,0%,0%,0.5%,0%,0%,0%,0.2%,0.5%,0%,0%,,0%,,0%,0%,0%,0%,0%,0%,0%,0%,0.1%,0%,0%,0.1%,0%,0%,0%,,,0%,0%,,,% pupils where first language is unclassified
68,CENSUS_21,NUMFSM,137,217,132,249,0,28,72,116,49,134,14,109,217,85,88,130,89,,39,16,62,32,18,66,24,100,0,43,,125,,30,97,80,132,163,146,187,0,457,0,142,318,342,246,0,,,478,0,,,No. pupils eligible for free school meals
69,CENSUS_21,NUMFSMEVER,141,211,152,259,,31,81,136,54,143,14,115,222,86,98,145,95,,40,21,68,41,18,75,27,134,,49,,140,,37,110,81,154,172,159,252,,562,,124,413,423,298,,,,576,,,,Number of pupils eligible for FSM at any time during the past 6 years
70,CENSUS_21,PNUMFSMEVER,64.7%,45.9%,43.9%,59.0%,,7.0%,38.4%,27.4%,11.6%,37.1%,5.0%,54.2%,49.2%,27.6%,21.8%,33.0%,26.0%,,16.9%,7.6%,17.6%,17.1%,9.0%,34.6%,6.4%,67.0%,,45.8%,,39.1%,,15.9%,33.3%,23.6%,48.3%,39.4%,37.2%,20.8%,,34.4%,,10.2%,27.4%,24.5%,33.7%,,,,40.4%,,,,Percentage of pupils eligible for FSM at any time during the past 6 years
71,CENSUS_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
72,SWF_19,LA,330,334,335,330,,330,333,333,332,333,334,332,334,335,333,333,330,,335,334,334,333,332,333,330,330,,,,335,333,,333,335,330,335,333,332,,333,,335,333,332,,,333,,333,,,,Local Authority Number
73,SWF_19,URN,133759,104105,104162,140889,,132007,140856,103915,103815,103957,104090,103847,104071,104163,103960,103914,103315,,104232,104092,104065,103987,103850,103952,103390,141669,,,,104160,103993,,103913,104161,103395,143904,103954,137812,,137673,,136773,136616,136618,,,104020,,146383,,,,Unique Reference Number
74,SWF_19,NTEA,12,23,20,29,,24,9,25,21,19,15,12,26,19,21,20,17,,12,15,16,13,12,13,26,11,,,,19,11,,15,12,21,19,22,86,,106,,65,110,119,,,65,,79,,"260,096","219,269",Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
75,SWF_19,NTEAAS,16,31,19,16,,15,6,34,21,19,18,12,25,13,18,28,10,,16,10,12,19,9,20,9,8,,,,18,14,,6,31,12,24,5,24,,15,,6,32,12,,,16,,21,,"274,954","57,981",Total Number of Teaching Assistants (Headcount)
76,SWF_19,NNONTEA,5,9,4,8,,9,5,3,2,5,4,3,7,5,5,9,2,,6,5,11,3,2,3,17,5,,,,3,2,,9,3,7,3,13,26,,29,,22,18,41,,,23,,21,,"91,158","84,503","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
77,SWF_19,NFTETEA,10.7,21.6,16.2,24,,20.3,8.6,21.7,17.5,18,11.7,10.2,24,16.9,19.7,18,15.2,,9.5,12.4,14.7,10.5,9.8,11.8,21.1,10.2,,,,16.7,10.4,,13.9,12,20.2,18.6,20.4,77.3,,93.8,,59.6,106.6,108.5,,,59.7,,74.7,,"231,728","203,686",Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
78,SWF_19,NFTETEAAS,10.6,16.3,12.6,11.2,,11,5.4,27.8,12.6,14.2,8.6,8.4,17.5,10.6,14.8,17.8,8.1,,7.5,4.1,7.3,14,6.2,14.9,6.6,7.1,,,,14.5,10.2,,5.4,18.9,8.6,23.1,4.1,20.8,,13.4,,3.4,24,10.4,,,13.1,,20.6,,"178,546","45,918",Total Number of Teaching Assistants (Full-time Equivalent)
79,SWF_19,NFTENONTEA,4,8.2,2.9,7.4,,6,3.9,2.7,2,4.6,2.4,3,6,2.9,3.9,6.1,2,,2.6,2.5,6.4,2.1,1.8,2.2,13.3,4.4,,,,2.8,1.8,,7.2,1.5,6.2,2,10.8,20.9,,24.6,,19.6,17.1,35.9,,,20.7,,19.5,,61494.7,"71,228","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
80,SWF_19,RATPUPTEA,20.6,20.0,22.0,17.8,,23.5,24.5,21.8,26.9,21.9,21.8,20.3,17.7,17.3,22.2,22.0,23.4,,23.9,22.5,20.8,22.5,21.7,19.9,19.9,19.9,,,,21.6,22.8,,19.2,26.3,17.9,22.9,19.7,15.5,,16.0,,18.2,13.9,15.7,,,14.7,,18.5,,20.7,16.3,Pupil:Teacher Ratio
81,SWF_19,SALARY,"£39,563","£39,077","£39,439","£39,652",,"£40,662","£39,441","£41,349","£42,740","£37,570","£35,204","£36,619","£36,484","£37,811","£38,648","£37,924","£38,631",,"£41,362","£37,375","£34,991","£40,794","£46,447","£41,896","£39,663","£38,719",,,,"£34,582","£40,975",,"£41,014","£43,124","£38,748","£35,771","£33,776","£39,618",,"£40,657",,"£40,873","£42,105","£40,213",,,"£39,768",,"£40,079",,"£38,369","£40,571",Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
82,SWF_21,LA,330,334,335,330,,330,333,333,332,333,334,332,334,335,333,333,330,,335,334,334,333,332,333,330,330,,330,,335,,,333,335,330,335,333,332,,333,,335,333,332,,,,,333,,,,Local Authority Number
83,SWF_21,URN,133759,104105,104162,140889,,132007,140856,103915,103815,103957,104090,103847,104071,104163,103960,103914,103315,,104232,104092,104065,103987,103850,103952,103390,141669,,103630,,104160,,,103913,104161,103395,143904,103954,137812,,137673,,136773,136616,136618,,,,,146383,,,,Unique Reference Number
84,SWF_21,NTEA,13,27,17,23,,22,9,21,22,18,18,12,30,17,20,18,19,,14,16,18,13,12,12,25,9,,13,,19,,,15,12,20,17,23,79,,108,,68,109,123,,,,,86,,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
85,SWF_21,NTEAAS,11,18,19,15,,13,6,35,22,19,18,7,31,14,16,27,9,,19,13,10,21,9,23,9,10,,21,,22,,,10,27,9,24,8,25,,22,,4,27,11,,,,,14,,,,Total Number of Teaching Assistants (Headcount)
86,SWF_21,NNONTEA,7,7,5,4,,7,4,3,3,6,4,3,10,5,4,9,3,,3,5,21,3,2,2,17,4,,3,,3,,,5,7,8,3,11,31,,33,,21,21,39,,,,,31,,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
87,SWF_21,NFTETEA,10.6,26.5,14.7,19.3,,19.1,8.4,18.5,19.0,17.5,11.7,10.6,25.6,15.1,19.1,16.7,16.4,,11.1,12.7,16.7,10.6,10.4,10.8,20.5,8.6,,12.0,,16.8,,,14.1,12.0,19.2,16.6,21.6,69.8,,98.1,,57.0,106.0,114.1,,,,,82.5,,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
88,SWF_21,NFTETEAAS,9.0,16.3,12.0,11.5,,8.9,4.7,24.8,14.5,15.0,8.1,5.4,20.9,11.4,13.6,18.6,7.6,,11.4,6.9,4.8,15.5,6.8,14.7,6.2,8.5,,17.7,,17.6,,,8.3,17.4,6.3,22.7,5.8,21.4,,20.0,,3.1,20.0,8.5,,,,,13.3,,,,Total Number of Teaching Assistants (Full-time Equivalent)
89,SWF_21,NFTENONTEA,5.2,6.4,3.7,4.0,,5.1,3.1,2.5,3.0,5.6,2.8,2.8,7.6,3.2,3.9,5.9,2.9,,2.2,2.2,10.9,2.5,1.8,1.8,13.3,3.4,,2.9,,2.8,,,3.7,4.8,6.4,2.2,9.9,18.9,,28.4,,19.0,19.4,33.1,,,,,29.6,,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
90,SWF_21,RATPUPTEA,19.8,16.6,23.5,21.8,,23.2,25.1,25.5,24.5,21.1,21.4,19.3,16.8,18.9,22.7,25.2,22.3,,20.7,21.6,22,21.5,19.1,19.4,20.5,23.3,,8.9,,21.3,,,23.4,25.6,16.6,25.2,18.9,17.4,,16.7,,21.3,14.2,15.2,,,,,17.3,,,,Pupil:Teacher Ratio
91,SWF_21,SALARY,"£39,703","£40,223","£43,711","£41,299",,"£40,656","£39,874","£43,912","£42,602","£39,986","£46,506","£40,307","£39,155","£37,456","£39,547","£40,319","£40,684",,"£42,881","£42,104","£37,881","£44,248","£42,203","£41,308","£41,434","£42,644",,"£43,725",,"£38,008",,,"£39,007","£44,773","£41,429","£37,358","£39,001","£43,397",,"£40,663",,"£41,595","£43,937","£43,535",,,,,"£39,239",,,,Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
92,SWF_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
93,CFR_19,URN,133759,104105,104162,,,132007,,103915,103815,103957,104090,103847,104071,104163,103960,103914,103315,,104232,104092,104065,103987,103850,103952,103390,,,103630,,104160,103993,,103913,104161,103395,,103954,,,,,,,,,,104020,,,,,,Unique Reference Number
94,CFR_19,LONDON/NON-LONDON,Non-London,Non-London,Non-London,,,Non-London,,Non-London,Non-London,Non-London,Non-London,Non-London,Non-London,Non-London,Non-London,Non-London,Non-London,,Non-London,Non-London,Non-London,Non-London,Non-London,Non-London,Non-London,,,Non-London,,Non-London,Non-London,,Non-London,Non-London,Non-London,,Non-London,,,,,,,,,,Non-London,,,,,,London/Non-London
95,CFR_19,MEDIAN,Primary,Primary,Primary,,,Primary,,Primary,Primary,Primary,Primary,Primary,Primary,Primary,Primary,Primary,Primary,,Primary,Primary,Primary,Primary,Primary,Primary,Primary,,,Special,,Primary,Primary,,Primary,Primary,Primary,,Primary,,,,,,,,,,Secondary with KS4,,,,Primary,Secondary with KS4,Group to compare
96,CFR_19,PUPILS,220 ,432 ,356 ,,,478 ,,473 ,470 ,394 ,256 ,208 ,425 ,292 ,438 ,396 ,356 ,,227 ,278 ,306 ,236 ,212 ,235 ,419 ,,,119 ,,361 ,237 ,,267 ,316 ,362 ,,402 ,,,,,,,,,,880 ,,,,,,Number of pupils (FTE)
97,CFR_19,FSM,41,37,27,,,3,,20,7,27,3,39,36,23,14,24,22,,12,3,11,12,7,27,6,,,31,,21,11,,24,24,35,,24,,,,,,,,,,18,,,,,,Percentage of pupils eligible for Free School Meals (FSM)
98,CFR_19,FSMBAND,High,High,Medium,,,Low,,Low,Low,Medium,Low,High,High,Medium,Low,Medium,Medium,,Low,Low,Low,Low,Low,Medium,Low,,,Medium,,Medium,Low,,Medium,Medium,Medium,,Medium,,,,,,,,,,Low,,,,,,Free school meals eligibility band
99,CFR_19,GRANTFUNDING,"6,790","5,131","5,321",,,"4,044",,"5,503","4,283","5,238","4,096","6,085","5,485","5,820","4,732","4,858","4,759",,"4,675","3,772","4,252","5,424","4,430","5,240","4,113",,,"16,456",,"4,714","5,109",,"4,953","5,462","5,415",,"4,752",,,,,,,,,,"5,738",,,,"4,848","5,724",Grant funding (&pound; per pupil)
100,CFR_19,SELFGENERATEDINCOME,301,131,23,,,577,,36,377,56,188,165,42,63,94,98,101,,184,173,498,47,90,113,"1,569",,,513,,775,97,,20,23,603,,83,,,,,,,,,,69,,,,188,173,Self generated income (&pound; per pupil)
101,CFR_19,TOTALINCOME,"7,091","5,262","5,344",,,"4,620",,"5,540","4,660","5,293","4,284","6,250","5,527","5,883","4,826","4,956","4,859",,"4,859","3,945","4,750","5,472","4,520","5,353","5,682",,,"16,969",,"5,489","5,206",,"4,973","5,485","6,018",,"4,835",,,,,,,,,,"5,807",,,,"5,081","5,928",Total income (&pound; per pupil)
102,CFR_19,TEACHINGSTAFF,"2,476","2,435","2,537",,,"2,180",,"2,354","2,215","2,118","2,183","2,660","2,569","2,569","2,139","1,841","2,069",,"2,330","2,010","2,142","2,257","2,416","2,236","2,628",,,"7,037",,"2,289","2,439",,"1,782","1,988","2,618",,"2,038",,,,,,,,,,"3,240",,,,"2,284","3,222",Teaching staff (&pound; per pupil)
103,CFR_19,SUPPLYTEACHERS,138,59,108,,,18,,212,46,109,79,97,17,176,118,90,405,,116,72,0,142,34,9,31,,,17,,10,96,,73,122,6,,133,,,,,,,,,,219,,,,105,109,Supply Staff (&pound; per pupil)
104,CFR_19,EDUCATIONSUPPORTSTAFF,"1,453","1,164","1,103",,,719,,"1,443",812,"1,108",536,"1,065","1,046","1,025",968,"1,464",598,,722,494,593,"1,379",580,"1,446","1,020",,,"6,458",,995,"1,019",,"1,328","1,488",684,,852,,,,,,,,,,755,,,,889,594,Education support staff (&pound; per pupil)
105,CFR_19,PREMISES,441,257,282,,,286,,62,230,307,320,471,271,470,299,248,177,,390,295,360,225,304,308,295,,,653,,455,268,,328,222,666,,325,,,,,,,,,,401,,,,309,356,Premises (incl. Staff costs) (&pound; per pupil)
106,CFR_19,BACKOFFICE,905,488,360,,,748,,714,395,655,289,690,450,348,349,457,"1,010",,338,266,378,525,382,581,"1,156",,,"2,947",,490,403,,645,446,877,,200,,,,,,,,,,493,,,,413,565,Back office (incl. Staff costs) (&pound; per pupil)
107,CFR_19,CATERING,462,227,116,,,269,,95,176,14,196,281,225,322,146,185,219,,156,180,187,32,160,182,0,,,-357,,62,158,,28,352,289,,170,,,,,,,,,,63,,,,190,51,Catering (incl. Staff costs) (&pound; per pupil)
108,CFR_19,OTHERSTAFF,269,196,281,,,175,,168,128,308,192,87,177,398,139,172,185,,291,177,143,322,90,115,109,,,100,,281,106,,251,384,282,,173,,,,,,,,,,173,,,,186,104,Other staff costs (&pound; per pupil)
109,CFR_19,ENERGY,81,93,75,,,134,,2,66,63,47,76,55,95,80,51,161,,57,43,63,63,56,59,107,,,0,,68,52,,76,43,133,,47,,,,,,,,,,78,,,,62,96,Energy (&pound; per pupil)
110,CFR_19,LEARNINGRESOURCES,312,126,120,,,115,,135,194,249,194,172,192,238,145,185,289,,113,178,289,216,113,80,177,,,301,,123,211,,94,50,239,,215,,,,,,,,,,217,,,,205,220,Learning resources (not ICT equipment) (&pound; per pupil)
111,CFR_19,ICT,111,45,70,,,28,,88,102,84,87,181,103,51,55,73,13,,110,80,85,35,159,18,0,,,11,,50,45,,8,30,16,,66,,,,,,,,,,35,,,,51,69,ICT learning resources (&pound; per pupil)
112,CFR_19,BOUGHTINPROFESSIONALSERVICES,6,88,137,,,2,,62,73,19,80,80,128,150,212,69,14,,165,73,74,11,65,0,3,,,0,,89,122,,15,96,3,,356,,,,,,,,,,152,,,,93,67,Bought in professional services - curriculum (&pound; per pupil)
113,CFR_19,OTHER,144,17,104,,,78,,123,79,90,43,54,70,63,132,108,66,,-77,40,124,117,49,101,156,,,24,,624,79,,136,94,109,,97,,,,,,,,,,129,,,,100,213,Other expenditure (&pound; per pupil)
114,CFR_19,TOTALEXPENDITURE,"6,798","5,195","5,291",,,"4,752",,"5,460","4,516","5,122","4,245","5,914","5,303","5,906","4,781","4,944","5,206",,"4,710","3,909","4,437","5,323","4,408","5,136","5,682",,,"17,192",,"5,537","4,998",,"4,763","5,315","5,922",,"4,673",,,,,,,,,,"5,955",,,,"5,034","5,891",Total expenditure (&pound; per pupil)
115,CFR_19,T1415CAT1,"4,052","3,207","3,333",,,"2,483",,"3,406","2,699","2,930","2,422","3,306","2,943",SUPP,"2,827","3,317","2,239",,SUPP,"2,437","2,513","2,957",SUPP,"3,522","3,143",,,"11,634",,"2,903",SUPP,,"3,299","3,067","3,156",,"2,703",,,,,,,,,,"3,476",,,,"2,927","3,825",
116,CFR_19,T1415CAT2,293,137,293,,,46,,117,140,324,79,230,64,168,207,60,675,,66,80,103,168,87,20,24,,,87,,217,83,,25,264,45,,145,,,,,,,,,,197,,,,133,124,
117,CFR_19,T1415CAT3,"1,193",325,321,,,746,,674,457,592,324,527,479,275,241,486,839,,299,325,438,511,271,375,"1,147",,,"3,708",,429,365,,716,439,906,,253,,,,,,,,,,435,,,,366,544,
118,CFR_19,T1415CAT4,47,85,83,,,63,,2,52,78,37,82,57,110,60,72,60,,SUPP,37,89,59,SUPP,73,77,,,149,,93,SUPP,,61,48,105,,57,,,,,,,,,,42,,,,61,99,
119,CFR_19,T1415CAT5,"6,995","4,699","5,222",,,"4,036",,"4,953","4,489","5,068","3,815","5,842","4,458","5,423","4,525","5,181","4,939",,"4,284","3,838","4,649","4,913","4,359","5,211","5,161",,,"17,365",,"4,946","5,004",,"5,701","4,898","5,494",,"4,490",,,,,,,,,,"5,552",,,,"4,645","5,944",
120,CFR_19,T1415SUM,1410,945,1192,,,698,,754,1141,1144,953,1697,915,4870,1190,1246,1126,,3919,959,1506,1218,4001,1221,770,,,1787,,1304,4556,,1600,1080,1282,,1332,,,,,,,,,,1402,,,,,,
121,CFR_19,T1415CAT1LA,"3,202","3,105","3,054",,,"2,834",,"3,060","2,783","3,060","2,645","3,462","3,263","3,054","2,957","3,060","3,004",,"2,956","2,645","2,645","2,957","2,783","3,060","2,834",,,"14,442",,"3,054","2,957",,"2,957","2,956","3,004",,"3,060",,,,,,,,,,"3,813",,,,,,
122,CFR_19,T1415CAT2LA,184,153,194,,,118,,171,131,171,120,158,218,194,95,171,194,,133,120,120,95,131,171,118,,,414,,194,95,,95,133,194,,171,,,,,,,,,,157,,,,,,
123,CFR_19,T1415CAT3LA,358,336,472,,,308,,377,311,377,319,337,344,472,339,377,323,,349,319,319,339,311,377,308,,,"1,169",,472,339,,339,349,323,,377,,,,,,,,,,481,,,,,,
124,CFR_19,T1415CAT4LA,72,61,66,,,56,,70,61,70,58,82,72,66,64,70,58,,57,58,58,64,61,70,56,,,178,,66,64,,64,57,58,,70,,,,,,,,,,28,,,,,,
125,CFR_19,T1415CAT5LA,"5,758","4,699","5,232",,,"4,747",,"5,113","4,322","5,113","4,259","5,754","5,324","5,232","4,712","5,113","5,210",,"4,517","4,259","4,259","4,712","4,322","5,113","4,747",,,"22,905",,"5,232","4,712",,"4,712","4,517","5,210",,"5,113",,,,,,,,,,"6,127",,,,,,
126,CFR_19,T1516CAT1,"3,590","3,126","3,162",,,"2,659",,"3,529","2,649","3,063","2,528","3,806","3,310","3,144","2,870","3,148","2,530",,SUPP,"2,475","2,626","2,997","2,847","3,621","3,272",,,"12,926",,"2,950","3,386",,"3,115","2,965","3,207",,"2,742",,,,,,,,,,"3,521",,,,"2,976","3,857",
127,CFR_19,T1516CAT2,280,185,239,,,45,,65,107,182,64,62,27,175,131,32,407,,109,63,44,162,92,34,14,,,117,,100,130,,18,316,53,,209,,,,,,,,,,250,,,,126,122,
128,CFR_19,T1516CAT3,942,364,344,,,691,,653,428,444,332,525,535,264,227,443,"1,105",,284,493,420,354,299,539,"1,055",,,"2,168",,434,350,,435,366,"1,434",,268,,,,,,,,,,450,,,,377,545,
129,CFR_19,T1516CAT4,111,104,70,,,70,,2,54,81,49,82,60,45,61,53,39,,53,48,85,61,55,79,85,,,151,,84,68,,48,62,129,,78,,,,,,,,,,57,,,,58,97,
130,CFR_19,T1516CAT5,"6,282","4,904","5,251",,,"4,392",,"5,005","4,170","4,961","3,979","6,201","4,932","5,650","4,355","4,963","4,987",,"4,490","4,065","4,784","4,721","4,518","5,627","5,432",,,"17,727",,"5,232","5,365",,"4,791","4,850","6,158",,"4,706",,,,,,,,,,"5,649",,,,"4,777","6,013",
131,CFR_19,T1516SUM,1359,1125,1436,,,927,,756,932,1191,1006,1726,1000,2022,1066,1287,906,,4044,986,1609,1147,1225,1354,1006,,,2365,,1664,1431,,1175,1141,1335,,1409,,,,,,,,,,1371,,,,,,
132,CFR_19,T1516CAT1LA,"3,347","3,310","3,104",,,"2,902",,"3,148","2,850","3,148","2,638","3,773","3,310","3,104","3,085","3,148","3,120",,"2,961","2,638","2,638","3,085","2,850","3,148","2,902",,,"14,439",,"2,961","3,085",,"3,148","2,961","3,347",,"3,148",,,,,,,,,,"3,855",,,,,,
133,CFR_19,T1516CAT2LA,173,185,156,,,122,,157,118,157,92,83,185,156,103,157,200,,103,92,92,103,118,157,122,,,392,,103,103,,157,103,173,,157,,,,,,,,,,205,,,,,,
134,CFR_19,T1516CAT3LA,911,399,359,,,685,,413,356,413,337,468,399,359,402,413,859,,317,337,337,402,356,413,685,,,"4,004",,317,402,,413,317,911,,413,,,,,,,,,,430,,,,,,
135,CFR_19,T1516CAT4LA,60,80,60,,,52,,62,64,62,58,86,80,60,60,62,59,,63,58,58,60,64,62,52,,,175,,63,60,,62,63,60,,62,,,,,,,,,,34,,,,,,
136,CFR_19,T1516CAT5LA,"5,854","4,932","5,185",,,"4,789",,"5,117","4,501","5,117","4,343","6,234","4,932","5,185","4,784","5,117","5,323",,"4,627","4,343","4,343","4,784","4,501","5,117","4,789",,,"22,032",,"4,627","4,784",,"5,117","4,627","5,854",,"5,117",,,,,,,,,,"5,961",,,,,,
137,CFR_19,T1617CAT1,3363,3276,3507,,,2620,,3544,2996,3116,2362,3678,3603,3080,2838,3412,2894,,2960,2586,2720,2973,3008,3411,3583,,,14205,,2969,2996,,3285,2861,3526,,2905,,,,,,,,,,3847,,,,"3,042","3,919",
138,CFR_19,T1617CAT2,420,111,273,,,27,,112,80,86,90,83,-25,312,113,52,505,,60,98,55,159,44,21,3,,,176,,10,48,,143,217,70,,198,,,,,,,,,,255,,,,117,119,
139,CFR_19,T1617CAT3,1005,519,410,,,670,,270,468,596,311,572,548,241,302,462,1715,,283,340,419,497,338,647,1066,,,2317,,478,405,,621,462,1598,,285,,,,,,,,,,519,,,,384,545,
140,CFR_19,T1617CAT4,83,105,69,,,72,,2,49,81,39,71,50,151,54,59,52,,46,43,75,33,53,69,85,,,151,,64,61,,92,41,98,,81,,,,,,,,,,60,,,,55,94,
141,CFR_19,T1617CAT5,6485,5174,5562,,,4329,,4980,4667,4831,3648,5808,5164,5408,4262,5300,6386,,4358,3993,4733,4598,4588,5166,5820,,,18413,,4758,4473,,5142,5406,6710,,4917,,,,,,,,,,5916,,,,"4,814","6,017",
142,CFR_19,T1617SUM,1614,1163,1303,,,940,,1052,1074,952,846,1404,988,1624,955,1315,1220,,1009,926,1464,936,1145,1018,1083,,,1564,,1237,963,,1001,1825,1418,,1448,,,,,,,,,,1235,,,,,,
143,CFR_19,T1617CAT1LA,"3,406","3,300","3,133",,,"2,999",,"3,170","2,914","3,170","2,616","3,593","3,300","3,133","3,029","3,170","3,089",,"2,814","2,616","2,616","3,029","2,914","3,170","2,999",,,"15,116",,"2,814","3,029",,"3,170","2,814","3,406",,"3,170",,,,,,,,,,"4,096",,,,,,
144,CFR_19,T1617CAT2LA,201,111,163,,,133,,150,98,150,92,83,111,163,105,150,203,,95,92,92,105,98,150,133,,,644,,95,105,,150,95,201,,150,,,,,,,,,,202,,,,,,
145,CFR_19,T1617CAT3LA,6578,5050,5323,,,4252,,5033,4483,4898,3580,5878,5184,5021,4252,5452,5874,,4282,3918,4837,4531,4516,4920,5753,,,18947,,4811,4714,,5117,4566,7018,,4861,,,,,,,,,,5857,,,,,,
146,CFR_19,T1617CAT4LA,1292,1033,1345,,,608,,1281,627,1287,427,1275,1133,725,955,1407,700,,636,468,346,1074,504,1475,937,,,6366,,1033,870,,1527,1031,669,,732,,,,,,,,,,735,,,,,,
147,CFR_19,T1617CAT5LA,83,105,69,,,72,,2,49,81,39,71,50,151,54,59,52,,46,43,75,33,53,69,85,,,151,,64,61,,92,41,98,,81,,,,,,,,,,60,,,,,,
148,CFR_19,T1718CAT1,"3,896 ","3,635 ","3,511 ",,,"2,820 ",,"3,760 ","2,724 ","3,077 ","2,695 ","3,556 ","3,626 ","3,620 ","2,912 ","3,316 ","2,475 ",,"2,984 ","2,464 ","2,633 ","3,436 ","3,109 ","3,674 ","3,699 ",,,"13,585 ",,"3,148 ","3,120 ",,"3,458 ","3,581 ","3,136 ",,"2,651 ",,,,,,,,,,"4,143 ",,,,"3,078","3,817",
149,CFR_19,T1718CAT2,174 ,75 ,154 ,,,10 ,,333 ,72 ,69 ,111 ,48 ,-5 ,335 ,231 ,62 ,412 ,,98 ,101 ,32 ,160 ,42 ,21 ,7 ,,,218 ,,13 ,98 ,,12 ,106 ,41 ,,127 ,,,,,,,,,,229 ,,,,106,114,
150,CFR_19,T1718CAT3,"1,312 ",577 ,347 ,,,840 ,,292 ,333 ,579 ,342 ,625 ,489 ,289 ,281 ,448 ,"1,016 ",,346 ,323 ,412 ,501 ,365 ,528 ,980 ,,,"2,820 ",,509 ,473 ,,447 ,578 ,992 ,,242 ,,,,,,,,,,505 ,,,,392,542,
