No,Namespace,Variable,Brays School - 144042,Maryvale Catholic Primary School - 103426,Warley Infant School - 103963,Lea Forest Primary Academy - 139003,Princethorpe Junior School - 146817,Princethorpe Infant School - 143436,Princethorpe Junior School - 103244,St Joseph's Catholic Primary School - 141670,Severne Junior Infant and Nursery School - 103252,Twickenham Primary School - 140518,Rood End Primary School - 103984,Cotteridge Primary School - 103190,Our Lady and St Hubert's Catholic Primary School - 141926,Wylde Green Primary School - 103349,King George V Primary School - 131223,St Francis Church of England Aided Primary School and Nursery - 143434,Kings Rise Academy - 138889,Northfield Manor Primary Academy - 142203,Oasis Academy Blakenhale Junior - 139129,Oasis Academy Blakenhale Infants - 139120,St Ambrose Barlow Catholic Primary School - 103465,Kineton Green Primary School - 104048,Brandhall Primary School - 103976,St Alban's Catholic Primary School - 103466,Robin Hood Academy - 140262,Penns Primary School - 103356,St Margaret's Church of England Primary School - 146107,Boldmere Junior School - 103341,Boldmere Infant School and Nursery - 103342,Holy Name Catholic Primary School - 103996,Whitecrest Primary School - 103922,Bournville School - 141318,Hallmoor School - 144336,St Mary and St Margaret's Church of England Aided Primary School - 104097,Gossey Lane Academy - 142794,Olton Primary School - 104076,Yardley Wood Community Primary School - 103281,Chivenor Primary School - 140159,Brownmead Primary Academy - 141320,Eaton Valley Primary School - 103923,Lyng Primary School - 103968,Grove Vale Primary School - 103972,Q3 Academy Langley - 141698,Hillcrest School and Sixth Form Centre - 137346,Cardinal Wiseman Catholic School - 103539,Kings Norton Girls' School - 136590,Lyndon School - 142075,Oldbury Academy - 137701,King Edward VI Sheldon Heath Academy - 136152,Sandwell College - 130479,National state-funded primary,National state-funded secondary and 16 to 18,Description
60,CENSUS_21,TSENELK,0,19,,53,64,26,,22,30,95,73,71,30,55,23,13,83,50,66,39,19,36,70,26,61,15,21,57,22,9,20,66,0,14,27,78,69,48,43,59,66,38,81,50,87,113,178,190,174,,,,Number of eligible pupils with SEN support
61,CENSUS_21,PSENELK,0%,8.9%,,10.7%,27.0%,12.7%,,10.6%,7.3%,21.3%,15.5%,16.6%,7.1%,13.1%,10.2%,5.5%,19.7%,12.0%,20.4%,13.7%,9.2%,15.8%,14.5%,12.8%,10.0%,7.1%,9.0%,15.5%,6.7%,4.1%,9.6%,9.6%,0%,6.3%,13.6%,12.5%,16.1%,15.3%,14.3%,12.8%,12.9%,9.1%,7.3%,8.5%,12.6%,10.7%,15.6%,13.6%,14.6%,,,,Percentage of eligible pupils with SEN support
62,CENSUS_21,NUMEAL,104,43,,139,33,45,,18,253,61,366,35,51,32,91,5,90,82,72,77,24,51,92,20,130,23,27,19,16,29,35,117,106,2,29,280,133,52,46,213,265,137,284,331,132,82,154,542,295,,,,No.  pupils where English not first language
63,CENSUS_21,NUMENGFL,155,170,,354,204,159,,189,158,385,106,389,369,383,134,231,331,335,250,205,181,174,391,183,483,188,206,345,311,190,173,555,156,221,170,344,295,257,254,246,246,281,815,257,559,972,976,775,896,,,,No. pupils with English first language
64,CENSUS_21,NUMUNCFL,1,1,,2,0,0,,0,0,0,0,3,0,4,0,0,0,0,1,3,1,3,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,4,0,2,0,0,11,0,0,2,12,83,3,,,,No. pupils where first language is unclassified
65,CENSUS_21,PNUMEAL,40.0%,20.1%,,28.1%,13.9%,22.1%,,8.7%,61.6%,13.7%,77.5%,8.2%,12.1%,7.6%,40.4%,2.1%,21.4%,19.7%,22.3%,27.0%,11.7%,22.4%,19.0%,9.9%,21.2%,10.9%,11.6%,5.2%,4.9%,13.2%,16.8%,17.0%,40.5%,0.9%,14.6%,44.9%,31.1%,16.6%,15.3%,46.2%,51.9%,32.8%,25.6%,56.3%,19.1%,7.8%,13.5%,38.7%,24.7%,,,,%  pupils where English not first language
66,CENSUS_21,PNUMENGFL,59.6%,79.4%,,71.5%,86.1%,77.9%,,91.3%,38.4%,86.3%,22.5%,91.1%,87.9%,91.4%,59.6%,97.9%,78.6%,80.3%,77.4%,71.9%,87.9%,76.3%,81.0%,90.1%,78.8%,89.1%,88.4%,94.0%,95.1%,86.8%,83.2%,80.8%,59.5%,99.1%,85.4%,55.1%,68.9%,82.1%,84.7%,53.4%,48.1%,67.2%,73.4%,43.7%,80.9%,92.0%,85.5%,55.4%,75.0%,,,,% pupils with English first language
67,CENSUS_21,PNUMUNCFL,0.4%,0.5%,,0.4%,0%,0%,,0%,0%,0%,0%,0.7%,0%,1.0%,0%,0%,0%,0%,0.3%,1.1%,0.5%,1.3%,0%,0%,0%,0%,0%,0.8%,0%,0%,0%,2.2%,0%,0%,0%,0%,0%,1.3%,0%,0.4%,0%,0%,1.0%,0%,0%,0.2%,1.1%,5.9%,0.3%,,,,% pupils where first language is unclassified
68,CENSUS_21,NUMFSM,122,62,,286,141,135,,26,213,215,166,135,60,83,78,15,237,178,186,126,33,49,150,55,165,27,13,46,39,28,22,353,162,33,94,110,236,198,152,103,123,40,237,259,269,137,327,503,421,,,,No. pupils eligible for free school meals
69,CENSUS_21,NUMFSMEVER,134,68,,300,155,117,,34,237,240,184,140,68,91,86,13,243,195,220,120,37,52,169,60,167,32,17,50,39,31,25,421,145,35,96,124,224,224,163,121,147,54,345,313,369,203,444,666,530,,,,Number of pupils eligible for FSM at any time during the past 6 years
70,CENSUS_21,PNUMFSMEVER,51.5%,31.8%,,60.6%,65.4%,57.4%,,16.4%,57.7%,53.8%,39.0%,32.8%,16.2%,21.7%,38.2%,5.5%,57.7%,46.8%,68.1%,42.1%,18.0%,22.8%,35.0%,29.6%,27.2%,15.2%,7.3%,13.6%,11.9%,14.2%,12.0%,61.3%,55.3%,15.7%,48.2%,19.9%,52.3%,71.6%,54.3%,26.2%,28.8%,12.9%,31.1%,53.2%,53.4%,19.2%,38.9%,47.6%,44.4%,,,,Percentage of pupils eligible for FSM at any time during the past 6 years
71,CENSUS_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
72,SWF_21,LA,330,330,,330,330,330,,330,330,330,333,330,333,330,333,330,330,330,330,330,330,334,333,330,330,330,334,330,330,333,333,330,330,334,330,334,330,330,330,333,333,333,333,330,330,330,334,333,330,,,,Local Authority Number
73,SWF_21,URN,144042,103426,,139003,146817,143436,,141670,103252,140518,103984,103190,141926,103349,131223,143434,138889,142203,139129,139120,103465,104048,103976,103466,140262,103356,146107,103341,103342,103996,103922,141318,144336,104097,142794,104076,103281,140159,141320,103923,103968,103972,141698,137346,103539,136590,142075,137701,136152,,,,Unique Reference Number
74,SWF_21,NTEA,30,13,,22,14,10,,11,24,27,21,24,17,24,11,10,28,20,15,16,10,11,23,13,34,11,13,19,18,11,10,42,30,12,11,33,25,15,18,24,22,18,76,50,45,70,75,88,78,,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
75,SWF_21,NTEAAS,98,11,,23,10,10,,9,19,15,32,15,20,7,8,14,22,18,11,15,7,11,24,6,16,6,21,9,19,6,8,8,59,22,10,26,21,13,15,22,28,30,9,18,5,5,13,17,7,,,,Total Number of Teaching Assistants (Headcount)
76,SWF_21,NNONTEA,6,3,,6,4,2,,4,7,6,4,6,9,6,2,2,8,12,1,6,2,5,8,1,6,2,3,6,3,3,5,15,5,5,4,10,6,0,4,9,6,4,22,11,18,25,26,29,27,,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
77,SWF_21,NFTETEA,29.6,11.8,,21.2,12.1,8.6,,10.1,22.1,26.2,20.6,21.8,15.0,23.1,10.8,9.2,22.5,19.1,14.8,15.8,9.5,10.1,20.9,10.4,30.0,9.6,10.5,17.7,15.5,9.7,9.5,39.4,28.2,9.3,11.0,27.3,23.0,13.5,17.2,20.2,20.6,16.6,75.0,45.4,43.8,62.6,72.0,82.9,73.8,,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
78,SWF_21,NFTETEAAS,74.6,8.1,,18.8,7.9,7.9,,7.5,10.9,15.0,30.4,11.4,12.8,4.6,5.8,7.5,16.5,14.7,9.2,12.0,4.9,6.4,21.0,4.8,13.4,3.5,10.5,5.8,13.2,5.5,4.6,7.7,49.4,8.0,8.0,17.4,19.4,12.2,13.7,19.1,24.4,18.3,9.0,16.3,4.9,3.8,9.3,13.9,6.2,,,,Total Number of Teaching Assistants (Full-time Equivalent)
79,SWF_21,NFTENONTEA,6.0,2.5,,5.0,4.0,2.0,,3.4,6.2,5.5,3.9,4.8,7.6,4.6,2.0,1.5,6.6,6.3,1.0,6.0,2.0,3.1,7.1,1.0,5.8,1.0,1.6,4.6,3.0,2.5,2.0,12.7,4.3,3.5,4.0,7.8,5.8,0.0,3.1,5.1,5.7,4.0,21.6,10.1,16.4,21.2,25.3,25.7,25.1,,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
80,SWF_21,RATPUPTEA,8.8,18,,22.8,19.6,22.2,,20.5,18,17,22.7,19.2,27.7,18.2,20.2,25.5,18.7,21.8,21.8,16.9,21.7,21.9,21.6,19.5,19.9,22,21,20.7,19.5,21.4,21.8,17.4,9.3,23.5,18.1,21.9,18.6,23.1,17.4,22.1,23.6,25.2,14.8,13,15.8,16.9,15.9,16.9,16.2,,,,Pupil:Teacher Ratio
81,SWF_21,SALARY,"£39,082","£38,717",,"£42,506","£43,832","£40,946",,"£42,397","£45,668","£43,822","£40,466","£40,989","£38,702","£38,893","£36,862","£42,382","£42,554","£37,064","£38,652","£38,797","£42,526","£38,385","£38,601","£39,728","£39,723","£42,604","£39,973","£43,354","£41,009","£39,930","£38,472","£44,420","£40,169","£44,067","£40,688","£39,847","£40,052","£36,119","£41,794","£38,904","£37,344","£41,581","£35,237","£42,193","£48,844","£44,488","£44,214","£42,573","£45,541",,,,Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
82,SWF_19,LA,,330,333,330,,330,330,330,330,330,333,330,333,330,333,330,330,330,330,330,330,334,333,330,330,330,334,330,330,333,333,330,,334,330,334,330,330,330,333,333,333,333,330,330,330,334,333,330,,,,Local Authority Number
83,SWF_19,URN,,103426,103963,139003,,143436,103244,141670,103252,140518,103984,103190,141926,103349,131223,143434,138889,142203,139129,139120,103465,104048,103976,103466,140262,103356,146107,103341,103342,103996,103922,141318,,104097,142794,104076,103281,140159,141320,103923,103968,103972,141698,137346,103539,136590,142075,137701,136152,,,,Unique Reference Number
84,SWF_19,NTEA,,13,9,22,,11,15,13,25,29,20,23,16,24,12,16,24,22,13,14,11,10,21,11,37,11,14,19,18,10,11,69,,11,11,31,22,3,15,20,23,20,44,44,44,73,71,109,81,,"260,096","219,269",Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
85,SWF_19,NTEAAS,,12,10,23,,10,9,10,25,13,37,13,24,8,11,18,23,22,11,16,6,9,28,5,18,6,20,11,17,6,11,19,,24,7,21,20,7,11,27,27,29,7,18,6,6,16,23,11,,"274,954","57,981",Total Number of Teaching Assistants (Headcount)
86,SWF_19,NNONTEA,,3,6,9,,5,5,3,7,6,5,6,7,7,4,2,9,5,1,5,2,4,10,0,8,2,3,7,2,3,5,22,,5,4,10,7,0,4,8,6,5,12,11,15,24,30,32,30,,"91,158","84,503","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
87,SWF_19,NFTETEA,,11.8,8.6,21.2,,10,13.3,10.7,23,26.4,19.6,21.4,15,23.3,11.6,15.2,22.4,21.1,13,13.8,9.7,9.7,20,10.2,34.6,9.6,10.9,16.5,15.9,9.8,10.1,64.4,,8.9,11,24.7,20.1,3,15,19,22,17.2,42.5,39,43.6,65.8,68.9,102.1,77.4,,"231,728","203,686",Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
88,SWF_19,NFTETEAAS,,8.4,8.2,17.8,,7.7,7,8.9,19.6,12.5,36.1,10.7,14.1,5.4,8.8,9.5,18.4,18,9.9,13.5,4.4,5.2,24.5,4.1,15.4,4.1,9.6,6.8,10,5.4,5.3,17.9,,8.6,6.2,15.1,18.7,6.3,10.5,23.6,23.4,15.2,7,16.2,5.9,4.7,11.1,18.5,10.3,,"178,546","45,918",Total Number of Teaching Assistants (Full-time Equivalent)
89,SWF_19,NFTENONTEA,,2.5,3.9,7,,3.3,4.3,2.7,6.2,5.8,5,4.9,5.3,5.4,3.5,1.4,8.4,3.9,1,4.6,1.5,2.1,7.8,0,7.6,1.5,1.6,5.2,2,2.5,2.1,19.7,,3.4,4,8.5,6.5,0,3.8,5.6,5.5,4.1,12,10.1,14.4,20.1,28.3,27.4,27.6,,61494.7,"71,228","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
90,SWF_19,RATPUPTEA,,18.9,22.2,21.5,,20.1,18.0,19.6,18.4,17.7,25.8,19.4,24.0,18.0,18.9,15.7,19.2,19.1,25.0,19.7,21.5,22.2,22.5,20.5,18.5,22.0,20.7,21.9,18.8,21.9,20.8,12.2,,26.1,18.2,23.0,20.7,SUPP,18.7,23.5,22.2,24.4,14.9,13.6,14.3,15.1,16.4,14.6,15.8,,20.7,16.3,Pupil:Teacher Ratio
91,SWF_19,SALARY,,"£36,873","£39,910","£40,123",,"£41,081","£40,556","£38,960","£41,868","£40,493","£38,592","£38,880","£35,694","£38,378","£37,638","£42,930","£37,991","£38,745","£37,261","£38,599","£38,059","£37,225","£35,550","£39,129","£40,109","£39,291","£36,416","£41,124","£38,530","£37,230","£39,874","£41,470",,"£41,853","£43,350","£38,642","£36,277","£49,056","£39,116","£37,404","£35,644","£39,515","£32,607","£39,004","£42,587","£42,225","£39,462","£40,152","£43,846",,"£38,369","£40,571",Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
92,SWF_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
93,CFR_19,URN,,103426,103963,,,,,,103252,,103984,103190,,103349,131223,,,,,,103465,104048,103976,103466,,103356,,103341,103342,103996,103922,,,104097,,104076,103281,,,103923,103968,103972,,,103539,,,,,,,,Unique Reference Number
94,CFR_19,LONDON/NON-LONDON,,Non-London,Non-London,,,,,,Non-London,,Non-London,Non-London,,Non-London,Non-London,,,,,,Non-London,Non-London,Non-London,Non-London,,Non-London,,Non-London,Non-London,Non-London,Non-London,,,Non-London,,Non-London,Non-London,,,Non-London,Non-London,Non-London,,,Non-London,,,,,,,,London/Non-London
95,CFR_19,MEDIAN,,Primary,Primary,,,,,,Primary,,Primary,Primary,,Primary,Primary,,,,,,Primary,Primary,Primary,Primary,,Primary,,Primary,Primary,Primary,Primary,,,Primary,,Primary,Primary,,,Primary,Primary,Primary,,,Secondary with KS4,,,,,,Primary,Secondary with KS4,Group to compare
96,CFR_19,PUPILS,,223 ,191 ,,,,,,423 ,,506 ,415 ,,421 ,220 ,,,,,,209 ,214 ,450 ,209 ,,211 ,,362 ,299 ,216 ,211 ,,,233 ,,569 ,416 ,,,447 ,488 ,419 ,,,622 ,,,,,,,,Number of pupils (FTE)
97,CFR_19,FSM,,18,20,,,,,,38,,24,32,,14,24,,,,,,3,16,25,19,,9,,7,7,14,7,,,9,,14,47,,,16,18,9,,,38,,,,,,,,Percentage of pupils eligible for Free School Meals (FSM)
98,CFR_19,FSMBAND,,Low,Low,,,,,,High,,Medium,Medium,,Low,Medium,,,,,,Low,Low,Medium,Low,,Low,,Low,Low,Low,Low,,,Low,,Low,High,,,Low,Low,Low,,,High,,,,,,,,Free school meals eligibility band
99,CFR_19,GRANTFUNDING,,"5,192","5,608",,,,,,"5,932",,"5,296","5,015",,"4,624","5,790",,,,,,"4,551","4,641","5,820","4,849",,"4,627",,"4,315","4,634","4,698","4,458",,,"4,911",,"3,374","5,471",,,"4,781","4,987","4,467",,,"6,481",,,,,,"4,848","5,724",Grant funding (&pound; per pupil)
100,CFR_19,SELFGENERATEDINCOME,,249,179,,,,,,20,,71,255,,211,57,,,,,,240,563,137,237,,275,,"1,561",721,62,102,,,363,,241,140,,,194,424,554,,,310,,,,,,188,173,Self generated income (&pound; per pupil)
101,CFR_19,TOTALINCOME,,"5,441","5,787",,,,,,"5,952",,"5,367","5,270",,"4,835","5,847",,,,,,"4,790","5,205","5,957","5,086",,"4,902",,"5,877","5,356","4,760","4,560",,,"5,274",,"3,615","5,611",,,"4,974","5,411","5,021",,,"6,791",,,,,,"5,081","5,928",Total income (&pound; per pupil)
102,CFR_19,TEACHINGSTAFF,,"2,383","2,380",,,,,,"2,956",,"1,827","2,408",,"2,582","2,301",,,,,,"2,316","2,037","1,798","2,279",,"2,289",,"2,605","2,438","1,881","2,089",,,"2,119",,"1,704","2,154",,,"1,960","1,902","1,980",,,"3,587",,,,,,"2,284","3,222",Teaching staff (&pound; per pupil)
103,CFR_19,SUPPLYTEACHERS,,68,188,,,,,,114,,57,39,,53,128,,,,,,74,139,222,54,,115,,119,116,291,74,,,45,,35,51,,,24,164,83,,,104,,,,,,105,109,Supply Staff (&pound; per pupil)
104,CFR_19,EDUCATIONSUPPORTSTAFF,,929,"1,154",,,,,,"1,454",,"1,671",678,,349,"1,169",,,,,,664,819,"1,755",639,,610,,819,"1,012",703,678,,,"1,166",,564,"1,543",,,"1,374","1,451",937,,,755,,,,,,889,594,Education support staff (&pound; per pupil)
105,CFR_19,PREMISES,,445,12,,,,,,204,,213,325,,134,466,,,,,,284,362,410,612,,387,,322,288,250,309,,,366,,227,229,,,370,318,389,,,441,,,,,,309,356,Premises (incl. Staff costs) (&pound; per pupil)
106,CFR_19,BACKOFFICE,,463,"1,209",,,,,,984,,494,750,,782,604,,,,,,649,394,683,677,,911,,"1,090",512,617,480,,,466,,306,457,,,378,411,383,,,684,,,,,,413,565,Back office (incl. Staff costs) (&pound; per pupil)
107,CFR_19,CATERING,,207,169,,,,,,3,,236,243,,184,191,,,,,,359,231,194,357,,1,,59,435,121,182,,,202,,152,341,,,207,151,155,,,258,,,,,,190,51,Catering (incl. Staff costs) (&pound; per pupil)
108,CFR_19,OTHERSTAFF,,202,289,,,,,,174,,240,167,,221,209,,,,,,134,500,137,95,,124,,132,119,192,143,,,232,,179,171,,,224,157,391,,,184,,,,,,186,104,Other staff costs (&pound; per pupil)
109,CFR_19,ENERGY,,67,0,,,,,,79,,53,56,,56,125,,,,,,81,53,84,46,,84,,110,55,59,18,,,62,,37,71,,,63,59,92,,,103,,,,,,62,96,Energy (&pound; per pupil)
110,CFR_19,LEARNINGRESOURCES,,323,147,,,,,,86,,257,247,,84,219,,,,,,219,148,197,310,,168,,406,118,382,80,,,173,,95,212,,,311,485,184,,,217,,,,,,205,220,Learning resources (not ICT equipment) (&pound; per pupil)
111,CFR_19,ICT,,6,40,,,,,,7,,147,2,,60,46,,,,,,117,144,77,36,,35,,9,3,39,95,,,64,,79,51,,,36,92,9,,,39,,,,,,51,69,ICT learning resources (&pound; per pupil)
112,CFR_19,BOUGHTINPROFESSIONALSERVICES,,141,116,,,,,,6,,157,42,,3,196,,,,,,3,224,22,16,,10,,0,99,19,101,,,150,,75,25,,,50,86,55,,,229,,,,,,93,67,Bought in professional services - curriculum (&pound; per pupil)
113,CFR_19,OTHER,,37,170,,,,,,79,,38,72,,93,109,,,,,,43,140,157,42,,76,,77,67,61,122,,,54,,81,53,,,143,110,82,,,112,,,,,,100,213,Other expenditure (&pound; per pupil)
114,CFR_19,TOTALEXPENDITURE,,"5,271","5,873",,,,,,"6,146",,"5,390","5,028",,"4,602","5,763",,,,,,"4,943","5,190","5,737","5,162",,"4,808",,"5,748","5,262","4,615","4,369",,,"5,101",,"3,534","5,357",,,"5,138","5,385","4,742",,,"6,714",,,,,,"5,034","5,891",Total expenditure (&pound; per pupil)
115,CFR_19,T1415CAT1,,"3,338","3,570",,,,,,"3,067",,"2,971","2,949",,"2,549",SUPP,,,,,,"2,601","2,631","3,398",SUPP,,SUPP,,"2,713","2,900",SUPP,"2,923",,,"2,679",,"2,373","2,778",,,"2,887","3,002","2,822",,,"4,854",,,,,,"2,927","3,825",
116,CFR_19,T1415CAT2,,53,20,,,,,,176,,71,42,,303,356,,,,,,1,266,350,246,,164,,119,38,426,76,,,17,,73,85,,,112,146,22,,,86,,,,,,133,124,
117,CFR_19,T1415CAT3,,609,560,,,,,,"1,100",,339,772,,769,451,,,,,,880,392,571,643,,762,,"1,070",704,375,424,,,335,,440,920,,,336,381,272,,,"1,372",,,,,,366,544,
118,CFR_19,T1415CAT4,,72,0,,,,,,59,,56,38,,44,106,,,,,,42,60,85,47,,67,,88,43,81,96,,,69,,51,78,,,59,70,109,,,129,,,,,,61,99,
119,CFR_19,T1415CAT5,,"4,847","5,419",,,,,,"5,453",,"4,738","4,684",,"4,356","5,204",,,,,,"4,420","4,513","5,531","4,677",,"4,928",,"4,901","4,509","4,626","4,570",,,"4,362",,"3,889","4,989",,,"4,712","4,928","4,426",,,"7,684",,,,,,"4,645","5,944",
120,CFR_19,T1415SUM,,775,1269,,,,,,1051,,1301,883,,691,4291,,,,,,896,1164,1127,3741,,3935,,911,824,3744,1051,,,1262,,952,1128,,,1318,1329,1201,,,1243,,,,,,,,
121,CFR_19,T1415CAT1LA,,"3,004","2,957",,,,,,"3,202",,"3,060","3,004",,"2,834","3,060",,,,,,"2,834","2,645","3,060","2,834",,"2,834",,"2,834","2,834","2,957","2,957",,,"2,645",,"2,645","3,202",,,"2,957","3,060","2,957",,,"3,919",,,,,,,,
122,CFR_19,T1415CAT2LA,,194,95,,,,,,184,,171,194,,118,171,,,,,,118,120,171,118,,118,,118,118,95,95,,,120,,120,184,,,95,171,95,,,126,,,,,,,,
123,CFR_19,T1415CAT3LA,,323,339,,,,,,358,,377,323,,308,377,,,,,,308,319,377,308,,308,,308,308,339,339,,,319,,319,358,,,339,377,339,,,387,,,,,,,,
124,CFR_19,T1415CAT4LA,,58,64,,,,,,72,,70,58,,56,70,,,,,,56,58,70,56,,56,,56,56,64,64,,,58,,58,72,,,64,70,64,,,110,,,,,,,,
125,CFR_19,T1415CAT5LA,,"5,210","4,712",,,,,,"5,758",,"5,113","5,210",,"4,747","5,113",,,,,,"4,747","4,259","5,113","4,747",,"4,747",,"4,747","4,747","4,712","4,712",,,"4,259",,"4,259","5,758",,,"4,712","5,113","4,712",,,"7,456",,,,,,,,
126,CFR_19,T1516CAT1,,"3,032","3,431",,,,,,"3,258",,"2,932","3,202",,"2,878",SUPP,,,,,,"2,495","2,613","3,413","2,956",,"3,059",,"3,167","2,851","2,579","2,869",,,"2,921",,"2,520","3,127",,,"2,996","2,743","2,910",,,"4,739",,,,,,"2,976","3,857",
127,CFR_19,T1516CAT2,,8,32,,,,,,247,,170,9,,184,46,,,,,,240,358,360,162,,114,,92,148,349,58,,,68,,235,27,,,39,160,45,,,42,,,,,,126,122,
128,CFR_19,T1516CAT3,,619,670,,,,,,886,,366,728,,610,570,,,,,,663,411,521,599,,605,,736,729,426,446,,,366,,516,"1,033",,,294,406,300,,,"1,056",,,,,,377,545,
129,CFR_19,T1516CAT4,,88,0,,,,,,78,,53,34,,35,89,,,,,,81,61,83,41,,71,,89,44,55,44,,,70,,50,84,,,51,58,107,,,163,,,,,,58,97,
130,CFR_19,T1516CAT5,,"4,468","5,349",,,,,,"5,475",,"4,731","4,973",,"4,644","5,151",,,,,,"4,395","4,591","5,587","4,558",,"4,866",,"5,049","4,844","4,350","4,523",,,"4,733",,"4,439","6,090",,,"4,656","4,747","4,617",,,"7,131",,,,,,"4,777","6,013",
131,CFR_19,T1516SUM,,721,1216,,,,,,1006,,1210,1000,,937,4446,,,,,,916,1148,1210,800,,1017,,965,1072,941,1106,,,1308,,1118,1819,,,1276,1380,1255,,,1131,,,,,,,,
132,CFR_19,T1516CAT1LA,,"2,902","3,085",,,,,,"3,347",,"3,148","3,120",,"2,902","3,148",,,,,,"2,902","2,638","3,148","2,902",,"2,902",,"2,902","2,902","3,085","3,085",,,"2,638",,"2,638","3,347",,,"3,085","3,148","3,085",,,"3,792",,,,,,,,
133,CFR_19,T1516CAT2LA,,122,103,,,,,,173,,157,200,,122,157,,,,,,122,92,157,122,,122,,122,122,103,103,,,92,,92,173,,,103,157,103,,,154,,,,,,,,
134,CFR_19,T1516CAT3LA,,685,402,,,,,,911,,413,859,,685,413,,,,,,685,337,413,685,,685,,685,685,402,402,,,337,,337,911,,,402,413,402,,,"1,825",,,,,,,,
135,CFR_19,T1516CAT4LA,,52,60,,,,,,60,,62,59,,52,62,,,,,,52,58,62,52,,52,,52,52,60,60,,,58,,58,60,,,60,62,60,,,96,,,,,,,,
136,CFR_19,T1516CAT5LA,,"4,789","4,784",,,,,,"5,854",,"5,117","5,323",,"4,789","5,117",,,,,,"4,789","4,343","5,117","4,789",,"4,789",,"4,789","4,789","4,784","4,784",,,"4,343",,"4,343","5,854",,,"4,784","5,117","4,784",,,"7,198",,,,,,,,
137,CFR_19,T1617CAT1,,3000,2882,,,,,,3254,,3017,3190,,2695,2956,,,,,,2629,2440,3536,2938,,3141,,3256,2973,2425,2746,,,2923,,2710,3591,,,3035,2814,3153,,,4800,,,,,,"3,042","3,919",
138,CFR_19,T1617CAT2,,22,-39,,,,,,257,,32,58,,164,421,,,,,,156,201,308,192,,93,,89,98,192,221,,,35,,158,37,,,105,20,64,,,57,,,,,,117,119,
139,CFR_19,T1617CAT3,,686,586,,,,,,1041,,421,775,,615,694,,,,,,299,366,501,568,,635,,904,451,417,448,,,504,,519,1134,,,276,521,340,,,753,,,,,,384,545,
140,CFR_19,T1617CAT4,,0,0,,,,,,59,,43,53,,49,80,,,,,,59,44,70,47,,63,,81,41,36,112,,,60,,34,78,,,42,57,101,,,136,,,,,,55,94,
141,CFR_19,T1617CAT5,,4673,4561,,,,,,5604,,4720,5074,,4747,5535,,,,,,4348,4492,5568,5065,,5163,,5760,4667,3774,4658,,,4616,,4359,6295,,,4903,4734,5021,,,7201,,,,,,"4,814","6,017",
142,CFR_19,T1617SUM,,965,1132,,,,,,993,,1207,998,,1224,1384,,,,,,1205,1441,1153,1320,,1231,,1430,1104,704,1131,,,1094,,938,1455,,,1445,1322,1363,,,1455,,,,,,,,
143,CFR_19,T1617CAT1LA,,"2,999","3,029",,,,,,"3,406",,"3,170","3,089",,"2,999","3,170",,,,,,"2,999","2,616","3,170","2,999",,"2,999",,"2,999","2,999","3,029","3,029",,,"2,616",,"2,616","3,406",,,"3,029","3,170","3,029",,,"3,965",,,,,,,,
144,CFR_19,T1617CAT2LA,,133,105,,,,,,201,,150,203,,133,150,,,,,,133,92,150,133,,133,,133,133,105,105,,,92,,92,201,,,105,150,105,,,246,,,,,,,,
145,CFR_19,T1617CAT3LA,,5016,4654,,,,,,5640,,5063,5081,,4850,5059,,,,,,4726,4439,5581,4952,,5084,,5629,4665,4058,4525,,,4636,,4367,6188,,,4928,4639,4786,,,7350,,,,,,,,
146,CFR_19,T1617CAT4LA,,705,992,,,,,,803,,1334,686,,483,1206,,,,,,608,685,1785,710,,816,,834,880,657,684,,,1039,,545,1058,,,1193,1036,1061,,,722,,,,,,,,
147,CFR_19,T1617CAT5LA,,0,0,,,,,,59,,43,53,,49,80,,,,,,59,44,70,47,,63,,81,41,36,112,,,60,,34,78,,,42,57,101,,,136,,,,,,,,
148,CFR_19,T1718CAT1,,"3,177 ","3,228 ",,,,,,"3,630 ",,"3,231 ","3,110 ",,"2,661 ","3,062 ",,,,,,"2,717 ","2,700 ","3,408 ","3,167 ",,"2,987 ",,"3,368 ","3,290 ","2,481 ","2,909 ",,,"3,381 ",,"2,940 ","2,962 ",,,"2,933 ","3,114 ","3,077 ",,,"4,522 ",,,,,,"3,078","3,817",
