No,Namespace,Variable,Sacred Heart Primary School - 135029,Albert Pritchard Infant School - 103906,Ocker Hill Infant School - 103919,Ocker Hill Academy - 140140,Meadow Green Primary School - 116763,Colmers Farm Primary School - 146696,Colmers Farm Primary School - 103187,Holly Hill Methodist CofE Infant School - 103479,Joseph Turner Primary School - 103970,Curdworth Primary School - 146457,Curdworth Primary School - 125583,Blue Coat Church of England Aided Infant School - 104231,St Margaret's At Hasbury CofE Primary School - 103840,Blue Coat Church of England Aided Junior School - 104230,Compass Community School Victoria Park - 148064,Abu Bakr Girls School - 132750,Holyhead Primary Academy - 144630,Hillary Primary School - 131511,Timbertree Academy - 139768,Jubilee Park Academy - 140136,Kates Hill Primary School - 144080,Corngreaves Academy - 139742,Chuckery Primary School - 132076,Sledmere Primary School - 149221,Beechwood Church of England Primary School - 142047,Sledmere Primary School - 144081,Netherbrook Primary School - 144079,Huntingtree Primary School - 103802,Old Park Primary School - 103909,St Joseph's Catholic Primary School - 140147,Summerhill Primary Academy - 143322,Mere Green Primary School - 139452,Rednal Hill Junior School - 103248,Rednal Hill Infant School - 103249,Moor Hall Primary School - 103351,Whetstone Field Primary School - 104198,Cheswick Green Primary School - 104074,High Meadow Community School - 125584,Monkspath Junior and Infant School - 104084,Coleshill Church of England Primary School - 146171,Tipton Green Junior School - 103928,Balaam Wood School - 103529,King Edward VI Balaam Wood Academy - 147440,Al-Furqan Solihul - 103592,Al-Furqan Community College (Boys) - 136063,Colmers School and Sixth Form College - 103563,Blue Coat Church of England Academy - 138606,The Arthur Terry School - 138136,Walsall Studio School - 139789,The Coleshill School - 136986,National state-funded primary,National state-funded secondary and 16 to 18,Description
62,CENSUS_21,NUMEAL,213,38,31,30,5,28,,27,47,3,,96,31,136,0,0,63,541,21,47,229,20,259,,85,244,7,89,66,87,135,56,18,18,24,2,8,7,161,8,89,,37,,,80,553,101,14,12,,,No.  pupils where English not first language
63,CENSUS_21,NUMENGFL,197,263,205,220,302,372,,170,410,112,,198,170,216,0,0,154,139,217,158,188,184,193,,111,408,469,360,444,168,679,367,334,286,283,234,233,142,496,381,267,,351,,,1095,354,1624,239,1213,,,No. pupils with English first language
64,CENSUS_21,NUMUNCFL,5,0,0,0,0,0,,0,2,0,,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,,9,0,3,0,0,,,No. pupils where first language is unclassified
65,CENSUS_21,PNUMEAL,51.3%,12.6%,13.1%,12.0%,1.6%,7.0%,,13.7%,10.2%,2.6%,,32.4%,15.4%,38.5%,0%,0%,29.0%,79.6%,8.8%,22.9%,54.9%,9.8%,57.3%,,43.4%,37.4%,1.5%,19.8%,12.9%,34.1%,16.6%,13.2%,5.1%,5.9%,7.8%,0.8%,3.3%,4.7%,24.5%,2.1%,25.0%,,9.5%,,,6.8%,61.0%,5.8%,5.5%,1.0%,,,%  pupils where English not first language
66,CENSUS_21,PNUMENGFL,47.5%,87.4%,86.9%,88.0%,98.4%,93.0%,,86.3%,89.3%,97.4%,,66.9%,84.6%,61.2%,0%,0%,71.0%,20.4%,91.2%,77.1%,45.1%,90.2%,42.7%,,56.6%,62.6%,98.5%,80.2%,87.1%,65.9%,83.4%,86.6%,94.9%,94.1%,92.2%,99.2%,96.7%,95.3%,75.5%,97.9%,75.0%,,90.5%,,,92.5%,39.0%,94.0%,94.5%,99.0%,,,% pupils with English first language
67,CENSUS_21,PNUMUNCFL,1.2%,0%,0%,0%,0%,0%,,0%,0.4%,0%,,0.7%,0%,0.3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,0%,0%,0%,0%,0%,0%,0.2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,,,0.8%,0%,0.2%,0%,0%,,,% pupils where first language is unclassified
68,CENSUS_21,NUMFSM,139,67,42,64,43,224,,129,161,15,,95,41,131,0,0,75,246,62,83,163,53,174,,93,198,128,130,93,45,317,51,161,132,22,24,29,14,57,60,126,,248,,,418,320,143,72,192,,,No. pupils eligible for free school meals
69,CENSUS_21,NUMFSMEVER,151,67,42,74,44,247,,107,180,15,,95,46,154,,,87,248,68,99,177,63,190,,103,215,134,134,103,49,350,54,204,132,24,29,30,15,58,69,146,,308,,,540,368,189,51,250,,,Number of pupils eligible for FSM at any time during the past 6 years
70,CENSUS_21,PNUMFSMEVER,36.4%,22.3%,17.8%,29.6%,14.3%,61.8%,,54.3%,39.2%,13.0%,,32.1%,22.9%,43.6%,,,40.1%,36.5%,28.6%,48.3%,42.4%,30.9%,42.0%,,52.6%,33.0%,28.2%,29.8%,20.2%,19.2%,43.0%,12.7%,58.0%,43.4%,7.8%,12.3%,12.4%,10.1%,8.8%,17.7%,41.0%,,79.4%,,,45.6%,40.6%,10.9%,20.2%,20.4%,,,Percentage of pupils eligible for FSM at any time during the past 6 years
71,CENSUS_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
72,SWF_19,LA,333,333,333,333,885,,330,330,333,937,,335,332,335,,,333,335,333,333,332,333,335,,332,332,332,332,333,332,333,330,330,330,330,335,334,937,334,937,333,330,,,,330,335,330,335,937,,,Local Authority Number
73,SWF_19,URN,135029,103906,103919,140140,116763,,103187,103479,103970,146457,,104231,103840,104230,,,144630,131511,139768,140136,144080,139742,132076,,142047,144081,144079,103802,103909,140147,143322,139452,103248,103249,103351,104198,104074,125584,104084,146171,103928,103529,,,,103563,138606,138136,139789,136986,,,Unique Reference Number
74,SWF_19,NTEA,16,16,9,12,19,,16,10,20,7,,15,10,14,,,10,27,11,10,24,10,22,,13,35,22,17,20,12,38,24,22,14,15,11,15,5,30,19,17,29,,,,65,59,134,21,68,"260,096","219,269",Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
75,SWF_19,NTEAAS,22,8,16,19,15,,11,13,32,7,,18,19,22,,,10,33,12,14,27,16,23,,11,28,23,15,24,13,36,25,9,15,8,14,16,7,28,28,19,6,,,,20,17,26,0,11,"274,954","57,981",Total Number of Teaching Assistants (Headcount)
76,SWF_19,NNONTEA,6,14,3,4,8,,8,2,5,1,,5,3,5,,,5,7,3,5,7,5,3,,2,5,4,6,7,1,11,8,4,6,6,2,5,1,7,12,6,9,,,,21,26,45,2,26,"91,158","84,503","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
77,SWF_19,NFTETEA,13.8,13.8,8.6,10,16.3,,15.4,9.2,19.6,5.8,,13.4,10,12.6,,,10,24.5,10.8,9.2,23.6,10,19.9,,11.6,30.6,20.8,16.1,18.4,11.8,34.1,22.1,19.5,13.4,13,9.8,11.7,4.4,25.8,17.9,16.7,26.8,,,,63.5,55.9,119.4,18.6,62.4,"231,728","203,686",Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
78,SWF_19,NFTETEAAS,17.6,6.9,12.7,12.1,8.8,,8,9.9,25.6,4.9,,13.4,13.9,16.1,,,5.9,23.5,9,10.5,21.2,11.2,18.5,,7,23.8,18,12.5,18.4,8.7,29.9,17.5,8,10.4,6,9.6,6.8,3.5,13.8,13.2,14.2,5.6,,,,16.1,14.1,17.7,0,10.4,"178,546","45,918",Total Number of Teaching Assistants (Full-time Equivalent)
79,SWF_19,NFTENONTEA,3.5,8.7,2.3,3.6,3.9,,5.7,1.7,4.1,1,,3.8,2.2,4.8,,,4.4,4.9,2.3,4.5,5.7,4.3,2.7,,1.6,3.7,3.9,5,6.8,1,10.6,4.9,3,5.4,3.6,1.7,4.2,1,4.2,5.2,4.8,8.7,,,,19.8,23.3,34.6,2,23.8,61494.7,"71,228","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
80,SWF_19,RATPUPTEA,23.7,21.4,24.7,25.5,18.8,,26.4,21.2,21.9,20.2,,21.8,24.6,28.7,,,21.9,26.9,21.5,22.6,18.6,22.7,21.1,,16.5,20.1,22.1,27.0,26.3,20.3,22.9,17.6,18.0,21.6,20.6,23.8,21.0,20.5,25.1,22.3,21.6,13.2,,,,17.4,15.7,14.7,14.9,19.2,20.7,16.3,Pupil:Teacher Ratio
81,SWF_19,SALARY,"£36,912","£36,655","£41,769","£42,493","£36,485",,"£41,514","£41,901","£38,953","£35,599",,"£36,987","£38,681","£37,979",,,"£35,875","£38,557","£38,789","£33,986","£35,306","£39,916","£40,083",,"£42,415","£40,310","£39,551","£38,435","£40,784","£41,361","£35,816","£34,291","£39,490","£40,419","£37,584","£37,929","£37,803","£39,660","£38,664","£34,884","£37,605","£43,153",,,,"£43,209","£38,257","£36,749","£37,040","£37,701","£38,369","£40,571",Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
82,SWF_21,LA,333,333,333,333,885,330,,330,333,937,,335,332,335,,,333,335,333,333,332,333,335,,332,332,332,332,333,332,333,330,330,330,330,335,334,937,334,937,333,,330,,,330,335,330,335,937,,,Local Authority Number
83,SWF_21,URN,135029,103906,103919,140140,116763,146696,,103479,103970,146457,,104231,103840,104230,,,144630,131511,139768,140136,144080,139742,132076,,142047,144081,144079,103802,103909,140147,143322,139452,103248,103249,103351,104198,104074,125584,104084,146171,103928,,147440,,,103563,138606,138136,139789,136986,,,Unique Reference Number
84,SWF_21,NTEA,20,11,12,15,19,18,,11,20,7,,15,9,17,,,8,31,11,11,22,12,21,,13,33,20,17,22,10,46,26,23,15,16,12,16,7,28,20,18,,33,,,73,68,134,20,79,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
85,SWF_21,NTEAAS,22,11,13,17,14,21,,12,28,6,,17,12,23,,,8,36,12,11,27,15,25,,10,23,19,18,21,10,38,32,9,12,7,14,21,11,38,24,19,,4,,,20,20,25,8,10,,,Total Number of Teaching Assistants (Headcount)
86,SWF_21,NNONTEA,5,9,3,4,7,6,,3,4,1,,5,2,4,,,7,7,3,4,9,3,5,,2,7,4,5,5,2,14,5,6,7,9,2,4,2,13,6,6,,11,,,25,24,84,6,25,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
87,SWF_21,NFTETEA,18.4,9.5,9.4,11.1,16.7,18.0,,11.0,18.8,5.8,,14.0,8.3,16.4,,,8.0,28.6,10.2,11.0,21.3,11.6,19.4,,10.8,30.4,19.4,16.4,19.3,10.0,40.1,22.8,20.4,14.4,13.4,11.2,10.9,6.3,25.2,18.7,16.1,,31.6,,,71.8,63.2,117.9,19.4,71.0,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
88,SWF_21,NFTETEAAS,18.6,8.7,10.3,13.0,7.5,13.3,,10.4,23.6,3.7,,13.3,9.5,16.7,,,6.1,24.7,9.1,8.9,20.1,10.4,20.9,,6.1,18.9,17.1,15.5,15.8,9.1,31.0,21.0,8.4,9.6,6.0,10.1,10.9,6.8,16.3,12.9,14.1,,4.0,,,16.4,16.8,17.4,5.1,7.8,,,Total Number of Teaching Assistants (Full-time Equivalent)
89,SWF_21,NFTENONTEA,3.8,6.2,2.3,3.6,3.5,4.4,,2.4,4.0,0.9,,3.6,1.3,4.0,,,5.8,5.6,2.3,3.7,6.6,2.9,4.7,,1.8,5.7,3.9,3.9,4.6,1.5,11.1,3.4,4.2,6.0,5.1,1.7,3.3,1.8,10.0,3.9,5.0,,11.0,,,22.0,20.7,67.5,5.2,22.9,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
90,SWF_21,RATPUPTEA,21.7,29,22.8,22.5,17.7,22.2,,16.5,23.2,19.8,,19.8,24.1,21.6,,,25.8,22.6,21.4,17.8,19,17.6,22.2,,18.1,20.8,23.3,26.1,24.7,23.8,19.7,18.6,17.2,20,22.9,20.6,21.6,23.5,25.1,20.8,22.1,,12.3,,,16.5,14.4,14.7,13,17.3,,,Pupil:Teacher Ratio
91,SWF_21,SALARY,"£34,909","£42,412","£41,826","£45,826","£39,881","£39,854",,"£40,871","£37,475","£36,906",,"£40,199","£38,331","£39,007",,,"£39,195","£38,971","£40,596","£38,071","£41,150","£41,640","£40,928",,"£43,277","£38,243","£39,733","£40,580","£45,170","£44,279","£38,271","£39,183","£40,634","£43,455","£40,220","£39,449","£40,409","£41,050","£42,798","£37,690","£40,983",,"£41,316",,,"£43,590","£41,989","£44,533","£37,006","£41,298",,,Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
92,SWF_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
93,CFR_19,URN,135029,103906,103919,,116763,,103187,103479,103970,,,104231,103840,104230,,,,131511,,,,,132076,,,,,103802,103909,,,,103248,103249,103351,104198,104074,125584,104084,,103928,103529,,,,103563,,,,,,,Unique Reference Number
94,CFR_19,LONDON/NON-LONDON,Non-London,Non-London,Non-London,,Non-London,,Non-London,Non-London,Non-London,,,Non-London,Non-London,Non-London,,,,Non-London,,,,,Non-London,,,,,Non-London,Non-London,,,,Non-London,Non-London,Non-London,Non-London,Non-London,Non-London,Non-London,,Non-London,Non-London,,,,Non-London,,,,,,,London/Non-London
95,CFR_19,MEDIAN,Primary,Primary,Primary,,Primary,,Primary,Primary,Primary,,,Primary,Primary,Primary,,,,Primary,,,,,Primary,,,,,Primary,Primary,,,,Primary,Primary,Primary,Primary,Primary,Primary,Primary,,Primary,Secondary with KS4,,,,Secondary with KS4,,,,,Primary,Secondary with KS4,Group to compare
96,CFR_19,PUPILS,327 ,295 ,212 ,,306 ,,406 ,194 ,429 ,,,292 ,246 ,360 ,,,,660 ,,,,,420 ,,,,,434 ,484 ,,,,351 ,290 ,268 ,233 ,246 ,90 ,649 ,,361 ,354 ,,,,"1,108 ",,,,,,,Number of pupils (FTE)
97,CFR_19,FSM,24,14,15,,5,,47,59,28,,,24,12,22,,,,27,,,,,25,,,,,18,14,,,,37,40,4,7,6,3,7,,22,49,,,,25,,,,,,,Percentage of pupils eligible for Free School Meals (FSM)
98,CFR_19,FSMBAND,Medium,Low,Low,,Low,,High,High,Medium,,,Medium,Low,Medium,,,,Medium,,,,,Medium,,,,,Low,Low,,,,High,High,Low,Low,Low,Low,Low,,Medium,High,,,,Medium,,,,,,,Free school meals eligibility band
99,CFR_19,GRANTFUNDING,"4,922","5,463","5,534",,"4,153",,"5,832","6,568","5,317",,,"5,472","4,739","4,922",,,,"4,884",,,,,"5,336",,,,,"4,374","4,953",,,,"4,964","5,522","4,083","4,685","4,210","5,186","3,900",,"5,036","7,375",,,,"5,936",,,,,"4,848","5,724",Grant funding (&pound; per pupil)
100,CFR_19,SELFGENERATEDINCOME,150,77,72,,504,,73,78,63,,,14,530,54,,,,64,,,,,40,,,,,83,72,,,,384,36,868,236,625,323,893,,181,157,,,,125,,,,,188,173,Self generated income (&pound; per pupil)
101,CFR_19,TOTALINCOME,"5,072","5,540","5,606",,"4,658",,"5,904","6,646","5,381",,,"5,486","5,269","4,976",,,,"4,948",,,,,"5,376",,,,,"4,456","5,025",,,,"5,349","5,557","4,951","4,921","4,835","5,509","4,793",,"5,217","7,532",,,,"6,061",,,,,"5,081","5,928",Total income (&pound; per pupil)
102,CFR_19,TEACHINGSTAFF,"1,765","1,757","1,897",,"2,524",,"1,926","2,549","1,932",,,"2,372","2,055","2,297",,,,"1,940",,,,,"2,454",,,,,"2,030","1,924",,,,"2,539","2,245","2,189","1,996","2,096","2,591","1,936",,"2,108","3,806",,,,"3,578",,,,,"2,284","3,222",Teaching staff (&pound; per pupil)
103,CFR_19,SUPPLYTEACHERS,253,67,131,,87,,715,193,21,,,137,-6,126,,,,240,,,,,135,,,,,242,272,,,,175,275,17,35,79,37,247,,34,387,,,,79,,,,,105,109,Supply Staff (&pound; per pupil)
104,CFR_19,EDUCATIONSUPPORTSTAFF,"1,457","1,540","1,744",,627,,962,"1,530","1,498",,,"1,201",927,"1,077",,,,862,,,,,"1,040",,,,,650,922,,,,"1,053",969,540,"1,134",732,682,683,,"1,422",344,,,,761,,,,,889,594,Education support staff (&pound; per pupil)
105,CFR_19,PREMISES,275,400,539,,215,,278,150,538,,,272,350,256,,,,351,,,,,321,,,,,318,549,,,,250,219,459,382,276,397,267,,294,491,,,,313,,,,,309,356,Premises (incl. Staff costs) (&pound; per pupil)
106,CFR_19,BACKOFFICE,308,641,605,,235,,"1,524","1,078",302,,,462,670,354,,,,153,,,,,472,,,,,535,623,,,,740,724,"1,040",316,343,644,335,,422,"1,760",,,,562,,,,,413,565,Back office (incl. Staff costs) (&pound; per pupil)
107,CFR_19,CATERING,224,209,310,,278,,299,468,189,,,358,201,76,,,,120,,,,,211,,,,,181,121,,,,102,228,329,193,192,247,198,,91,9,,,,51,,,,,190,51,Catering (incl. Staff costs) (&pound; per pupil)
108,CFR_19,OTHERSTAFF,200,280,318,,295,,137,216,213,,,355,163,280,,,,323,,,,,304,,,,,97,183,,,,157,324,94,266,458,158,504,,73,42,,,,44,,,,,186,104,Other staff costs (&pound; per pupil)
109,CFR_19,ENERGY,71,65,67,,54,,55,122,62,,,43,59,88,,,,55,,,,,81,,,,,65,80,,,,55,62,118,58,31,65,53,,77,234,,,,115,,,,,62,96,Energy (&pound; per pupil)
110,CFR_19,LEARNINGRESOURCES,243,258,229,,144,,234,205,222,,,139,152,193,,,,259,,,,,206,,,,,127,222,,,,235,295,255,250,149,78,170,,181,88,,,,126,,,,,205,220,Learning resources (not ICT equipment) (&pound; per pupil)
111,CFR_19,ICT,0,46,2,,63,,35,26,129,,,43,122,52,,,,76,,,,,21,,,,,108,51,,,,56,0,2,40,103,84,59,,113,84,,,,74,,,,,51,69,ICT learning resources (&pound; per pupil)
112,CFR_19,BOUGHTINPROFESSIONALSERVICES,294,3,57,,100,,6,73,126,,,88,105,148,,,,230,,,,,140,,,,,44,30,,,,5,8,4,118,126,200,68,,91,3,,,,76,,,,,93,67,Bought in professional services - curriculum (&pound; per pupil)
113,CFR_19,OTHER,134,175,91,,129,,73,42,108,,,36,107,-173,,,,64,,,,,91,,,,,90,91,,,,69,46,52,77,143,104,134,,145,305,,,,178,,,,,100,213,Other expenditure (&pound; per pupil)
114,CFR_19,TOTALEXPENDITURE,"5,224","5,440","5,989",,"4,750",,"6,245","6,652","5,338",,,"5,506","4,904","4,775",,,,"4,672",,,,,"5,478",,,,,"4,488","5,066",,,,"5,435","5,395","5,098","4,866","4,729","5,287","4,655",,"5,051","7,551",,,,"5,956",,,,,"5,034","5,891",Total expenditure (&pound; per pupil)
115,CFR_19,T1415CAT1,SUPP,"3,345","3,094",,"2,771",,"3,401","3,950","2,993",,,"3,284","3,049","3,155",,,,"2,604",,,,,"3,092",,,,,"2,687","3,102",,,,"3,058","2,549","2,949",SUPP,"2,749",SUPP,"2,393",,"2,996","5,332",,,,"4,543",,,,,"2,927","3,825",
116,CFR_19,T1415CAT2,177,258,46,,84,,676,332,92,,,288,48,379,,,,251,,,,,108,,,,,84,115,,,,85,35,43,115,158,254,275,,131,169,,,,90,,,,,133,124,
117,CFR_19,T1415CAT3,495,"1,031",449,,267,,"1,194",482,391,,,358,401,382,,,,159,,,,,407,,,,,355,449,,,,"1,107","1,326","1,103",310,337,508,394,,302,"1,714",,,,477,,,,,366,544,
118,CFR_19,T1415CAT4,60,100,54,,45,,73,89,41,,,42,101,61,,,,56,,,,,70,,,,,55,72,,,,65,93,52,SUPP,36,SUPP,49,,59,284,,,,152,,,,,61,99,
119,CFR_19,T1415CAT5,"6,371","5,798","5,060",,"3,980",,"6,201","6,066","5,281",,,"5,199","5,051","5,143",,,,"5,010",,,,,"4,775",,,,,"4,149","4,809",,,,"4,988","4,645","4,991","4,400","4,503","5,254","4,233",,"5,042","8,861",,,,"6,397",,,,,"4,645","5,944",
120,CFR_19,T1415SUM,5639,1064,1417,,813,,857,1213,1764,,,1227,1452,1166,,,,1940,,,,,1098,,,,,968,1071,,,,673,642,844,3975,1223,4492,1122,,1554,1362,,,,1135,,,,,,,
121,CFR_19,T1415CAT1LA,"3,060","3,060","3,060",,"2,935",,"3,202","3,202","3,060",,,"3,054","3,049","3,054",,,,"3,054",,,,,"3,054",,,,,"3,049","2,957",,,,"3,004","3,202","2,834","2,956","2,645","2,697","2,645",,"3,060","3,919",,,,"3,874",,,,,,,
122,CFR_19,T1415CAT2LA,171,171,171,,88,,184,184,171,,,194,126,194,,,,194,,,,,194,,,,,126,95,,,,194,184,118,133,120,126,120,,171,126,,,,106,,,,,,,
123,CFR_19,T1415CAT3LA,377,377,377,,229,,358,358,377,,,472,313,472,,,,472,,,,,472,,,,,313,339,,,,323,358,308,349,319,250,319,,377,387,,,,461,,,,,,,
124,CFR_19,T1415CAT4LA,70,70,70,,52,,72,72,70,,,66,68,66,,,,66,,,,,66,,,,,68,64,,,,58,72,56,57,58,59,58,,70,110,,,,89,,,,,,,
125,CFR_19,T1415CAT5LA,"5,113","5,113","5,113",,"4,456",,"5,758","5,758","5,113",,,"5,232","4,852","5,232",,,,"5,232",,,,,"5,232",,,,,"4,852","4,712",,,,"5,210","5,758","4,747","4,517","4,259","4,197","4,259",,"5,113","7,456",,,,"6,538",,,,,,,
126,CFR_19,T1516CAT1,"4,106","3,229","3,151",,"2,913",,"3,936","4,041","3,192",,,"3,386","3,055","3,273",,,,"2,379",,,,,"2,960",,,,,"2,472","3,085",,,,"3,141","2,823","2,902","3,041","2,757",SUPP,"2,214",,"3,255","5,537",,,,"4,494",,,,,"2,976","3,857",
127,CFR_19,T1516CAT2,53,256,13,,103,,503,437,5,,,165,79,230,,,,357,,,,,81,,,,,375,164,,,,137,6,141,30,56,324,422,,67,107,,,,138,,,,,126,122,
128,CFR_19,T1516CAT3,559,652,416,,365,,864,"1,282",339,,,340,447,467,,,,144,,,,,397,,,,,316,477,,,,963,"1,203",799,285,294,516,399,,382,"1,867",,,,438,,,,,377,545,
129,CFR_19,T1516CAT4,46,80,54,,46,,29,128,63,,,58,99,72,,,,50,,,,,74,,,,,64,66,,,,69,64,38,60,32,47,43,,66,233,,,,120,,,,,58,97,
130,CFR_19,T1516CAT5,"6,284","5,463","5,084",,"4,432",,"6,623","7,139","4,909",,,"5,149","5,085","5,199",,,,"4,762",,,,,"4,814",,,,,"4,598","5,048",,,,"5,024","5,098","4,835","4,508","4,266","5,036","4,316",,"5,054","9,515",,,,"6,180",,,,,"4,777","6,013",
131,CFR_19,T1516SUM,1520,1246,1450,,1005,,1291,1251,1310,,,1200,1405,1157,,,,1832,,,,,1302,,,,,1371,1256,,,,714,1002,955,1092,1127,4149,1238,,1284,1771,,,,990,,,,,,,
132,CFR_19,T1516CAT1LA,"3,148","3,085","3,085",,"2,989",,"3,347","3,347","3,148",,,"2,961","2,850","3,104",,,,"3,104",,,,,"3,104",,,,,"3,251","3,085",,,,"3,120","3,347","2,902","2,961","2,638","2,778","2,638",,"3,148","3,792",,,,"3,909",,,,,,,
133,CFR_19,T1516CAT2LA,157,103,103,,90,,173,173,157,,,103,118,156,,,,156,,,,,156,,,,,154,103,,,,200,173,122,103,92,114,92,,157,154,,,,115,,,,,,,
134,CFR_19,T1516CAT3LA,413,402,402,,380,,911,911,413,,,317,356,359,,,,359,,,,,359,,,,,405,402,,,,859,911,685,317,337,320,337,,413,"1,825",,,,"1,181",,,,,,,
135,CFR_19,T1516CAT4LA,62,60,60,,45,,60,60,62,,,63,64,60,,,,60,,,,,60,,,,,66,60,,,,59,60,52,63,58,56,58,,62,96,,,,94,,,,,,,
136,CFR_19,T1516CAT5LA,"5,117","4,784","4,784",,"4,631",,"5,854","5,854","5,117",,,"4,627","4,501","5,185",,,,"5,185",,,,,"5,185",,,,,"5,121","4,784",,,,"5,323","5,854","4,789","4,627","4,343","4,347","4,343",,"5,117","7,198",,,,"6,391",,,,,,,
137,CFR_19,T1617CAT1,4633,3226,2812,,2957,,NA,3386,3132,,,3059,3223,3189,,,,2686,,,,,2837,,,,,2205,3012,,,,3212,3082,3050,3001,2679,3057,2180,,3410,5594,,,,4298,,,,,"3,042","3,919",
138,CFR_19,T1617CAT2,78,82,12,,94,,NA,423,79,,,150,76,238,,,,394,,,,,163,,,,,483,156,,,,371,111,181,136,116,218,268,,18,246,,,,81,,,,,117,119,
139,CFR_19,T1617CAT3,825,645,388,,480,,NA,1051,394,,,335,431,359,,,,143,,,,,335,,,,,308,502,,,,1455,994,1030,310,290,512,345,,450,1946,,,,471,,,,,384,545,
140,CFR_19,T1617CAT4,48,55,52,,42,,NA,53,50,,,34,125,70,,,,57,,,,,57,,,,,54,52,,,,67,49,67,51,27,58,40,,60,278,,,,96,,,,,55,94,
141,CFR_19,T1617CAT5,7255,4852,4439,,4381,,NA,6106,4912,,,4753,5124,4942,,,,5016,,,,,4509,,,,,4256,4667,,,,6331,5206,5592,4578,4397,5095,3905,,5138,9835,,,,5943,,,,,"4,814","6,017",
142,CFR_19,T1617SUM,1671,844,1175,,808,,NA,1193,1257,,,1175,1269,1086,,,,1736,,,,,1117,,,,,1206,945,,,,1226,970,1264,1080,1285,1250,1072,,1200,1771,,,,997,,,,,,,
143,CFR_19,T1617CAT1LA,"3,170","3,029","3,029",,"3,064",,NA,"3,406","3,170",,,"2,814","2,914","3,133",,,,"3,133",,,,,"3,133",,,,,"3,283","3,029",,,,"3,089","3,406","2,999","2,814","2,616","2,812","2,616",,"3,170","3,965",,,,"3,825",,,,,,,
144,CFR_19,T1617CAT2LA,150,105,105,,81,,NA,201,150,,,95,98,163,,,,163,,,,,163,,,,,102,105,,,,203,201,133,95,92,112,92,,150,246,,,,102,,,,,,,
145,CFR_19,T1617CAT3LA,7057,4786,4487,,4258,,NA,6151,4774,,,4803,4984,4956,,,,4527,,,,,4464,,,,,4230,4803,,,,5749,5193,5745,4412,4436,5276,4019,,5020,8793,,,,6215,,,,,,,
146,CFR_19,T1617CAT4LA,1900,1352,1219,,606,,NA,1523,1329,,,1077,663,1140,,,,805,,,,,951,,,,,376,1135,,,,595,792,669,1144,629,612,447,,1396,526,,,,807,,,,,,,
147,CFR_19,T1617CAT5LA,48,55,52,,42,,NA,53,50,,,34,125,70,,,,57,,,,,57,,,,,54,52,,,,67,49,67,51,27,58,40,,60,278,,,,96,,,,,,,
148,CFR_19,T1718CAT1,"3,262 ","2,972 ","3,475 ",,"3,331 ",,"3,342 ","3,458 ","3,424 ",,,"3,395 ","3,054 ","3,350 ",,,,"2,821 ",,,,,"3,369 ",,,,,"2,670 ","3,023 ",,,,"3,150 ","3,318 ","2,644 ","2,969 ","2,680 ","3,439 ","2,448 ",,"3,612 ","4,677 ",,,,"4,321 ",,,,,"3,078","3,817",
149,CFR_19,T1718CAT2,115 ,5 ,49 ,,120 ,,276 ,435 ,60 ,,,192 ,66 ,156 ,,,,332 ,,,,,140 ,,,,,306 ,254 ,,,,304 ,177 ,135 ,115 ,122 ,80 ,308 ,,26 ,268 ,,,,73 ,,,,,106,114,
150,CFR_19,T1718CAT3,327 ,606 ,526 ,,268 ,,"1,162 ","1,069 ",313 ,,,393 ,387 ,297 ,,,,148 ,,,,,347 ,,,,,469 ,631 ,,,,"1,123 ",535 ,"1,430 ",264 ,347 ,526 ,307 ,,436 ,"1,929 ",,,,526 ,,,,,392,542,
151,CFR_19,T1718CAT4,72 ,53 ,63 ,,48 ,,84 ,87 ,59 ,,,45 ,13 ,68 ,,,,43 ,,,,,64 ,,,,,58 ,63 ,,,,78 ,67 ,50 ,49 ,29 ,28 ,32 ,,53 ,222 ,,,,148 ,,,,,58,91,
